"Z","Ebind","Occ","Element","subshell","CCp","Eic","Vi_q0","nmax","nh","shell_colours","multiplier","Jat"
48,0.105,42,"Cadmium","N5",2.38e-11,1999.99,0.009999999999991,6,5,"rgb(64,224,208)",8.75000000000796,2.5
48,0.087,43,"Cadmium","N5",2.38e-11,1999.99,0.009999999999991,6,4,"rgb(64,224,208)",5.80000000000527,2.5
48,0.0679,44,"Cadmium","N5",2.38e-11,1999.99,0.009999999999991,6,3,"rgb(64,224,208)",3.39500000000309,2.5
48,0.051,45,"Cadmium","N5",2.38e-11,1999.99,0.009999999999991,6,2,"rgb(64,224,208)",1.70000000000155,2.5
48,0.037468,46,"Cadmium","N5",2.38e-11,1999.99,0.009999999999991,6,1,"rgb(64,224,208)",0.624466666667235,2.5
48,0.016908313,47,"Cadmium","O1",5.78e-08,1999.99,0.009999999999991,2,2,"rgb(0,255,255)",1.69083130000154,0.5
48,0.00899382,48,"Cadmium","O1",5.78e-08,1999.99,0.009999999999991,2,2,"rgb(0,255,255)",0.899382000000818,0.5
49,33.75031,1,"Indium","K",0.000263,1972.06,27.9400000000001,2,2,"rgb(123,104,238)",1.20795669291338,0.5
49,32.837592,2,"Indium","K",0.000263,1972.06,27.9400000000001,2,1,"rgb(123,104,238)",0.587644810307801,0.5
49,7.95314,3,"Indium","L1",2.95e-05,1995.76,4.24000000000001,2,2,"rgb(25,25,112)",1.87574056603773,0.5
49,7.754,4,"Indium","L1",2.95e-05,1995.76,4.24000000000001,2,1,"rgb(25,25,112)",0.914386792452828,0.5
49,7.442,5,"Indium","L2",6.36e-07,1996.06,3.94000000000005,2,2,"rgb(0,0,139)",1.88883248730962,1.5
49,7.196,6,"Indium","L2",6.36e-07,1996.06,3.94000000000005,2,1,"rgb(0,0,139)",0.913197969543134,1.5
49,6.77,7,"Indium","L3",5.39e-07,1996.27,3.73000000000002,4,4,"rgb(0,0,205)",1.81501340482573,1.5
49,6.554,8,"Indium","L3",5.39e-07,1996.27,3.73000000000002,4,3,"rgb(0,0,205)",1.31782841823056,1.5
49,6.331,9,"Indium","L3",5.39e-07,1996.27,3.73000000000002,4,2,"rgb(0,0,205)",0.848659517426269,1.5
49,6.126,10,"Indium","L3",5.39e-07,1996.27,3.73000000000002,4,1,"rgb(0,0,205)",0.410589812332438,1.5
49,2.62877,11,"Indium","M1",5.68e-06,1999.17,0.829999999999927,2,2,"rgb(0,0,255)",3.16719277108461,0.5
49,2.555,12,"Indium","M1",5.68e-06,1999.17,0.829999999999927,2,1,"rgb(0,0,255)",1.53915662650616,0.5
49,2.373,13,"Indium","M2",1.325e-07,1999.3,0.700000000000045,2,2,"rgb(65,105,225)",3.38999999999978,1.5
49,2.317,14,"Indium","M2",1.325e-07,1999.3,0.700000000000045,2,1,"rgb(65,105,225)",1.65499999999989,1.5
49,2.207,15,"Indium","M3",1.132e-07,1999.34,0.660000000000082,4,4,"rgb(70,130,180)",3.34393939393898,1.5
49,2.111,16,"Indium","M3",1.132e-07,1999.34,0.660000000000082,4,3,"rgb(70,130,180)",2.39886363636334,1.5
49,2.0285,17,"Indium","M3",1.132e-07,1999.34,0.660000000000082,4,2,"rgb(70,130,180)",1.53674242424223,1.5
49,1.961,18,"Indium","M3",1.132e-07,1999.34,0.660000000000082,4,1,"rgb(70,130,180)",0.742803030302938,1.5
49,1.738,19,"Indium","M4",1.049e-10,1999.55,0.450000000000045,4,4,"rgb(100,149,237)",3.86222222222183,2.5
49,1.659,20,"Indium","M4",1.049e-10,1999.55,0.450000000000045,4,3,"rgb(100,149,237)",2.76499999999972,2.5
49,1.575,21,"Indium","M4",1.049e-10,1999.55,0.450000000000045,4,2,"rgb(100,149,237)",1.74999999999982,2.5
49,1.496,22,"Indium","M4",1.049e-10,1999.55,0.450000000000045,4,1,"rgb(100,149,237)",0.831111111111027,2.5
49,1.413,23,"Indium","M5",2.47e-10,1999.56,0.440000000000055,6,6,"rgb(0,191,255)",3.21136363636324,2.5
49,1.328,24,"Indium","M5",2.47e-10,1999.56,0.440000000000055,6,5,"rgb(0,191,255)",2.5151515151512,2.5
49,1.255,25,"Indium","M5",2.47e-10,1999.56,0.440000000000055,6,4,"rgb(0,191,255)",1.90151515151492,2.5
49,1.181,26,"Indium","M5",2.47e-10,1999.56,0.440000000000055,6,3,"rgb(0,191,255)",1.34204545454529,2.5
49,1.109,27,"Indium","M5",2.47e-10,1999.56,0.440000000000055,6,2,"rgb(0,191,255)",0.840151515151411,2.5
49,1.043,28,"Indium","M5",2.47e-10,1999.56,0.440000000000055,6,1,"rgb(0,191,255)",0.395075757575709,2.5
49,0.59338,29,"Indium","N1",1.045e-06,1999.88,0.119999999999891,2,2,"rgb(0,128,128)",4.94483333333783,0.5
49,0.56,30,"Indium","N1",1.045e-06,1999.88,0.119999999999891,2,1,"rgb(0,128,128)",2.33333333333546,0.5
49,0.4971,31,"Indium","N2",2.23e-08,1999.92,0.079999999999927,2,2,"rgb(95,158,160)",6.21375000000565,1.5
49,0.462,32,"Indium","N2",2.23e-08,1999.92,0.079999999999927,2,1,"rgb(95,158,160)",2.88750000000263,1.5
49,0.425,33,"Indium","N3",1.89e-08,1999.92,0.079999999999927,4,4,"rgb(32,178,170)",5.31250000000483,1.5
49,0.396,34,"Indium","N3",1.89e-08,1999.92,0.079999999999927,4,3,"rgb(32,178,170)",3.71250000000338,1.5
49,0.368,35,"Indium","N3",1.89e-08,1999.92,0.079999999999927,4,2,"rgb(32,178,170)",2.30000000000209,1.5
49,0.341,36,"Indium","N3",1.89e-08,1999.92,0.079999999999927,4,1,"rgb(32,178,170)",1.06562500000097,1.5
49,0.249,37,"Indium","N4",1.328e-11,1999.98,0.019999999999982,4,4,"rgb(0,206,209)",12.4500000000113,2.5
49,0.226,38,"Indium","N4",1.328e-11,1999.98,0.019999999999982,4,3,"rgb(0,206,209)",8.47500000000771,2.5
49,0.201,39,"Indium","N4",1.328e-11,1999.98,0.019999999999982,4,2,"rgb(0,206,209)",5.02500000000457,2.5
49,0.178,40,"Indium","N4",1.328e-11,1999.98,0.019999999999982,4,1,"rgb(0,206,209)",2.22500000000202,2.5
49,0.156,41,"Indium","N5",3.11e-11,1999.98,0.019999999999982,6,6,"rgb(64,224,208)",7.80000000000709,2.5
49,0.1301,42,"Indium","N5",3.11e-11,1999.98,0.019999999999982,6,5,"rgb(64,224,208)",5.42083333333826,2.5
49,0.109,43,"Indium","N5",3.11e-11,1999.98,0.019999999999982,6,4,"rgb(64,224,208)",3.63333333333664,2.5
49,0.09,44,"Indium","N5",3.11e-11,1999.98,0.019999999999982,6,3,"rgb(64,224,208)",2.25000000000205,2.5
49,0.0693,45,"Indium","N5",3.11e-11,1999.98,0.019999999999982,6,2,"rgb(64,224,208)",1.15500000000105,2.5
49,0.05545,46,"Indium","N5",3.11e-11,1999.98,0.019999999999982,6,1,"rgb(64,224,208)",0.462083333333754,2.5
49,0.02804415,47,"Indium","O1",8.07e-08,2000,0.02804415,2,2,"rgb(0,255,255)",1,0.5
49,0.01887041,48,"Indium","O1",8.07e-08,2000,0.01887041,2,1,"rgb(0,255,255)",0.5,0.5
49,0.0057863557,49,"Indium","O2",9.04e-10,2000,0.0057863557,2,2,"rgb(0,250,154)",1,1.5
50,35.19239,1,"Tin","K",0.00028,1970.8,29.2,2,2,"rgb(123,104,238)",1.20521883561644,0.5
50,34.257143,2,"Tin","K",0.00028,1970.8,29.2,2,1,"rgb(123,104,238)",0.586594914383561,0.5
50,8.30695,3,"Tin","L1",3.16e-05,1995.54,4.46000000000004,2,2,"rgb(25,25,112)",1.86254484304931,0.5
50,8.103,4,"Tin","L1",3.16e-05,1995.54,4.46000000000004,2,1,"rgb(25,25,112)",0.908408071748872,0.5
50,7.79,5,"Tin","L2",7.21e-07,1995.84,4.16000000000008,2,2,"rgb(0,0,139)",1.87259615384612,1.5
50,7.531,6,"Tin","L2",7.21e-07,1995.84,4.16000000000008,2,1,"rgb(0,0,139)",0.905168269230751,1.5
50,7.08,7,"Tin","L3",5.93e-07,1996.07,3.93000000000006,4,4,"rgb(0,0,205)",1.80152671755722,1.5
50,6.859,8,"Tin","L3",5.93e-07,1996.07,3.93000000000006,4,3,"rgb(0,0,205)",1.30896946564883,1.5
50,6.631,9,"Tin","L3",5.93e-07,1996.07,3.93000000000006,4,2,"rgb(0,0,205)",0.84363867684477,1.5
50,6.421,10,"Tin","L3",5.93e-07,1996.07,3.93000000000006,4,1,"rgb(0,0,205)",0.408460559796431,1.5
50,2.76249,11,"Tin","M1",6.13e-06,1999.12,0.880000000000109,2,2,"rgb(0,0,255)",3.13919318181779,0.5
50,2.687,12,"Tin","M1",6.13e-06,1999.12,0.880000000000109,2,1,"rgb(0,0,255)",1.52670454545436,0.5
50,2.499,13,"Tin","M2",1.518e-07,1999.24,0.759999999999991,2,2,"rgb(65,105,225)",3.28815789473688,1.5
50,2.443,14,"Tin","M2",1.518e-07,1999.24,0.759999999999991,2,1,"rgb(65,105,225)",1.60723684210528,1.5
50,2.326,15,"Tin","M3",1.261e-07,1999.29,0.710000000000036,4,4,"rgb(70,130,180)",3.276056338028,1.5
50,2.227,16,"Tin","M3",1.261e-07,1999.29,0.710000000000036,4,3,"rgb(70,130,180)",2.35246478873227,1.5
50,2.1421,17,"Tin","M3",1.261e-07,1999.29,0.710000000000036,4,2,"rgb(70,130,180)",1.50852112676049,1.5
50,2.074,18,"Tin","M3",1.261e-07,1999.29,0.710000000000036,4,1,"rgb(70,130,180)",0.730281690140808,1.5
50,1.844,19,"Tin","M4",1.246e-10,1999.51,0.490000000000009,4,4,"rgb(100,149,237)",3.76326530612238,2.5
50,1.763,20,"Tin","M4",1.246e-10,1999.51,0.490000000000009,4,3,"rgb(100,149,237)",2.69846938775505,2.5
50,1.676,21,"Tin","M4",1.246e-10,1999.51,0.490000000000009,4,2,"rgb(100,149,237)",1.71020408163262,2.5
50,1.596,22,"Tin","M4",1.246e-10,1999.51,0.490000000000009,4,1,"rgb(100,149,237)",0.814285714285699,2.5
50,1.508,23,"Tin","M5",2.89e-10,1999.52,0.480000000000018,6,6,"rgb(0,191,255)",3.14166666666655,2.5
50,1.421,24,"Tin","M5",2.89e-10,1999.52,0.480000000000018,6,5,"rgb(0,191,255)",2.4670138888888,2.5
50,1.347,25,"Tin","M5",2.89e-10,1999.52,0.480000000000018,6,4,"rgb(0,191,255)",1.87083333333326,2.5
50,1.269,26,"Tin","M5",2.89e-10,1999.52,0.480000000000018,6,3,"rgb(0,191,255)",1.32187499999995,2.5
50,1.195,27,"Tin","M5",2.89e-10,1999.52,0.480000000000018,6,2,"rgb(0,191,255)",0.82986111111108,2.5
50,1.127,28,"Tin","M5",2.89e-10,1999.52,0.480000000000018,6,1,"rgb(0,191,255)",0.39131944444443,2.5
50,0.64235,29,"Tin","N1",1.159e-06,1999.86,0.1400000000001,2,2,"rgb(0,128,128)",4.58821428571101,0.5
50,0.608,30,"Tin","N1",1.159e-06,1999.86,0.1400000000001,2,1,"rgb(0,128,128)",2.17142857142702,0.5
50,0.537,31,"Tin","N2",2.65e-08,1999.91,0.089999999999918,2,2,"rgb(95,158,160)",5.96666666667209,1.5
50,0.506,32,"Tin","N2",2.65e-08,1999.91,0.089999999999918,2,1,"rgb(95,158,160)",2.81111111111367,1.5
50,0.466,33,"Tin","N3",2.18e-08,1999.91,0.089999999999918,4,4,"rgb(32,178,170)",5.17777777778249,1.5
50,0.437,34,"Tin","N3",2.18e-08,1999.91,0.089999999999918,4,3,"rgb(32,178,170)",3.64166666666998,1.5
50,0.407,35,"Tin","N3",2.18e-08,1999.91,0.089999999999918,4,2,"rgb(32,178,170)",2.26111111111317,1.5
50,0.379,36,"Tin","N3",2.18e-08,1999.91,0.089999999999918,4,1,"rgb(32,178,170)",1.05277777777874,1.5
50,0.282,37,"Tin","N4",1.714e-11,1999.98,0.019999999999982,4,4,"rgb(0,206,209)",14.1000000000128,2.5
50,0.258,38,"Tin","N4",1.714e-11,1999.98,0.019999999999982,4,3,"rgb(0,206,209)",9.6750000000088,2.5
50,0.232,39,"Tin","N4",1.714e-11,1999.98,0.019999999999982,4,2,"rgb(0,206,209)",5.80000000000528,2.5
50,0.208,40,"Tin","N4",1.714e-11,1999.98,0.019999999999982,4,1,"rgb(0,206,209)",2.60000000000236,2.5
50,0.184,41,"Tin","N5",3.98e-11,1999.98,0.019999999999982,6,6,"rgb(64,224,208)",9.20000000000837,2.5
50,0.156,42,"Tin","N5",3.98e-11,1999.98,0.019999999999982,6,5,"rgb(64,224,208)",6.50000000000591,2.5
50,0.135,43,"Tin","N5",3.98e-11,1999.98,0.019999999999982,6,4,"rgb(64,224,208)",4.50000000000409,2.5
50,0.1129,44,"Tin","N5",3.98e-11,1999.98,0.019999999999982,6,3,"rgb(64,224,208)",2.82250000000257,2.5
50,0.094,45,"Tin","N5",3.98e-11,1999.98,0.019999999999982,6,2,"rgb(64,224,208)",1.56666666666809,2.5
50,0.07703,46,"Tin","N5",3.98e-11,1999.98,0.019999999999982,6,1,"rgb(64,224,208)",0.64191666666725,2.5
50,0.04074,47,"Tin","O1",1.045e-07,2000,0.04074,2,2,"rgb(0,255,255)",1,0.5
50,0.030506,48,"Tin","O1",1.045e-07,2000,0.030506,2,1,"rgb(0,255,255)",0.5,0.5
50,0.01463307,49,"Tin","O2",1.421e-09,2000,0.01463307,2,2,"rgb(0,250,154)",1,1.5
50,0.007343918,50,"Tin","O2",1.421e-09,2000,0.007343918,2,2,"rgb(0,250,154)",1,1.5
51,36.66805,1,"Antimony","K",0.000297,1969.51,30.49,2,2,"rgb(123,104,238)",1.20262545096753,0.5
51,35.710028,2,"Antimony","K",0.000297,1969.51,30.49,2,1,"rgb(123,104,238)",0.5856022958347,0.5
51,8.66948,3,"Antimony","L1",3.38e-05,1995.3,4.70000000000005,2,2,"rgb(25,25,112)",1.84457021276594,0.5
51,8.455,4,"Antimony","L1",3.38e-05,1995.3,4.70000000000005,2,1,"rgb(25,25,112)",0.899468085106374,0.5
51,8.14,5,"Antimony","L2",8.15e-07,1995.62,4.38000000000011,2,2,"rgb(0,0,139)",1.85844748858443,1.5
51,7.887,6,"Antimony","L2",8.15e-07,1995.62,4.38000000000011,2,1,"rgb(0,0,139)",0.900342465753402,1.5
51,7.39,7,"Antimony","L3",6.51e-07,1995.87,4.13000000000011,4,4,"rgb(0,0,205)",1.78934624697332,1.5
51,7.167,8,"Antimony","L3",6.51e-07,1995.87,4.13000000000011,4,3,"rgb(0,0,205)",1.30151331719125,1.5
51,6.929,9,"Antimony","L3",6.51e-07,1995.87,4.13000000000011,4,2,"rgb(0,0,205)",0.838861985472133,1.5
51,6.714,10,"Antimony","L3",6.51e-07,1995.87,4.13000000000011,4,1,"rgb(0,0,205)",0.40641646489103,1.5
51,2.9,11,"Antimony","M1",6.61e-06,1999.06,0.940000000000055,2,2,"rgb(0,0,255)",3.08510638297854,0.5
51,2.815,12,"Antimony","M1",6.61e-06,1999.06,0.940000000000055,2,1,"rgb(0,0,255)",1.49734042553183,0.5
51,2.654,13,"Antimony","M2",1.737e-07,1999.19,0.809999999999945,2,2,"rgb(65,105,225)",3.27654320987676,1.5
51,2.567,14,"Antimony","M2",1.737e-07,1999.19,0.809999999999945,2,1,"rgb(65,105,225)",1.58456790123467,1.5
51,2.428,15,"Antimony","M3",1.401e-07,1999.23,0.769999999999982,4,4,"rgb(70,130,180)",3.15324675324683,1.5
51,2.349,16,"Antimony","M3",1.401e-07,1999.23,0.769999999999982,4,3,"rgb(70,130,180)",2.28798701298707,1.5
51,2.266,17,"Antimony","M3",1.401e-07,1999.23,0.769999999999982,4,2,"rgb(70,130,180)",1.47142857142861,1.5
51,2.19,18,"Antimony","M3",1.401e-07,1999.23,0.769999999999982,4,1,"rgb(70,130,180)",0.711038961038978,1.5
51,1.954,19,"Antimony","M4",1.473e-10,1999.46,0.539999999999964,4,4,"rgb(100,149,237)",3.61851851851876,2.5
51,1.869,20,"Antimony","M4",1.473e-10,1999.46,0.539999999999964,4,3,"rgb(100,149,237)",2.59583333333351,2.5
51,1.781,21,"Antimony","M4",1.473e-10,1999.46,0.539999999999964,4,2,"rgb(100,149,237)",1.64907407407419,2.5
51,1.698,22,"Antimony","M4",1.473e-10,1999.46,0.539999999999964,4,1,"rgb(100,149,237)",0.786111111111164,2.5
51,1.606,23,"Antimony","M5",3.38e-10,1999.47,0.529999999999973,6,6,"rgb(0,191,255)",3.03018867924544,2.5
51,1.518,24,"Antimony","M5",3.38e-10,1999.47,0.529999999999973,6,5,"rgb(0,191,255)",2.38679245283031,2.5
51,1.441,25,"Antimony","M5",3.38e-10,1999.47,0.529999999999973,6,4,"rgb(0,191,255)",1.81257861635229,2.5
51,1.36,26,"Antimony","M5",3.38e-10,1999.47,0.529999999999973,6,3,"rgb(0,191,255)",1.28301886792459,2.5
51,1.285,27,"Antimony","M5",3.38e-10,1999.47,0.529999999999973,6,2,"rgb(0,191,255)",0.808176100628972,2.5
51,1.214,28,"Antimony","M5",3.38e-10,1999.47,0.529999999999973,6,1,"rgb(0,191,255)",0.381761006289328,2.5
51,0.69326,29,"Antimony","N1",1.282e-06,1999.85,0.150000000000091,2,2,"rgb(0,128,128)",4.62173333333053,0.5
51,0.657,30,"Antimony","N1",1.282e-06,1999.85,0.150000000000091,2,1,"rgb(0,128,128)",2.18999999999867,0.5
51,0.584,31,"Antimony","N2",3.13e-08,1999.9,0.099999999999909,2,2,"rgb(95,158,160)",5.84000000000531,1.5
51,0.552,32,"Antimony","N2",3.13e-08,1999.9,0.099999999999909,2,1,"rgb(95,158,160)",2.76000000000251,1.5
51,0.51,33,"Antimony","N3",2.51e-08,1999.9,0.099999999999909,4,4,"rgb(32,178,170)",5.10000000000464,1.5
51,0.479,34,"Antimony","N3",2.51e-08,1999.9,0.099999999999909,4,3,"rgb(32,178,170)",3.59250000000327,1.5
51,0.447,35,"Antimony","N3",2.51e-08,1999.9,0.099999999999909,4,2,"rgb(32,178,170)",2.23500000000203,1.5
51,0.42,36,"Antimony","N3",2.51e-08,1999.9,0.099999999999909,4,1,"rgb(32,178,170)",1.05000000000095,1.5
51,0.317,37,"Antimony","N4",2.19e-11,1999.97,0.029999999999973,4,4,"rgb(0,206,209)",10.5666666666763,2.5
51,0.292,38,"Antimony","N4",2.19e-11,1999.97,0.029999999999973,4,3,"rgb(0,206,209)",7.30000000000664,2.5
51,0.265,39,"Antimony","N4",2.19e-11,1999.97,0.029999999999973,4,2,"rgb(0,206,209)",4.41666666667068,2.5
51,0.238,40,"Antimony","N4",2.19e-11,1999.97,0.029999999999973,4,1,"rgb(0,206,209)",1.98333333333514,2.5
51,0.214,41,"Antimony","N5",5.01e-11,1999.97,0.029999999999973,6,6,"rgb(64,224,208)",7.13333333333982,2.5
51,0.185,42,"Antimony","N5",5.01e-11,1999.97,0.029999999999973,6,5,"rgb(64,224,208)",5.13888888889356,2.5
51,0.162,43,"Antimony","N5",5.01e-11,1999.97,0.029999999999973,6,4,"rgb(64,224,208)",3.60000000000327,2.5
51,0.139,44,"Antimony","N5",5.01e-11,1999.97,0.029999999999973,6,3,"rgb(64,224,208)",2.31666666666877,2.5
51,0.117,45,"Antimony","N5",5.01e-11,1999.97,0.029999999999973,6,2,"rgb(64,224,208)",1.30000000000118,2.5
51,0.09951,46,"Antimony","N5",5.01e-11,1999.97,0.029999999999973,6,1,"rgb(64,224,208)",0.552833333333836,2.5
51,0.055,47,"Antimony","O1",1.298e-07,1999.99,0.009999999999991,2,2,"rgb(0,255,255)",5.500000000005,0.5
51,0.043804,48,"Antimony","O1",1.298e-07,1999.99,0.009999999999991,2,1,"rgb(0,255,255)",2.19020000000199,0.5
51,0.0253235,49,"Antimony","O2",2.08e-09,2000,0.0253235,2,2,"rgb(0,250,154)",1,1.5
51,0.016626,50,"Antimony","O2",2.08e-09,2000,0.016626,2,1,"rgb(0,250,154)",0.5,1.5
51,0.008608389,51,"Antimony","O3",1.608e-09,2000,0.008608389,4,2,"rgb(0,255,127)",0.5,1.5
52,38.17756,1,"Tellurium","K",0.000316,1968.19,31.8099999999999,2,2,"rgb(123,104,238)",1.20017478780258,0.5
52,37.196522,2,"Tellurium","K",0.000316,1968.19,31.8099999999999,2,1,"rgb(123,104,238)",0.584667117258725,0.5
52,9.04083,3,"Tellurium","L1",3.61e-05,1995.06,4.94000000000005,2,2,"rgb(25,25,112)",1.83012753036435,0.5
52,8.821,4,"Tellurium","L1",3.61e-05,1995.06,4.94000000000005,2,1,"rgb(25,25,112)",0.892813765182176,0.5
52,8.499,5,"Tellurium","L2",9.21e-07,1995.39,4.6099999999999,2,2,"rgb(0,0,139)",1.843600867679,1.5
52,8.24,6,"Tellurium","L2",9.21e-07,1995.39,4.6099999999999,2,1,"rgb(0,0,139)",0.893709327548826,1.5
52,7.714,7,"Tellurium","L3",7.14e-07,1995.66,4.33999999999992,4,4,"rgb(0,0,205)",1.77741935483874,1.5
52,7.485,8,"Tellurium","L3",7.14e-07,1995.66,4.33999999999992,4,3,"rgb(0,0,205)",1.29349078341016,1.5
52,7.243,9,"Tellurium","L3",7.14e-07,1995.66,4.33999999999992,4,2,"rgb(0,0,205)",0.834447004608311,1.5
52,7.022,10,"Tellurium","L3",7.14e-07,1995.66,4.33999999999992,4,1,"rgb(0,0,205)",0.404493087557611,1.5
52,3.041,11,"Tellurium","M1",7.12e-06,1998.99,1.00999999999999,2,2,"rgb(0,0,255)",3.01089108910894,0.5
52,2.954,12,"Tellurium","M1",7.12e-06,1998.99,1.00999999999999,2,1,"rgb(0,0,255)",1.46237623762378,0.5
52,2.788,13,"Tellurium","M2",1.98e-07,1999.13,0.869999999999891,2,2,"rgb(65,105,225)",3.20459770114983,1.5
52,2.7,14,"Tellurium","M2",1.98e-07,1999.13,0.869999999999891,2,1,"rgb(65,105,225)",1.55172413793123,1.5
52,2.552,15,"Tellurium","M3",1.552e-07,1999.18,0.819999999999936,4,4,"rgb(70,130,180)",3.11219512195146,1.5
52,2.472,16,"Tellurium","M3",1.552e-07,1999.18,0.819999999999936,4,3,"rgb(70,130,180)",2.26097560975627,1.5
52,2.386,17,"Tellurium","M3",1.552e-07,1999.18,0.819999999999936,4,2,"rgb(70,130,180)",1.4548780487806,1.5
52,2.309,18,"Tellurium","M3",1.552e-07,1999.18,0.819999999999936,4,1,"rgb(70,130,180)",0.703963414634201,1.5
52,2.066,19,"Tellurium","M4",1.735e-10,1999.42,0.579999999999927,4,4,"rgb(100,149,237)",3.56206896551769,2.5
52,1.979,20,"Tellurium","M4",1.735e-10,1999.42,0.579999999999927,4,3,"rgb(100,149,237)",2.55905172413825,2.5
52,1.889,21,"Tellurium","M4",1.735e-10,1999.42,0.579999999999927,4,2,"rgb(100,149,237)",1.62844827586227,2.5
52,1.803,22,"Tellurium","M4",1.735e-10,1999.42,0.579999999999927,4,1,"rgb(100,149,237)",0.777155172413891,2.5
52,1.707,23,"Tellurium","M5",3.93e-10,1999.43,0.569999999999936,6,6,"rgb(0,191,255)",2.9947368421056,2.5
52,1.618,24,"Tellurium","M5",3.93e-10,1999.43,0.569999999999936,6,5,"rgb(0,191,255)",2.36549707602366,2.5
52,1.538,25,"Tellurium","M5",3.93e-10,1999.43,0.569999999999936,6,4,"rgb(0,191,255)",1.79883040935693,2.5
52,1.455,26,"Tellurium","M5",3.93e-10,1999.43,0.569999999999936,6,3,"rgb(0,191,255)",1.27631578947383,2.5
52,1.377,27,"Tellurium","M5",3.93e-10,1999.43,0.569999999999936,6,2,"rgb(0,191,255)",0.805263157894827,2.5
52,1.304,28,"Tellurium","M5",3.93e-10,1999.43,0.569999999999936,6,1,"rgb(0,191,255)",0.381286549707645,2.5
52,0.74612,29,"Tellurium","N1",1.414e-06,1999.83,0.170000000000073,2,2,"rgb(0,128,128)",4.38894117646871,0.5
52,0.709,30,"Tellurium","N1",1.414e-06,1999.83,0.170000000000073,2,1,"rgb(0,128,128)",2.08529411764617,0.5
52,0.633,31,"Tellurium","N2",3.68e-08,1999.88,0.119999999999891,2,2,"rgb(95,158,160)",5.2750000000048,1.5
52,0.599,32,"Tellurium","N2",3.68e-08,1999.88,0.119999999999891,2,1,"rgb(95,158,160)",2.4958333333356,1.5
52,0.555,33,"Tellurium","N3",2.87e-08,1999.9,0.099999999999909,4,4,"rgb(32,178,170)",5.55000000000505,1.5
52,0.522,34,"Tellurium","N3",2.87e-08,1999.9,0.099999999999909,4,3,"rgb(32,178,170)",3.91500000000356,1.5
52,0.491,35,"Tellurium","N3",2.87e-08,1999.9,0.099999999999909,4,2,"rgb(32,178,170)",2.45500000000223,1.5
52,0.461,36,"Tellurium","N3",2.87e-08,1999.9,0.099999999999909,4,1,"rgb(32,178,170)",1.15250000000105,1.5
52,0.354,37,"Tellurium","N4",2.76e-11,1999.96,0.039999999999964,4,4,"rgb(0,206,209)",8.85000000000805,2.5
52,0.328,38,"Tellurium","N4",2.76e-11,1999.96,0.039999999999964,4,3,"rgb(0,206,209)",6.15000000000559,2.5
52,0.299,39,"Tellurium","N4",2.76e-11,1999.96,0.039999999999964,4,2,"rgb(0,206,209)",3.7375000000034,2.5
52,0.272,40,"Tellurium","N4",2.76e-11,1999.96,0.039999999999964,4,1,"rgb(0,206,209)",1.70000000000155,2.5
52,0.245,41,"Tellurium","N5",6.23e-11,1999.96,0.039999999999964,6,6,"rgb(64,224,208)",6.12500000000557,2.5
52,0.215,42,"Tellurium","N5",6.23e-11,1999.96,0.039999999999964,6,5,"rgb(64,224,208)",4.47916666667074,2.5
52,0.1911,43,"Tellurium","N5",6.23e-11,1999.96,0.039999999999964,6,4,"rgb(64,224,208)",3.1850000000029,2.5
52,0.167,44,"Tellurium","N5",6.23e-11,1999.96,0.039999999999964,6,3,"rgb(64,224,208)",2.0875000000019,2.5
52,0.143,45,"Tellurium","N5",6.23e-11,1999.96,0.039999999999964,6,2,"rgb(64,224,208)",1.19166666666775,2.5
52,0.1242,46,"Tellurium","N5",6.23e-11,1999.96,0.039999999999964,6,1,"rgb(64,224,208)",0.517500000000471,2.5
52,0.0691,47,"Tellurium","O1",1.569e-07,1999.99,0.009999999999991,2,2,"rgb(0,255,255)",6.91000000000628,0.5
52,0.0593,48,"Tellurium","O1",1.569e-07,1999.99,0.009999999999991,2,1,"rgb(0,255,255)",2.9650000000027,0.5
52,0.0374155,49,"Tellurium","O2",2.87e-09,2000,0.0374155,2,2,"rgb(0,250,154)",1,1.5
52,0.02784,50,"Tellurium","O2",2.87e-09,2000,0.02784,2,1,"rgb(0,250,154)",0.5,1.5
52,0.0186,51,"Tellurium","O3",2.15e-09,2000,0.0186,4,2,"rgb(0,255,127)",0.5,1.5
52,0.009009808,52,"Tellurium","O3",2.15e-09,2000,0.009009808,4,2,"rgb(0,255,127)",0.5,1.5
53,39.72141,1,"Iodine","K",0.000335,1966.83,33.1700000000001,2,2,"rgb(123,104,238)",1.19751009948749,0.5
53,38.716996,2,"Iodine","K",0.000335,1966.83,33.1700000000001,2,1,"rgb(123,104,238)",0.583614651793788,0.5
53,9.4211,3,"Iodine","L1",3.85e-05,1994.81,5.19000000000005,2,2,"rgb(25,25,112)",1.81524084778418,0.5
53,9.196,4,"Iodine","L1",3.85e-05,1994.81,5.19000000000005,2,1,"rgb(25,25,112)",0.885934489402688,0.5
53,8.867,5,"Iodine","L2",1.038e-06,1995.15,4.84999999999991,2,2,"rgb(0,0,139)",1.82824742268045,1.5
53,8.601,6,"Iodine","L2",1.038e-06,1995.15,4.84999999999991,2,1,"rgb(0,0,139)",0.886701030927852,1.5
53,8.044,7,"Iodine","L3",7.81e-07,1995.44,4.55999999999995,4,4,"rgb(0,0,205)",1.76403508771932,1.5
