"Z","Ebind","Occ","Element","subshell","CCp","Eic","Vi_q0","nmax","nh","shell_colours","multiplier","Jat"
96,12.74,14,"Curium","M2",2.7e-05,1994.06,5.94000000000005,2,1,"rgb(65,105,225)",1.07239057239056,1.5
96,11.27,15,"Curium","M3",3.53e-06,1995.15,4.84999999999991,4,4,"rgb(70,130,180)",2.32371134020623,1.5
96,11.1,16,"Curium","M3",3.53e-06,1995.15,4.84999999999991,4,3,"rgb(70,130,180)",1.71649484536086,1.5
96,10.92,17,"Curium","M3",3.53e-06,1995.15,4.84999999999991,4,2,"rgb(70,130,180)",1.12577319587631,1.5
96,10.76,18,"Curium","M3",3.53e-06,1995.15,4.84999999999991,4,1,"rgb(70,130,180)",0.554639175257742,1.5
96,10.22,19,"Curium","M4",2.59e-08,1995.77,4.23000000000002,4,4,"rgb(100,149,237)",2.41607565011819,2.5
96,10.02,20,"Curium","M4",2.59e-08,1995.77,4.23000000000002,4,3,"rgb(100,149,237)",1.77659574468084,2.5
96,9.82,21,"Curium","M4",2.59e-08,1995.77,4.23000000000002,4,2,"rgb(100,149,237)",1.16075650118203,2.5
96,9.63,22,"Curium","M4",2.59e-08,1995.77,4.23000000000002,4,1,"rgb(100,149,237)",0.56914893617021,2.5
96,9.18,23,"Curium","M5",2.87e-08,1995.99,4.00999999999999,6,6,"rgb(0,191,255)",2.28927680798005,2.5
96,9,24,"Curium","M5",2.87e-08,1995.99,4.00999999999999,6,5,"rgb(0,191,255)",1.87032418952619,2.5
96,8.82,25,"Curium","M5",2.87e-08,1995.99,4.00999999999999,6,4,"rgb(0,191,255)",1.46633416458853,2.5
96,8.62,26,"Curium","M5",2.87e-08,1995.99,4.00999999999999,6,3,"rgb(0,191,255)",1.07481296758105,2.5
96,8.44,27,"Curium","M5",2.87e-08,1995.99,4.00999999999999,6,2,"rgb(0,191,255)",0.701579384871157,2.5
96,8.27,28,"Curium","M5",2.87e-08,1995.99,4.00999999999999,6,1,"rgb(0,191,255)",0.343724023275146,2.5
96,5.2,29,"Curium","N1",3.25e-05,1998.32,1.68000000000006,2,2,"rgb(0,128,128)",3.09523809523798,0.5
96,5.11,30,"Curium","N1",3.25e-05,1998.32,1.68000000000006,2,1,"rgb(0,128,128)",1.52083333333328,0.5
96,4.88,31,"Curium","N2",7.42e-06,1998.5,1.5,2,2,"rgb(95,158,160)",3.25333333333333,1.5
96,4.791,32,"Curium","N2",7.42e-06,1998.5,1.5,2,1,"rgb(95,158,160)",1.597,1.5
96,4.317,33,"Curium","N3",9.84e-07,1998.79,1.21000000000004,4,4,"rgb(32,178,170)",3.56776859504122,1.5
96,4.239,34,"Curium","N3",9.84e-07,1998.79,1.21000000000004,4,3,"rgb(32,178,170)",2.6274793388429,1.5
96,4.156,35,"Curium","N3",9.84e-07,1998.79,1.21000000000004,4,2,"rgb(32,178,170)",1.71735537190077,1.5
96,4.078,36,"Curium","N3",9.84e-07,1998.79,1.21000000000004,4,1,"rgb(32,178,170)",0.842561983471049,1.5
96,3.758,37,"Curium","N4",8.33e-09,1999.07,0.930000000000064,4,4,"rgb(0,206,209)",4.04086021505349,2.5
96,3.679,38,"Curium","N4",8.33e-09,1999.07,0.930000000000064,4,3,"rgb(0,206,209)",2.96693548387076,2.5
96,3.593,39,"Curium","N4",8.33e-09,1999.07,0.930000000000064,4,2,"rgb(0,206,209)",1.93172043010739,2.5
96,3.515,40,"Curium","N4",8.33e-09,1999.07,0.930000000000064,4,1,"rgb(0,206,209)",0.944892473118215,2.5
96,3.36,41,"Curium","N5",9.14e-09,1999.13,0.869999999999891,6,6,"rgb(64,224,208)",3.86206896551773,2.5
96,3.284,42,"Curium","N5",9.14e-09,1999.13,0.869999999999891,6,5,"rgb(64,224,208)",3.1455938697322,2.5
96,3.207,43,"Curium","N5",9.14e-09,1999.13,0.869999999999891,6,4,"rgb(64,224,208)",2.45747126436812,2.5
96,3.125,44,"Curium","N5",9.14e-09,1999.13,0.869999999999891,6,3,"rgb(64,224,208)",1.79597701149448,2.5
96,3.05,45,"Curium","N5",9.14e-09,1999.13,0.869999999999891,6,2,"rgb(64,224,208)",1.16858237547907,2.5
96,2.976,46,"Curium","N5",9.14e-09,1999.13,0.869999999999891,6,1,"rgb(64,224,208)",0.570114942528807,2.5
96,2.58,47,"Curium","N6",4.99e-12,1999.5,0.5,6,6,"rgb(102,205,170)",5.16,3.5
96,2.49,48,"Curium","N6",4.99e-12,1999.5,0.5,6,5,"rgb(102,205,170)",4.15,3.5
96,2.41,49,"Curium","N6",4.99e-12,1999.5,0.5,6,4,"rgb(102,205,170)",3.21333333333333,3.5
96,2.32,50,"Curium","N6",4.99e-12,1999.5,0.5,6,3,"rgb(102,205,170)",2.32,3.5
96,2.24,51,"Curium","N6",4.99e-12,1999.5,0.5,6,2,"rgb(102,205,170)",1.49333333333333,3.5
96,2.16,52,"Curium","N6",4.99e-12,1999.5,0.5,6,1,"rgb(102,205,170)",0.72,3.5
96,2.06,53,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,8,"rgb(127,255,212)",4.20408163265298,3.5
96,1.98,54,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,7,"rgb(127,255,212)",3.53571428571422,3.5
96,1.89,55,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,6,"rgb(127,255,212)",2.89285714285709,3.5
96,1.81,56,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,5,"rgb(127,255,212)",2.30867346938771,3.5
96,1.73,57,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,4,"rgb(127,255,212)",1.76530612244895,3.5
96,1.65,58,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,3,"rgb(127,255,212)",1.26275510204079,3.5
96,1.56,59,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,2,"rgb(127,255,212)",0.795918367346924,3.5
96,1.48,60,"Curium","N7",1.88e-11,1999.51,0.490000000000009,8,1,"rgb(127,255,212)",0.377551020408156,3.5
96,1.34,61,"Curium","O1",8.33e-06,1999.6,0.400000000000091,2,2,"rgb(0,255,255)",3.34999999999924,0.5
96,1.3,62,"Curium","O1",8.33e-06,1999.6,0.400000000000091,2,1,"rgb(0,255,255)",1.62499999999963,3.5
96,1.18,63,"Curium","O2",1.8e-06,1999.77,0.230000000000018,2,2,"rgb(0,250,154)",5.13043478260829,1.5
96,1.14,64,"Curium","O2",1.8e-06,1999.77,0.230000000000018,2,1,"rgb(0,250,154)",2.47826086956502,1.5
96,1.03,65,"Curium","O3",2.36e-07,1999.86,0.1400000000001,4,4,"rgb(0,255,127)",7.3571428571376,1.5
96,0.99,66,"Curium","O3",2.36e-07,1999.86,0.1400000000001,4,3,"rgb(0,255,127)",5.30357142856764,1.5
96,0.95,67,"Curium","O3",2.36e-07,1999.86,0.1400000000001,4,2,"rgb(0,255,127)",3.39285714285472,1.5
96,0.91,68,"Curium","O3",2.36e-07,1999.86,0.1400000000001,4,1,"rgb(0,255,127)",1.62499999999884,3.5
96,0.755,69,"Curium","O4",1.729e-09,1999.88,0.119999999999891,4,4,"rgb(173,255,47)",6.29166666667239,2.5
96,0.723,70,"Curium","O4",1.729e-09,1999.88,0.119999999999891,4,3,"rgb(173,255,47)",4.51875000000411,2.5
96,0.689,71,"Curium","O4",1.729e-09,1999.88,0.119999999999891,4,2,"rgb(173,255,47)",2.87083333333594,2.5
96,0.657,72,"Curium","O4",1.729e-09,1999.88,0.119999999999891,4,1,"rgb(173,255,47)",1.36875000000124,2.5
96,0.611,73,"Curium","O5",1.89e-09,1999.99,0.009999999999991,6,6,"rgb(107,142,35)",61.1000000000556,2.5
96,0.58,74,"Curium","O5",1.89e-09,1999.99,0.009999999999991,6,5,"rgb(107,142,35)",48.3333333333773,2.5
96,0.55,75,"Curium","O5",1.89e-09,1999.99,0.009999999999991,6,4,"rgb(107,142,35)",36.6666666667,2.5
96,0.518,76,"Curium","O5",1.89e-09,1999.99,0.009999999999991,6,3,"rgb(107,142,35)",25.9000000000236,2.5
96,0.489,77,"Curium","O5",1.89e-09,1999.99,0.009999999999991,6,2,"rgb(107,142,35)",16.3000000000148,2.5
96,0.46,78,"Curium","O5",1.89e-09,1999.99,0.009999999999991,6,1,"rgb(107,142,35)",7.66666666667364,2.5
96,0.332,79,"Curium","O6",5.59e-13,1999.99,0.009999999999991,6,6,"rgb(154,205,50)",33.2000000000302,0.5
96,0.311,80,"Curium","O6",5.59e-13,1999.99,0.009999999999991,6,5,"rgb(154,205,50)",25.9166666666902,0.5
96,0.272,81,"Curium","O6",5.59e-13,1999.99,0.009999999999991,6,4,"rgb(154,205,50)",18.1333333333498,3.5
96,0.253,82,"Curium","O6",5.59e-13,1999.99,0.009999999999991,6,3,"rgb(154,205,50)",12.6500000000115,1.5
96,0.235,83,"Curium","O6",5.59e-13,1999.99,0.009999999999991,6,2,"rgb(154,205,50)",7.83333333334046,1.5
96,0.213,84,"Curium","O6",5.59e-13,1999.99,0.009999999999991,6,1,"rgb(154,205,50)",3.55000000000323,1.5
96,0.19,85,"Curium","O7",NA,1999.91,0.089999999999918,8,8,"rgb(107,142,35)",2.11111111111303,1.5
96,0.167,86,"Curium","O7",NA,1999.91,0.089999999999918,8,7,"rgb(107,142,35)",1.62361111111259,1.5
96,0.144,87,"Curium","O7",NA,1999.91,0.089999999999918,8,6,"rgb(107,142,35)",1.20000000000109,1.5
96,0.128,88,"Curium","O7",NA,1999.91,0.089999999999918,8,5,"rgb(107,142,35)",0.888888888889697,1.5
96,0.112,89,"Curium","O7",NA,1999.91,0.089999999999918,8,4,"rgb(107,142,35)",0.622222222222788,1.5
96,0.097,90,"Curium","O7",NA,1999.91,0.089999999999918,8,3,"rgb(107,142,35)",0.404166666667034,3.5
96,0.0691,91,"Curium","O7",NA,1999.91,0.089999999999918,8,2,"rgb(107,142,35)",0.191944444444619,3.5
96,0.051,92,"Curium","O7",NA,1999.91,0.089999999999918,8,1,"rgb(107,142,35)",0.070833333333398,3.5
96,0.0377,93,"Curium","P1",1.665e-06,1999.93,0.069999999999936,2,2,"rgb(189,183,107)",0.538571428571918,3.5
96,0.0201,94,"Curium","P1",1.665e-06,1999.93,0.069999999999936,2,1,"rgb(189,183,107)",0.143571428571559,3.5
96,0.0124,95,"Curium","P2",3.19e-07,1999.95,0.049999999999955,2,2,"rgb(255,255,0)",0.248000000000226,0.5
96,0.00599141,96,"Curium","P2",3.19e-07,1999.95,0.049999999999955,2,2,"rgb(255,255,0)",0.119828200000109,0.5
97,149.398,1,"Berkelium","K",0.00319,1868.4,131.6,2,2,"rgb(123,104,238)",1.13524316109423,0.5
97,146.9047,2,"Berkelium","K",0.00319,1868.4,131.6,2,1,"rgb(123,104,238)",0.558148556231003,0.5
97,37.4576,3,"Berkelium","L1",0.000533,1974.74,25.26,2,2,"rgb(25,25,112)",1.48288202692003,0.5
97,37,4,"Berkelium","L1",0.000533,1974.74,25.26,2,1,"rgb(25,25,112)",0.732383214568488,0.5
97,36.2,5,"Berkelium","L2",0.0001109,1975.62,24.3800000000001,2,2,"rgb(0,0,139)",1.48482362592288,1.5
97,35.5,6,"Berkelium","L2",0.0001109,1975.62,24.3800000000001,2,1,"rgb(0,0,139)",0.728055783429037,1.5
97,29.8,7,"Berkelium","L3",1.29e-05,1980.56,19.4400000000001,4,4,"rgb(0,0,205)",1.53292181069958,1.5
97,29.3,8,"Berkelium","L3",1.29e-05,1980.56,19.4400000000001,4,3,"rgb(0,0,205)",1.1304012345679,1.5
97,28.8,9,"Berkelium","L3",1.29e-05,1980.56,19.4400000000001,4,2,"rgb(0,0,205)",0.740740740740739,1.5
97,28.38,10,"Berkelium","L3",1.29e-05,1980.56,19.4400000000001,4,1,"rgb(0,0,205)",0.364969135802468,1.5
97,13.91,11,"Berkelium","M1",0.0001269,1993.45,6.54999999999995,2,2,"rgb(0,0,255)",2.12366412213742,0.5
97,13.72,12,"Berkelium","M1",0.0001269,1993.45,6.54999999999995,2,1,"rgb(0,0,255)",1.04732824427482,0.5
97,13.3,13,"Berkelium","M2",3.01e-05,1993.86,6.1400000000001,2,2,"rgb(65,105,225)",2.16612377850159,1.5
97,13.09,14,"Berkelium","M2",3.01e-05,1993.86,6.1400000000001,2,1,"rgb(65,105,225)",1.0659609120521,1.5
97,11.55,15,"Berkelium","M3",3.72e-06,1995.01,4.99000000000001,4,4,"rgb(70,130,180)",2.31462925851703,1.5
97,11.38,16,"Berkelium","M3",3.72e-06,1995.01,4.99000000000001,4,3,"rgb(70,130,180)",1.71042084168336,1.5
97,11.19,17,"Berkelium","M3",3.72e-06,1995.01,4.99000000000001,4,2,"rgb(70,130,180)",1.12124248496994,1.5
97,11.02,18,"Berkelium","M3",3.72e-06,1995.01,4.99000000000001,4,1,"rgb(70,130,180)",0.552104208416833,1.5
97,10.48,19,"Berkelium","M4",2.83e-08,1995.64,4.3599999999999,4,4,"rgb(100,149,237)",2.4036697247707,2.5
97,10.28,20,"Berkelium","M4",2.83e-08,1995.64,4.3599999999999,4,3,"rgb(100,149,237)",1.76834862385325,2.5
97,10.07,21,"Berkelium","M4",2.83e-08,1995.64,4.3599999999999,4,2,"rgb(100,149,237)",1.15481651376149,2.5
97,9.88,22,"Berkelium","M4",2.83e-08,1995.64,4.3599999999999,4,1,"rgb(100,149,237)",0.566513761467903,2.5
97,9.42,23,"Berkelium","M5",3.06e-08,1995.86,4.1400000000001,6,6,"rgb(0,191,255)",2.27536231884052,2.5
97,9.24,24,"Berkelium","M5",3.06e-08,1995.86,4.1400000000001,6,5,"rgb(0,191,255)",1.85990338164247,2.5
97,9.05,25,"Berkelium","M5",3.06e-08,1995.86,4.1400000000001,6,4,"rgb(0,191,255)",1.45732689210947,2.5
97,8.85,26,"Berkelium","M5",3.06e-08,1995.86,4.1400000000001,6,3,"rgb(0,191,255)",1.06884057971012,2.5
97,8.67,27,"Berkelium","M5",3.06e-08,1995.86,4.1400000000001,6,2,"rgb(0,191,255)",0.698067632850225,2.5
97,8.5,28,"Berkelium","M5",3.06e-08,1995.86,4.1400000000001,6,1,"rgb(0,191,255)",0.342190016103051,2.5
97,5.36,29,"Berkelium","N1",3.49e-05,1998.25,1.75,2,2,"rgb(0,128,128)",3.06285714285714,0.5
97,5.27,30,"Berkelium","N1",3.49e-05,1998.25,1.75,2,1,"rgb(0,128,128)",1.50571428571429,0.5
97,5.04,31,"Berkelium","N2",8.32e-06,1998.45,1.54999999999995,2,2,"rgb(95,158,160)",3.2516129032259,1.5
97,4.94,32,"Berkelium","N2",8.32e-06,1998.45,1.54999999999995,2,1,"rgb(95,158,160)",1.59354838709682,1.5
97,4.445,33,"Berkelium","N3",1.045e-06,1998.75,1.25,4,4,"rgb(32,178,170)",3.556,1.5
97,4.365,34,"Berkelium","N3",1.045e-06,1998.75,1.25,4,3,"rgb(32,178,170)",2.619,1.5
97,4.281,35,"Berkelium","N3",1.045e-06,1998.75,1.25,4,2,"rgb(32,178,170)",1.7124,1.5
97,4.202,36,"Berkelium","N3",1.045e-06,1998.75,1.25,4,1,"rgb(32,178,170)",0.8404,1.5
97,3.877,37,"Berkelium","N4",9.17e-09,1999.04,0.960000000000036,4,4,"rgb(0,206,209)",4.03854166666651,2.5
97,3.797,38,"Berkelium","N4",9.17e-09,1999.04,0.960000000000036,4,3,"rgb(0,206,209)",2.96640624999989,2.5
97,3.709,39,"Berkelium","N4",9.17e-09,1999.04,0.960000000000036,4,2,"rgb(0,206,209)",1.93177083333326,2.5
97,3.63,40,"Berkelium","N4",9.17e-09,1999.04,0.960000000000036,4,1,"rgb(0,206,209)",0.945312499999964,2.5
97,3.469,41,"Berkelium","N5",9.85e-09,1999.1,0.900000000000091,6,6,"rgb(64,224,208)",3.85444444444405,2.5
97,3.393,42,"Berkelium","N5",9.85e-09,1999.1,0.900000000000091,6,5,"rgb(64,224,208)",3.14166666666635,2.5
97,3.315,43,"Berkelium","N5",9.85e-09,1999.1,0.900000000000091,6,4,"rgb(64,224,208)",2.45555555555531,2.5
97,3.232,44,"Berkelium","N5",9.85e-09,1999.1,0.900000000000091,6,3,"rgb(64,224,208)",1.79555555555537,2.5
97,3.154,45,"Berkelium","N5",9.85e-09,1999.1,0.900000000000091,6,2,"rgb(64,224,208)",1.16814814814803,2.5
97,3.08,46,"Berkelium","N5",9.85e-09,1999.1,0.900000000000091,6,1,"rgb(64,224,208)",0.570370370370313,2.5
97,2.67,47,"Berkelium","N6",5.6e-12,1999.48,0.519999999999982,6,6,"rgb(102,205,170)",5.13461538461556,3.5
97,2.58,48,"Berkelium","N6",5.6e-12,1999.48,0.519999999999982,6,5,"rgb(102,205,170)",4.13461538461553,3.5
97,2.49,49,"Berkelium","N6",5.6e-12,1999.48,0.519999999999982,6,4,"rgb(102,205,170)",3.1923076923078,3.5
97,2.41,50,"Berkelium","N6",5.6e-12,1999.48,0.519999999999982,6,3,"rgb(102,205,170)",2.31730769230777,3.5
97,2.32,51,"Berkelium","N6",5.6e-12,1999.48,0.519999999999982,6,2,"rgb(102,205,170)",1.48717948717954,3.5
97,2.24,52,"Berkelium","N6",5.6e-12,1999.48,0.519999999999982,6,1,"rgb(102,205,170)",0.717948717948743,3.5
97,2.14,53,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,8,"rgb(127,255,212)",4.19607843137262,3.5
97,2.05,54,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,7,"rgb(127,255,212)",3.51715686274516,3.5
97,1.97,55,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,6,"rgb(127,255,212)",2.89705882352946,3.5
97,1.89,56,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,5,"rgb(127,255,212)",2.31617647058828,3.5
97,1.8,57,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,4,"rgb(127,255,212)",1.76470588235297,3.5
97,1.72,58,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,3,"rgb(127,255,212)",1.26470588235296,3.5
97,1.63,59,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,2,"rgb(127,255,212)",0.799019607843151,3.5
97,1.55,60,"Berkelium","N7",2.1e-11,1999.49,0.509999999999991,8,1,"rgb(127,255,212)",0.379901960784321,3.5
97,1.41,61,"Berkelium","O1",9.04e-06,1999.59,0.410000000000082,2,2,"rgb(0,255,255)",3.43902439024322,0.5
97,1.36,62,"Berkelium","O1",9.04e-06,1999.59,0.410000000000082,2,1,"rgb(0,255,255)",1.65853658536552,3.5
97,1.24,63,"Berkelium","O2",2.04e-06,1999.67,0.329999999999927,2,2,"rgb(0,250,154)",3.75757575757659,1.5
97,1.2,64,"Berkelium","O2",2.04e-06,1999.67,0.329999999999927,2,1,"rgb(0,250,154)",1.81818181818222,1.5
97,1.08,65,"Berkelium","O3",2.54e-07,1999.76,0.240000000000009,4,4,"rgb(0,255,127)",4.49999999999983,1.5
97,1.04,66,"Berkelium","O3",2.54e-07,1999.76,0.240000000000009,4,3,"rgb(0,255,127)",3.24999999999988,1.5
97,1,67,"Berkelium","O3",2.54e-07,1999.76,0.240000000000009,4,2,"rgb(0,255,127)",2.08333333333325,1.5
97,0.96,68,"Berkelium","O3",2.54e-07,1999.76,0.240000000000009,4,1,"rgb(0,255,127)",0.999999999999962,3.5
97,0.8,69,"Berkelium","O4",1.94e-09,1999.86,0.1400000000001,4,4,"rgb(173,255,47)",5.71428571428163,2.5
97,0.768,70,"Berkelium","O4",1.94e-09,1999.86,0.1400000000001,4,3,"rgb(173,255,47)",4.11428571428277,2.5
97,0.733,71,"Berkelium","O4",1.94e-09,1999.86,0.1400000000001,4,2,"rgb(173,255,47)",2.61785714285527,2.5
97,0.7,72,"Berkelium","O4",1.94e-09,1999.86,0.1400000000001,4,1,"rgb(173,255,47)",1.24999999999911,2.5
97,0.652,73,"Berkelium","O5",2.07e-09,1999.88,0.119999999999891,6,6,"rgb(107,142,35)",5.43333333333828,2.5
97,0.621,74,"Berkelium","O5",2.07e-09,1999.88,0.119999999999891,6,5,"rgb(107,142,35)",4.31250000000392,2.5
97,0.59,75,"Berkelium","O5",2.07e-09,1999.88,0.119999999999891,6,4,"rgb(107,142,35)",3.27777777778076,2.5
97,0.557,76,"Berkelium","O5",2.07e-09,1999.88,0.119999999999891,6,3,"rgb(107,142,35)",2.32083333333544,2.5
97,0.526,77,"Berkelium","O5",2.07e-09,1999.88,0.119999999999891,6,2,"rgb(107,142,35)",1.46111111111244,2.5
97,0.497,78,"Berkelium","O5",2.07e-09,1999.88,0.119999999999891,6,1,"rgb(107,142,35)",0.690277777778405,2.5
97,0.361,79,"Berkelium","O6",6.58e-13,1999.99,0.009999999999991,6,6,"rgb(154,205,50)",36.1000000000328,0.5
97,0.339,80,"Berkelium","O6",6.58e-13,1999.99,0.009999999999991,6,5,"rgb(154,205,50)",28.2500000000257,0.5
97,0.303,81,"Berkelium","O6",6.58e-13,1999.99,0.009999999999991,6,4,"rgb(154,205,50)",20.2000000000184,3.5
97,0.279,82,"Berkelium","O6",6.58e-13,1999.99,0.009999999999991,6,3,"rgb(154,205,50)",13.9500000000127,3.5
97,0.259,83,"Berkelium","O6",6.58e-13,1999.99,0.009999999999991,6,2,"rgb(154,205,50)",8.63333333334118,1.5
97,0.24,84,"Berkelium","O6",6.58e-13,1999.99,0.009999999999991,6,1,"rgb(154,205,50)",4.00000000000364,1.5
97,0.218,85,"Berkelium","O7",NA,1999.99,0.009999999999991,8,8,"rgb(107,142,35)",21.8000000000198,1.5
97,0.195,86,"Berkelium","O7",NA,1999.99,0.009999999999991,8,7,"rgb(107,142,35)",17.0625000000155,1.5
97,0.171,87,"Berkelium","O7",NA,1999.99,0.009999999999991,8,6,"rgb(107,142,35)",12.8250000000117,1.5
97,0.147,88,"Berkelium","O7",NA,1999.99,0.009999999999991,8,5,"rgb(107,142,35)",9.18750000000836,1.5
97,0.13,89,"Berkelium","O7",NA,1999.99,0.009999999999991,8,4,"rgb(107,142,35)",6.50000000000591,1.5
97,0.114,90,"Berkelium","O7",NA,1999.99,0.009999999999991,8,3,"rgb(107,142,35)",4.27500000000389,3.5
97,0.09,91,"Berkelium","O7",NA,1999.99,0.009999999999991,8,2,"rgb(107,142,35)",2.25000000000205,3.5
97,0.0701,92,"Berkelium","O7",NA,1999.99,0.009999999999991,8,1,"rgb(107,142,35)",0.876250000000797,3.5
97,0.056,93,"Berkelium","P1",1.81e-06,1999.9,0.099999999999909,2,2,"rgb(189,183,107)",0.560000000000509,3.5
97,0.036,94,"Berkelium","P1",1.81e-06,1999.9,0.099999999999909,2,1,"rgb(189,183,107)",0.180000000000164,3.5
97,0.0216,95,"Berkelium","P2",3.62e-07,1999.93,0.069999999999936,2,2,"rgb(255,255,0)",0.308571428571709,3.5
97,0.0119,96,"Berkelium","P2",3.62e-07,1999.93,0.069999999999936,2,1,"rgb(255,255,0)",0.085000000000077,0.5
97,0.00619785,97,"Berkelium","P3",3.76e-08,1999.95,0.049999999999955,4,2,"rgb(255,228,181)",0.061978500000056,0.5
98,153.124,1,"Californium","K",0.00336,1865,135,2,2,"rgb(123,104,238)",1.13425185185185,0.5
98,150.5793,2,"Californium","K",0.00336,1865,135,2,1,"rgb(123,104,238)",0.557701111111111,0.5
98,38.4435,3,"Californium","L1",0.000568,1973.99,26.01,2,2,"rgb(25,25,112)",1.4780276816609,0.5
98,37.9,4,"Californium","L1",0.000568,1973.99,26.01,2,1,"rgb(25,25,112)",0.728565936178393,0.5
98,37.1,5,"Californium","L2",0.0001233,1974.88,25.1199999999999,2,2,"rgb(0,0,139)",1.47691082802548,1.5
98,36.5,6,"Californium","L2",0.0001233,1974.88,25.1199999999999,2,1,"rgb(0,0,139)",0.726512738853506,1.5
98,30.5,7,"Californium","L3",1.354e-05,1980.09,19.9100000000001,4,4,"rgb(0,0,205)",1.53189352084379,1.5
98,30,8,"Californium","L3",1.354e-05,1980.09,19.9100000000001,4,3,"rgb(0,0,205)",1.13008538422903,1.5
98,29.5,9,"Californium","L3",1.354e-05,1980.09,19.9100000000001,4,2,"rgb(0,0,205)",0.740833751883473,1.5
98,29,10,"Californium","L3",1.354e-05,1980.09,19.9100000000001,4,1,"rgb(0,0,205)",0.364138623807131,1.5
98,14.28,11,"Californium","M1",0.0001357,1993.24,6.75999999999999,2,2,"rgb(0,0,255)",2.11242603550296,0.5
98,14.08,12,"Californium","M1",0.0001357,1993.24,6.75999999999999,2,1,"rgb(0,0,255)",1.0414201183432,0.5
98,13.66,13,"Californium","M2",3.36e-05,1993.65,6.34999999999991,2,2,"rgb(65,105,225)",2.15118110236224,1.5
98,13.45,14,"Californium","M2",3.36e-05,1993.65,6.34999999999991,2,1,"rgb(65,105,225)",1.05905511811025,1.5
98,11.82,15,"Californium","M3",3.92e-06,1994.86,5.1400000000001,4,4,"rgb(70,130,180)",2.29961089494159,1.5
98,11.65,16,"Californium","M3",3.92e-06,1994.86,5.1400000000001,4,3,"rgb(70,130,180)",1.69990272373538,1.5
98,11.47,17,"Californium","M3",3.92e-06,1994.86,5.1400000000001,4,2,"rgb(70,130,180)",1.11575875486379,1.5
98,11.3,18,"Californium","M3",3.92e-06,1994.86,5.1400000000001,4,1,"rgb(70,130,180)",0.549610894941624,1.5
98,10.74,19,"Californium","M4",3.08e-08,1995.51,4.49000000000001,4,4,"rgb(100,149,237)",2.39198218262806,2.5
98,10.55,20,"Californium","M4",3.08e-08,1995.51,4.49000000000001,4,3,"rgb(100,149,237)",1.76224944320712,2.5
98,10.33,21,"Californium","M4",3.08e-08,1995.51,4.49000000000001,4,2,"rgb(100,149,237)",1.15033407572383,2.5
98,10.14,22,"Californium","M4",3.08e-08,1995.51,4.49000000000001,4,1,"rgb(100,149,237)",0.564587973273941,2.5
98,9.66,23,"Californium","M5",3.27e-08,1995.74,4.25999999999999,6,6,"rgb(0,191,255)",2.26760563380282,2.5
98,9.48,24,"Californium","M5",3.27e-08,1995.74,4.25999999999999,6,5,"rgb(0,191,255)",1.85446009389672,2.5
98,9.29,25,"Californium","M5",3.27e-08,1995.74,4.25999999999999,6,4,"rgb(0,191,255)",1.45383411580595,2.5
98,9.09,26,"Californium","M5",3.27e-08,1995.74,4.25999999999999,6,3,"rgb(0,191,255)",1.06690140845071,2.5
98,8.9,27,"Californium","M5",3.27e-08,1995.74,4.25999999999999,6,2,"rgb(0,191,255)",0.696400625978092,2.5
98,8.73,28,"Californium","M5",3.27e-08,1995.74,4.25999999999999,6,1,"rgb(0,191,255)",0.341549295774649,2.5
98,5.52,29,"Californium","N1",3.75e-05,1998.19,1.80999999999995,2,2,"rgb(0,128,128)",3.04972375690617,0.5
98,5.43,30,"Californium","N1",3.75e-05,1998.19,1.80999999999995,2,1,"rgb(0,128,128)",1.50000000000005,0.5
98,5.19,31,"Californium","N2",9.31e-06,1998.38,1.61999999999989,2,2,"rgb(95,158,160)",3.20370370370392,1.5
98,5.1,32,"Californium","N2",9.31e-06,1998.38,1.61999999999989,2,1,"rgb(95,158,160)",1.57407407407418,1.5
98,4.57,33,"Californium","N3",1.108e-06,1998.72,1.27999999999997,4,4,"rgb(32,178,170)",3.57031250000008,1.5
98,4.494,34,"Californium","N3",1.108e-06,1998.72,1.27999999999997,4,3,"rgb(32,178,170)",2.63320312500006,1.5
98,4.407,35,"Californium","N3",1.108e-06,1998.72,1.27999999999997,4,2,"rgb(32,178,170)",1.72148437500004,1.5
98,4.329,36,"Californium","N3",1.108e-06,1998.72,1.27999999999997,4,1,"rgb(32,178,170)",0.845507812500018,1.5
98,3.998,37,"Californium","N4",1.008e-08,1999,1,4,4,"rgb(0,206,209)",3.998,2.5
98,3.915,38,"Californium","N4",1.008e-08,1999,1,4,3,"rgb(0,206,209)",2.93625,2.5
