"AX","Egam","DE","RI","DRI","TI","Mult","MR","DMR","CC","DCC","E_feed","Continuation","Delete","Braw","Btype","B","B2raw","B2type","B2","FLraw","FL","Mult_Clean","Mult_Cleaner","M"
"138CE",469.4,2,11.3,19,NA,"(E1)",NA,NA,0.00415,NA,5312.39,0,FALSE,"BE1W=1.5E-6","BE1W",1.5e-06,NA,NA,NA,NA,0,"E1","E1",138
"138ND",66.6,3,100,NA,NA,"E2",NA,NA,10,NA,3174.5,0,FALSE,"BE2W=2.3","BE2W",2.3,NA,NA,NA,NA,0,"E2","E2",138
"138SM",346.7,2,100,NA,NA,"E2",NA,NA,0.0362,NA,346.71,0,FALSE,"BE2W=64","BE2W",64,NA,NA,NA,NA,0,"E2","E2",138
"138SM",552.2,2,100,NA,NA,"E2",NA,NA,0.00989,NA,2904.7,0,FALSE,"BE2W=0.47","BE2W",0.47,NA,NA,NA,NA,0,"E2","E2",138
"138SM",356.4,2,100,NA,NA,"E2",NA,NA,0.0333,NA,3261.3,0,FALSE,"BE2W=86","BE2W",86,NA,NA,NA,NA,0,"E2","E2",138
"138GD",220.86,18,100,NA,NA,"E2",NA,NA,0.1599,NA,220.86,0,FALSE,"BE2W=102","BE2W",102,NA,NA,NA,NA,0,"E2","E2",138
"138GD",384.28,19,100,NA,NA,"E2",NA,NA,0.0288,NA,605.1,0,FALSE,"BE2W=168","BE2W",168,NA,NA,NA,NA,0,"E2","E2",138
"138GD",488.9,17,100,NA,NA,"E2",NA,NA,0.0148,NA,1094,0,FALSE,"BE2W=1.4E+2","BE2W",1.4,NA,NA,NA,NA,0,"E2","E2",138
"138GD",555.41,13,100,NA,NA,"E2",NA,NA,0.01063,NA,1649.4,0,FALSE,"BE2W=1.9E+2","BE2W",1.9,NA,NA,NA,NA,0,"E2","E2",138
"138GD",583.2,NA,100,NA,NA,"[E1]",NA,NA,0.00336,NA,2232.6,0,FALSE,"BE1W=2.05E-10","BE1W",2.05e-10,NA,NA,NA,NA,0,"E1","E1",138
"139CS",103.75,6,2.77,20,NA,"M1(+E2)",0.87,NA,1.02,1,393.59,0,FALSE,"BM1W=0.012","BM1W",0.012,"BE2W<2.0",NA,NA,NA,0,"M1+E2","M1+E2",139
"139BA",148.44,10,100,NA,NA,"(M1)",NA,NA,0.325,NA,1976.89,0,FALSE,"BM1W=0.013","BM1W",0.013,NA,NA,NA,NA,0,"M1","M1",139
"139LA",165.8575,11,100,NA,NA,"M1",NA,NA,0.2516,NA,165.8577,0,FALSE,"BM1W=0.00257","BM1W",0.00257,NA,NA,NA,NA,0,"M1","M1",139
"139LA",1053.162,32,12.8,18,NA,"E2",NA,NA,NA,NA,1219.047,0,FALSE,"BE2W=1.76","BE2W",1.76,NA,NA,NA,NA,0,"E2","E2",139
"139LA",1219.044,10,100,1,NA,"E2+M1",-4.9,4,NA,NA,1219.047,0,FALSE,"BE2W=7.4","BE2W",7.4,"BM1W=0.00076","BM1W=",0.00076,NA,0,"E2+M1","M1+E2",139
"139LA",1370.509,10,100,4,NA,"M1+E2",-0.81,25,NA,NA,1536.388,0,FALSE,"BE2W=13","BE2W",13,"BM1W=0.06","BM1W=",0.06,"FL=165.8577",165.8577,"M1+E2","M1+E2",139
"139LA",1536.391,10,100,10,NA,"M1+E2",-0.89,9,NA,NA,1536.388,0,FALSE,"BE2W=14.0","BE2W",14,"BM1W=0.070","BM1W=",0.07,NA,0,"M1+E2","M1+E2",139
"139LA",1683.133,10,100,9,NA,"M1+E2",NA,NA,NA,NA,1683.146,0,FALSE,"BE2W=11.9","BE2W",11.9,NA,NA,NA,NA,0,"M1+E2","M1+E2",139
"139LA",1716.11,10,100,NA,NA,"M1+E2",NA,NA,NA,NA,1716.12,0,FALSE,"BE2W=19.3","BE2W",19.3,NA,NA,NA,NA,0,"M1+E2","M1+E2",139
"139LA",1766.346,59,73,3,NA,"[E2]",NA,NA,NA,NA,1766.428,0,FALSE,"BE2W=22","BE2W",22,NA,NA,NA,NA,0,"E2","E2",139
"139LA",5852,4,21.5,NA,NA,"(E1(+M2))",-0.02,6,NA,NA,6015.9,0,FALSE,"BE1W=1.59E-5","BE1W",1.59e-05,NA,NA,NA,NA,0,"E1+M2","E1+M2",139
"139LA",6015.4,8,100,NA,NA,"(E1(+M2))",-0.01,3,NA,NA,6015.9,0,FALSE,"BE1W=6.8E-5","BE1W",6.8e-05,NA,NA,NA,NA,0,"E1+M2","E1+M2",139
"139LA",4882,4,6,1,NA,"(E1)",NA,NA,NA,NA,6417.4,0,FALSE,"BE1W=1.8E-5","BE1W",1.8e-05,NA,NA,NA,"FL=1420.3",1420.3,"E1","E1",139
"139LA",6418,4,100,1,NA,"(E1(+M2))",-0.001,4,NA,NA,6417.4,0,FALSE,"BE1W=0.000134","BE1W",0.000134,NA,NA,NA,NA,0,"E1+M2","E1+M2",139
"139LA",7636,5,100,6,NA,"E1",NA,NA,NA,NA,7636.2,0,FALSE,"BE1W=0.00018","BE1W",0.00018,NA,NA,NA,NA,0,"E1","E1",139
"139CE",255.11,2,100,NA,NA,"M1+E2",1.5,5,0.084,8,255.075,0,FALSE,"BM1W=0.0034","BM1W",0.0034,"BE2W=71","BE2W=",71,NA,0,"M1+E2","M1+E2",139
"139CE",754.24,8,100,NA,NA,"M4",NA,NA,0.08,NA,754.24,0,FALSE,"BM4W=2.231","BM4W",2.231,NA,NA,NA,NA,0,"M4","M4",139
"139CE",1563.38,2,100,6,NA,"E2",NA,NA,NA,NA,1818.434,0,FALSE,"BE2W=1.8","BE2W",1.8,NA,NA,NA,NA,0,"E2","E2",139
"139CE",956.8,NA,40,10,NA,"[E2]",NA,NA,NA,NA,2553.5,0,FALSE,"BE2W=7","BE2W",7,NA,NA,NA,NA,0,"E2","E2",139
"139CE",270.7,2,100,NA,NA,"E2",NA,NA,0.0688,NA,2631.9,0,FALSE,"BE2W=0.122","BE2W",0.122,NA,NA,NA,"FL=2361.23",2361.23,"E2","E2",139
"139PR",113.94,5,100,NA,NA,"M1+E2",0.16,10,0.904,1,113.92,0,FALSE,"BE2W=3.0","BE2W",3,"BM1W=0.00293","BM1W=",0.00293,NA,0,"M1+E2","M1+E2",139
"139PR",708.06,6,100,NA,NA,"M2+E3",0.07,4,0.0199,NA,821.98,0,FALSE,"BE3W=1.2","BE3W",1.2,"BM2W=0.137","BM2W=",0.137,NA,0,"M2+E3","M2+E3",139
"139PR",821.9,2,6.5,12,NA,"E3",NA,NA,NA,NA,821.98,0,FALSE,"BE3W=5.8","BE3W",5.8,NA,NA,NA,NA,0,"E3","E3",139
"139ND",231.15,5,100,NA,NA,"M4",NA,NA,14.51,NA,231.16,0,FALSE,"BM4W=2.7","BM4W",2.7,NA,NA,NA,NA,0,"M4","M4",139
"139PM",188.7,3,100,NA,NA,"E3",NA,NA,1.494,4,188.7,0,FALSE,"BE3W=0.27","BE3W",0.27,NA,NA,NA,NA,0,"E3","E3",139
"139SM",190.1,2,100,NA,NA,"E3",NA,NA,1.516,NA,457.38,0,FALSE,"BE3W=0.00411","BE3W",0.00411,NA,NA,NA,NA,0,"E3","E3",139
"139SM",265,NA,100,11,NA,"(M1)",NA,NA,0.1125,NA,3710.3,0,FALSE,"BM1W=1.5","BM1W",1.5,NA,NA,NA,NA,0,"M1","M1",139
"139SM",383.5,NA,4.4,17,NA,"[E2]",NA,NA,0.0269,NA,3710.3,0,FALSE,"BE2W=9.E+1","BE2W",9,NA,NA,NA,NA,0,"E2","E2",139
"139SM",337.3,NA,100,12,NA,"(M1)",NA,NA,0.0594,NA,4047.5,0,FALSE,"BM1W=0.72","BM1W",0.72,NA,NA,NA,NA,0,"M1","M1",139
"139SM",601.9,NA,29,5,NA,"E2",NA,NA,NA,NA,4047.5,0,FALSE,"BE2W=61","BE2W",61,NA,NA,NA,NA,0,"E2","E2",139
"139SM",409.4,NA,100,14,NA,"(M1)",NA,NA,0.0359,NA,4457,0,FALSE,"BM1W=0.43","BM1W",0.43,NA,NA,NA,NA,0,"M1","M1",139
"139SM",746.6,NA,36,8,NA,"E2",NA,NA,NA,NA,4457,0,FALSE,"BE2W=27","BE2W",27,NA,NA,NA,NA,0,"E2","E2",139
"139SM",472.6,NA,100,19,NA,"(M1)",NA,NA,0.0248,NA,4929.7,0,FALSE,"BM1W=0.35","BM1W",0.35,NA,NA,NA,NA,0,"M1","M1",139
"139SM",882.3,NA,71,14,NA,"E2",NA,NA,NA,NA,4929.7,0,FALSE,"BE2W=30","BE2W",30,NA,NA,NA,NA,0,"E2","E2",139
"139SM",513.5,NA,100,21,NA,"(M1)",NA,NA,0.0201,NA,5443.2,0,FALSE,"BM1W=0.15","BM1W",0.15,NA,NA,NA,NA,0,"M1","M1",139
"139SM",986.2,NA,68,17,NA,"[E2]",NA,NA,NA,NA,5443.2,0,FALSE,"BE2W=9","BE2W",9,NA,NA,NA,NA,0,"E2","E2",139
"139EU",322.85,8,100,NA,NA,"(E2)",NA,NA,0.0465,NA,322.85,0,FALSE,"BE2W=100","BE2W",100,NA,NA,NA,NA,0,"E2","E2",139
"139EU",554.1,1,100,NA,NA,"(E2)",NA,NA,0.01022,NA,876.93,0,FALSE,"BE2W=91","BE2W",91,NA,NA,NA,NA,0,"E2","E2",139
"139EU",712.44,22,100,NA,NA,"(E2)",NA,NA,NA,NA,1589.37,0,FALSE,"BE2W=47","BE2W",47,NA,NA,NA,NA,0,"E2","E2",139
"139EU",26.4,2,34,6,NA,"(E1)",NA,NA,1.91,NA,148.2,0,FALSE,"BE1W=4.1E-6","BE1W",4.1e-06,NA,NA,NA,NA,0,"E1","E1",139
"140XE",376.657,15,100,NA,NA,"E2",NA,NA,0.0205,NA,376.658,0,FALSE,"BE2W=24.0","BE2W",24,NA,NA,NA,NA,0,"E2","E2",140
"140XE",457.63,19,100,NA,NA,"E2",NA,NA,0.01154,NA,834.295,0,FALSE,"BE2W=45","BE2W",45,NA,NA,NA,NA,0,"E2","E2",140
"140XE",258.5,2,7.1,10,NA,"E2",NA,NA,0.0679,NA,1771.33,0,FALSE,"BE2W=64","BE2W",64,NA,NA,NA,NA,0,"E2","E2",140
"140XE",355,NA,6.9,5,NA,"E1",NA,NA,0.00676,NA,1771.33,0,FALSE,"BE1W=3.1E-5","BE1W",3.1e-05,NA,NA,NA,NA,0,"E1","E1",140
"140XE",937.03,5,100,2,NA,"E1",NA,NA,0.000775,NA,1771.33,0,FALSE,"BE1W=2.4E-5","BE1W",2.4e-05,NA,NA,NA,NA,0,"E1","E1",140
"140CS",13.93,5,100,NA,NA,"M1",NA,NA,42.6,NA,13.931,0,FALSE,"BM1W=0.00040","BM1W",4e-04,NA,NA,NA,"FL=0.0",0,"M1","M1",140
"140CS",50.82,3,100,NA,NA,"M1",NA,NA,6.36,NA,64.756,0,FALSE,"BM1W=0.0062","BM1W",0.0062,NA,NA,NA,NA,0,"M1","M1",140
"140BA",602.25,5,100,NA,NA,"E2",NA,NA,0.006,NA,602.37,0,FALSE,"BE2W=22.8","BE2W",22.8,NA,NA,NA,NA,0,"E2","E2",140
"140LA",29.9641,6,100,NA,NA,"M1(+E2)",0.009,NA,5.37,NA,29.9641,0,FALSE,"BM1W=0.51","BM1W",0.51,"BE2W",NA,NA,NA,0,"M1+E2","M1+E2",140
"140LA",13.89,4,100,14,NA,"M1+E2",0.01,55,53.9,8,43.844,0,FALSE,"BE2W=4.6","BE2W",4.6,"BE2W=9E+1","BE2W=",9,NA,0,"M1+E2","M1+E2",140
"140CE",1596.21,35,100,NA,NA,"E2",NA,NA,0.000898,NA,1596.233,0,FALSE,"BE2W=13.9","BE2W",13.9,NA,NA,NA,NA,0,"E2","E2",140
"140CE",306.9,2,100,NA,NA,"E2",NA,NA,0.0454,NA,1903.31,0,FALSE,"BE2W=7.4","BE2W",7.4,NA,NA,NA,NA,0,"E2","E2",140
"140CE",487.021,12,100,13,NA,"E2",NA,NA,0.01159,NA,2083.259,0,FALSE,"BE2W=0.1370","BE2W",0.137,NA,NA,NA,NA,0,"E2","E2",140
"140CE",2083.2,5,0.03,2,NA,"E4",NA,NA,0.00136,NA,2083.259,0,FALSE,"BE4W=14","BE4W",14,NA,NA,NA,NA,0,"E4","E4",140
"140CE",24.595,4,100,NA,NA,"E2",NA,NA,697,NA,2107.854,0,FALSE,"BE2W=0.29","BE2W",0.29,NA,NA,NA,NA,0,"E2","E2",140
"140CE",64.135,10,0.06,1,NA,"M1",NA,NA,4.26,NA,2412.013,0,FALSE,"BM1W=0.020","BM1W",0.02,NA,NA,NA,NA,0,"M1","M1",140
"140CE",328.762,8,87.3,17,NA,"M1+E2",-0.049,6,0.0453,NA,2412.013,0,FALSE,"BM1W=0.22","BM1W",0.22,"BE2W=2.9","BE2W=",2.9,NA,0,"M1+E2","M1+E2",140
"140CE",815.772,19,100,9,NA,"M1(+E2)",-0.03,1,0.0047,NA,2412.013,0,FALSE,"BM1W=0.016","BM1W",0.016,"BE2W=0.013","BE2W=",0.013,NA,0,"M1+E2","M1+E2",140
"140CE",867.846,20,100,1,NA,"E1",NA,NA,0.00111,NA,2464.08,0,FALSE,"BE1W=0.0026","BE1W",0.0026,NA,NA,NA,NA,0,"E1","E1",140
"140CE",2464.1,5,0.21,3,NA,"[E3]",NA,NA,0.000928,NA,2464.08,0,FALSE,"BE3W=26","BE3W",26,NA,NA,NA,NA,0,"E3","E3",140
"140CE",68.916,6,16.1,5,NA,"M1",NA,NA,3.46,NA,2480.925,0,FALSE,"BM1W=0.20","BM1W",0.2,NA,NA,NA,NA,0,"M1","M1",140
"140CE",131.117,8,100,2,NA,"M1+E2",-0.13,NA,0.553,NA,2480.925,0,FALSE,"BM1W=0.18","BM1W",0.18,"BE2W=1.1E+2","BE2W=",1.1,NA,0,"M1+E2","M1+E2",140
"140CE",397.52,5,15.7,10,NA,"(E2)",NA,NA,0.0206,NA,2480.925,0,FALSE,"BE2W=3.9","BE2W",3.9,NA,NA,NA,NA,0,"E2","E2",140
"140CE",950.987,26,100,1,NA,"M1(+E2)",0.01,7,0.00327,NA,2547.23,0,FALSE,"BM1W=0.112","BM1W",0.112,NA,NA,NA,NA,0,"M1+E2","M1+E2",140
"140CE",2547.34,11,19.5,6,NA,"M1",NA,NA,0.000962,NA,2547.23,0,FALSE,"BM1W=0.00114","BM1W",0.00114,NA,NA,NA,NA,0,"M1","M1",140
"140CE",1303.38,5,53,3,NA,"M1+E2",-1.5,NA,0.00132,1,2899.59,0,FALSE,"BM1W=0.021","BM1W",0.021,"BE2W=17","BE2W=",17,NA,0,"M1+E2","M1+E2",140
"140CE",2899.55,4,100,5,NA,"E2",NA,NA,0.000979,NA,2899.59,0,FALSE,"BE2W=0.83","BE2W",0.83,NA,NA,NA,NA,0,"E2","E2",140
"140CE",1405.2,17,100,12,NA,"(M1+E2)",0.7,3,0.00127,NA,3001.12,0,FALSE,"BM1W=0.024","BM1W",0.024,"BE2W=3.5","BE2W=",3.5,NA,0,"M1+E2","M1+E2",140
"140CE",3118.51,16,100,NA,NA,"(E2)",NA,NA,0.00104,NA,3118.55,0,FALSE,"BE2W=1.6","BE2W",1.6,NA,NA,NA,NA,0,"E2","E2",140
"140CE",3319.61,6,100,6,NA,"E2",NA,NA,0.0011,NA,3319.65,0,FALSE,"BE2W=0.29","BE2W",0.29,NA,NA,NA,NA,0,"E2","E2",140
"140CE",3471.15,11,100,6,NA,"(E2)",NA,NA,0.00115,NA,3471.21,0,FALSE,"BE2W=0.23","BE2W",0.23,NA,NA,NA,NA,0,"E2","E2",140
"140CE",3642.7,3,100,7,NA,"E1",NA,NA,0.00161,NA,3642.8,0,FALSE,"BE1W=0.0030","BE1W",0.003,NA,NA,NA,NA,0,"E1","E1",140
"140CE",202,3,54,12,NA,"E2",NA,NA,0.178,NA,3714.3,0,FALSE,"BE2W=0.55","BE2W",0.55,NA,NA,NA,NA,0,"E2","E2",140
"140CE",222,3,100,15,NA,"E1",NA,NA,0.0274,NA,3714.3,0,FALSE,"BE1W=6.0E-7","BE1W",6e-07,NA,NA,NA,NA,0,"E1","E1",140
"140CE",4173.5,8,100,NA,NA,"[E1]",NA,NA,0.0018,NA,4173.6,0,FALSE,"BE1W=9.6E-4","BE1W",0.00096,NA,NA,NA,NA,0,"E1","E1",140
"140CE",4514.8,9,100,NA,NA,"[E1]",NA,NA,0.00192,NA,4514.9,0,FALSE,"BE1W=0.00101","BE1W",0.00101,NA,NA,NA,NA,0,"E1","E1",140
"140CE",4787.7,9,100,NA,NA,"[E1]",NA,NA,0.00201,NA,4787.8,0,FALSE,"BE1W=9.9E-4","BE1W",0.00099,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5157.2,12,100,NA,NA,"[E1]",NA,NA,0.00211,NA,5157.3,0,FALSE,"BE1W=7.0E-4","BE1W",7e-04,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5190.1,10,100,NA,NA,"[E1]",NA,NA,0.00212,NA,5190.2,0,FALSE,"BE1W=8.5E-4","BE1W",0.00085,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5211.5,14,100,NA,NA,"[E1]",NA,NA,0.00213,NA,5211.6,0,FALSE,"BE1W=4.9E-4","BE1W",0.00049,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5337.2,9,100,NA,NA,"[E1]",NA,NA,0.00217,NA,5337.3,0,FALSE,"BE1W=9.1E-4","BE1W",0.00091,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5548.3,7,100,NA,NA,"[E1]",NA,NA,0.00223,NA,5548.4,0,FALSE,"BE1W=0.00151","BE1W",0.00151,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5573.7,14,100,NA,NA,"[E1]",NA,NA,0.00223,NA,5573.8,0,FALSE,"BE1W=8.5E-4","BE1W",0.00085,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5659.8,6,100,NA,93,"E1",NA,NA,0.00226,NA,5659.9,0,FALSE,"BE1W=3.7E-5","BE1W",3.7e-05,NA,NA,NA,NA,0,"E1","E1",140
"140CE",5928.5,10,100,NA,NA,"[E1]",NA,NA,0.00233,NA,5928.6,0,FALSE,"BE1W=0.00104","BE1W",0.00104,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6119,15,100,NA,NA,"E1",NA,NA,NA,NA,6119.1,0,FALSE,"BE1W=0.00159","BE1W",0.00159,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6161.6,14,100,NA,NA,"[E1]",NA,NA,NA,NA,6161.7,0,FALSE,"BE1W=9.9E-4","BE1W",0.00099,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6295.1,8,100,NA,NA,"E1",NA,NA,NA,NA,6295.3,0,FALSE,"BE1W=0.00219","BE1W",0.00219,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6397,8,100,NA,NA,"E1",NA,NA,NA,NA,6397.2,0,FALSE,"BE1W=0.0034","BE1W",0.0034,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6439.7,14,100,NA,NA,"(E1)",NA,NA,NA,NA,6439.9,0,FALSE,"BE1W=0.00177","BE1W",0.00177,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6449.7,15,100,NA,NA,"(E1)",NA,NA,NA,NA,6449.9,0,FALSE,"BE1W=0.00104","BE1W",0.00104,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6458.3,15,100,NA,NA,"(E1)",NA,NA,NA,NA,6458.5,0,FALSE,"BE1W=9.3E-4","BE1W",0.00093,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6496.8,7,100,NA,NA,"E1",NA,NA,NA,NA,6497,0,FALSE,"BE1W=0.0028","BE1W",0.0028,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6535.6,6,100,NA,NA,"E1",NA,NA,NA,NA,6535.8,0,FALSE,"BE1W=0.0041","BE1W",0.0041,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6605.3,10,100,NA,NA,"(E1)",NA,NA,NA,NA,6605.5,0,FALSE,"BE1W=0.00126","BE1W",0.00126,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6616,10,100,NA,NA,"(E1)",NA,NA,NA,NA,6616.2,0,FALSE,"BE1W=0.00117","BE1W",0.00117,NA,NA,NA,NA,0,"E1","E1",140
"140CE",6862.2,7,100,NA,NA,"E1",NA,NA,NA,NA,6862.4,0,FALSE,"BE1W=0.0032","BE1W",0.0032,NA,NA,NA,NA,0,"E1","E1",140
"140PR",98.5,3,100,NA,NA,"E2",NA,NA,2.24,NA,127.8,0,FALSE,"BE2W=1.25","BE2W",1.25,NA,NA,NA,NA,0,"E2","E2",140
"140ND",773.74,6,100,NA,NA,"E2",NA,NA,0.00396,NA,773.65,0,FALSE,"BE2W=33.6","BE2W",33.6,NA,NA,NA,NA,0,"E2","E2",140
"140ND",1366.2,1,100,10,NA,"M1(+E2)",-0.08,8,0.00168,NA,2139.84,0,FALSE,"BM1W=0.045","BM1W",0.045,NA,NA,NA,NA,0,"M1+E2","M1+E2",140
"140ND",419.81,1,100,NA,NA,"E3",NA,NA,0.0598,NA,2221.65,0,FALSE,"BE3W=0.71","BE3W",0.71,NA,NA,NA,NA,0,"E3","E3",140
"140ND",166.57,4,100,NA,NA,"E1",NA,NA,0.0643,NA,3621.52,0,FALSE,"BE1W=1.89E-6","BE1W",1.89e-06,NA,NA,NA,NA,0,"E1","E1",140
"140ND",190.9,2,100,3,NA,"M1+E2",NA,NA,0.23,NA,4514.31,0,FALSE,"BM1W=0.0046","BM1W",0.0046,"BE2W=7E+1","BE2W=",7,NA,0,"M1+E2","M1+E2",140
"140ND",483.3,2,15.7,11,NA,"E2",NA,NA,0.01291,NA,4514.31,0,FALSE,"BE2W=0.225","BE2W",0.225,NA,NA,NA,"FL=4031.15",4031.15,"E2","E2",140
"140ND",227.5,2,77,NA,NA,"[M2]",NA,NA,0.735,NA,7435.1,0,FALSE,"BM2W=0.50","BM2W",0.5,NA,NA,NA,NA,0,"M2","M2",140
"140ND",1028,5,100,NA,NA,"[E3]",NA,NA,0.00446,NA,7435.1,0,FALSE,"BE3W=0.299","BE3W",0.299,NA,NA,NA,NA,0,"E3","E3",140
"140PM",386.2,1,100,NA,NA,"E1",NA,NA,0.00755,NA,NA,0,FALSE,"BE1W=4.3E-6","BE1W",4.3e-06,NA,NA,NA,NA,0,"E1","E1",140
"140SM",530.7,1,100,NA,NA,"E2",NA,NA,0.01096,NA,530.68,0,FALSE,"BE2W=50.5","BE2W",50.5,NA,NA,NA,NA,0,"E2","E2",140
"140SM",715,1,100,NA,NA,"E2",NA,NA,0.00524,NA,1245.83,0,FALSE,"BE2W=69.8","BE2W",69.8,NA,NA,NA,NA,0,"E2","E2",140
"140SM",202.6,2,100,NA,NA,"E2",NA,NA,0.2,NA,3172.1,0,FALSE,"BE2W=1.36","BE2W",1.36,NA,NA,NA,NA,0,"E2","E2",140
"140SM",441.9,1,100,NA,NA,"E2",NA,NA,0.018,NA,3652.8,0,FALSE,"BE2W=0.050","BE2W",0.05,NA,NA,NA,NA,0,"E2","E2",140
"140SM",618.7,1,NA,NA,NA,"E2",NA,NA,0.00742,NA,3790.8,0,FALSE,"BE2W=0.019","BE2W",0.019,NA,NA,NA,NA,0,"E2","E2",140
"140SM",751.3,2,100,NA,NA,"E2",NA,NA,0.00467,NA,4404.1,0,FALSE,"BE2W=45","BE2W",45,NA,NA,NA,NA,0,"E2","E2",140
"140SM",530.7,1,14350,17,NA,"E2",NA,NA,0.01096,NA,530.7,0,FALSE,"BE2W=51","BE2W",51,"BE2W=51","BE2W=",51,NA,0,"E2","E2",140
"140SM",459.9,1,NA,NA,NA,"E2(+M1)",8,NA,0.0162,NA,990.4,0,FALSE,"BE2W=78","BE2W",78,"BE2W=78","BE2W=",78,NA,0,"E2+M1","M1+E2",140
"140SM",715,1,286,31,NA,"E2",NA,NA,0.00524,NA,1245.8,0,FALSE,"BE2W=67","BE2W",67,"BE2W=67","BE2W=",67,NA,0,"E2","E2",140
"140EU",37.1,3,100,9,NA,"E1",NA,NA,0.737,0,NA,0,FALSE,"BE1W=7.9E-6","BE1W",7.9e-06,NA,NA,NA,NA,0,"E1","E1",140
"140EU",98.1,3,26,3,NA,"E1",NA,NA,0.299,NA,NA,0,FALSE,"BE1W=1.11E-7","BE1W",1.11e-07,NA,NA,NA,NA,0,"E1","E1",140
"140GD",71.3,2,96,15,NA,"E1",NA,NA,0.721,2,2211,0,FALSE,"BE1W=0.00017","BE1W",0.00017,NA,NA,NA,NA,0,"E1","E1",140
"140GD",747.1,3,100,23,NA,"(M2)",NA,NA,0.0253,NA,2211,0,FALSE,"BM2W=1.2","BM2W",1.2,NA,NA,NA,NA,0,"M2","M2",140
"140DY",476.1,2,100,NA,NA,"(E2)",NA,NA,0.01723,NA,1042.3,0,FALSE,"BE1W=1.89E-10","BE1W",1.89e-10,NA,NA,NA,NA,0,"E2","E2",140
"141CS",69.05,3,100,NA,NA,"(E2)",NA,NA,7.07,NA,69.05,0,FALSE,"BE2W=44.0","BE2W",44,NA,NA,NA,NA,0,"E2","E2",141
"141BA",48.53,2,100,NA,NA,"M1+E2",0.36,11,10.2,4,48.53,0,FALSE,"BM1W=0.0066","BM1W",0.0066,"BE2W=2.1E+2","BE2W=",2.1,NA,0,"M1+E2","M1+E2",141
"141BA",6.469,50,100,9,NA,"M1",NA,NA,482,NA,55,0,FALSE,"BM1W=0.031","BM1W",0.031,NA,NA,NA,NA,0,"M1","M1",141
"141BA",54.997,23,91,7,NA,"[E2]",NA,NA,17.13,NA,55,0,FALSE,"BE2W=9.0","BE2W",9,NA,NA,NA,NA,0,"E2","E2",141
"141LA",190.328,5,100,NA,NA,"M1",NA,NA,0.179,NA,190.328,0,FALSE,"BM1W=0.00213","BM1W",0.00213,NA,NA,NA,NA,0,"M1","M1",141
"141CE",1368.7,2,100,NA,NA,"[E3]",NA,NA,NA,NA,1368.71,0,FALSE,"BE3W=21.6","BE3W",21.6,NA,NA,NA,NA,0,"E3","E3",141
"141PR",145.4433,14,100,NA,NA,"M1+E2",0.069,7,0.449,NA,145.4434,0,FALSE,"BM1W=0.00266","BM1W",0.00266,"BE2W=0.35","BE2W=",0.35,NA,0,"M1+E2","M1+E2",141
"141PR",972.14,10,100,3,NA,"M2(+E3)",0.17,NA,NA,NA,1117.66,0,FALSE,"BM2W=0.242","BM2W",0.242,NA,NA,NA,NA,0,"M2+E3","M2+E3",141
"141PR",1117.6,11,11.4,3,NA,"E3",NA,NA,NA,NA,1117.66,0,FALSE,"BM2W=0.240","BM2W",0.24,"BE3W=7","BE3W=",7,NA,0,"E3","E3",141
"141PR",1147.3,2,66.7,8,NA,"E2",NA,NA,NA,NA,1292.79,0,FALSE,"BE2W=7.9","BE2W",7.9,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1298.44,22,100,NA,NA,"E2",NA,NA,NA,NA,1298.73,0,FALSE,"BE2W=10","BE2W",10,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1290.67,24,100,15,NA,"(E2)",NA,NA,NA,NA,1436.18,0,FALSE,"BE2W=8.2","BE2W",8.2,NA,NA,NA,NA,0,"E2","E2",141
"141PR",339.15,24,1.23,14,NA,"(E1)",NA,NA,NA,NA,1457.43,0,FALSE,"BE1W=0.00022","BE1W",0.00022,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1457.42,23,35,6,NA,"(E2)",NA,NA,NA,NA,1457.43,0,FALSE,"BE2W=2.0","BE2W",2,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1348.7,2,100,NA,NA,"E2",NA,NA,NA,NA,1494.09,0,FALSE,"BE2W=6","BE2W",6,NA,NA,NA,NA,0,"E2","E2",141
