"AX","Egam","DE","RI","DRI","TI","Mult","MR","DMR","CC","DCC","E_feed","Continuation","Delete","Braw","Btype","B","B2raw","B2type","B2","FLraw","FL","Mult_Clean","Mult_Cleaner","M"
"141PR",402.87,23,2.05,11,NA,"(E1)",NA,NA,NA,NA,1520.91,0,FALSE,"BE1W=0.00046","BE1W",0.00046,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1520.98,22,100,3,NA,"E2",NA,NA,NA,NA,1520.91,0,FALSE,"BE2W=9.3","BE2W",9.3,NA,NA,NA,NA,0,"E2","E2",141
"141PR",287.06,22,3.06,14,NA,"(E1)",NA,NA,0.01455,NA,1580.09,0,FALSE,"BE1W=0.00106","BE1W",0.00106,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1434.54,25,100,7,NA,"E1",NA,NA,NA,NA,1580.09,0,FALSE,"BE1W=0.00028","BE1W",0.00028,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1580.06,25,35.8,7,NA,"(E1)",NA,NA,NA,NA,1580.09,0,FALSE,"BE1W=7.4E-5","BE1W",7.4e-05,NA,NA,NA,NA,0,"E1","E1",141
"141PR",532.6,2,12,NA,NA,"[E1]",NA,NA,NA,NA,1650.86,0,FALSE,"BE1W=0.00125","BE1W",0.00125,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1651.39,23,100,22,NA,"(E2)",NA,NA,NA,NA,1650.86,0,FALSE,"BE2W=6.6","BE2W",6.6,NA,NA,NA,NA,0,"E2","E2",141
"141PR",28.9,2,57,2,NA,"(M1)",NA,NA,7.3,9,1796.47,0,FALSE,"BM1W=0.090","BM1W",0.09,NA,NA,NA,NA,0,"M1","M1",141
"141PR",302.6,4,100,3,NA,"E2",NA,NA,0.0492,NA,1796.47,0,FALSE,"BE2W=0.89","BE2W",0.89,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1812.7,3,52.8,12,NA,"(E2)",NA,NA,NA,NA,1812.39,0,FALSE,"BE2W=0.26","BE2W",0.26,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1708.7,3,100,4,NA,"(E2)",NA,NA,NA,NA,1853.77,0,FALSE,"BE2W=0.8","BE2W",0.8,NA,NA,NA,NA,0,"E2","E2",141
"141PR",394.52,25,3.7,12,NA,"(E1)",NA,NA,NA,NA,1975.32,0,FALSE,"BE1W=0.00016","BE1W",0.00016,NA,NA,NA,NA,0,"E1","E1",141
"141PR",523,3,17,1,NA,"(E2)",NA,NA,NA,NA,1975.32,0,FALSE,"BE2W=59","BE2W",59,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1830,6,57.6,15,NA,"(E2)",NA,NA,NA,NA,1975.32,0,FALSE,"BE2W=0.38","BE2W",0.38,NA,NA,NA,NA,0,"E2","E2",141
"141PR",349.58,25,3.1,3,NA,"(E1)",NA,NA,NA,NA,2000.49,0,FALSE,"BE1W=0.00062","BE1W",0.00062,NA,NA,NA,NA,0,"E1","E1",141
"141PR",542.8,3,4.5,3,NA,"(E1)",NA,NA,NA,NA,2000.49,0,FALSE,"BE1W=0.00024","BE1W",0.00024,NA,NA,NA,NA,0,"E1","E1",141
"141PR",548.1,3,25.7,21,NA,"(E1)",NA,NA,NA,NA,2000.49,0,FALSE,"BE1W=0.0013","BE1W",0.0013,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1855.2,6,100,3,NA,"(E1)",NA,NA,NA,NA,2000.49,0,FALSE,"BE1W=0.00013","BE1W",0.00013,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1858.2,7,100,3,NA,"(E2)",NA,NA,NA,NA,2004.17,0,FALSE,"BE2W=0.8","BE2W",0.8,NA,NA,NA,NA,0,"E2","E2",141
"141PR",438.27,25,8.7,7,NA,"E1",NA,NA,NA,NA,2018.16,0,FALSE,"BE1W=0.00036","BE1W",0.00036,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1872.1,4,51.5,15,NA,"(E2)",NA,NA,NA,NA,2018.16,0,FALSE,"BE2W=0.40","BE2W",0.4,NA,NA,NA,NA,0,"E2","E2",141
"141PR",425.19,22,7.1,10,NA,"(E2)",NA,NA,0.0177,NA,2075.54,0,FALSE,"BE2W=120","BE2W",120,NA,NA,NA,NA,0,"E2","E2",141
"141PR",495.27,22,11.8,10,NA,"(E1)",NA,NA,NA,NA,2075.54,0,FALSE,"BE1W=0.00042","BE1W",0.00042,NA,NA,NA,NA,0,"E1","E1",141
"141PR",652.7,3,24.9,10,NA,"(E1)",NA,NA,NA,NA,2105.04,0,FALSE,"BE1W=0.00128","BE1W",0.00128,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1959.4,4,100,18,NA,"(E1)",NA,NA,NA,NA,2105.04,0,FALSE,"BE1W=0.00019","BE1W",0.00019,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2104.9,5,67.5,18,NA,"(E1)",NA,NA,NA,NA,2105.04,0,FALSE,"BE1W=0.000104","BE1W",0.000104,NA,NA,NA,NA,0,"E1","E1",141
"141PR",987.8,3,100,NA,NA,"(E2)",NA,NA,NA,NA,2105.5,0,FALSE,"BE2W=90","BE2W",90,NA,NA,NA,NA,0,"E2","E2",141
"141PR",678.3,3,27.2,10,NA,"(E1)",NA,NA,NA,NA,2135.55,0,FALSE,"BE1W=0.00048","BE1W",0.00048,NA,NA,NA,NA,0,"E1","E1",141
"141PR",682.9,4,5,10,NA,"(E1)",NA,NA,NA,NA,2135.55,0,FALSE,"BE1W=9.E-5","BE1W",9e-05,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1990,5,35.6,13,NA,"(E1)",NA,NA,NA,NA,2135.55,0,FALSE,"BE1W=2.5E-5","BE1W",2.5e-05,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2135.5,5,100,17,NA,"(E1)",NA,NA,NA,NA,2135.55,0,FALSE,"BE1W=5.7E-5","BE1W",5.7e-05,NA,NA,NA,NA,0,"E1","E1",141
"141PR",520.9,3,8.7,7,NA,"(E1)",NA,NA,NA,NA,2171.87,0,FALSE,"BE1W=0.00140","BE1W",0.0014,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2026.6,4,100,7,NA,"(E1)",NA,NA,NA,NA,2171.87,0,FALSE,"BE1W=0.00027","BE1W",0.00027,NA,NA,NA,NA,0,"E1","E1",141
"141PR",736,3,61,3,NA,"(E2)",NA,NA,NA,NA,2188.18,0,FALSE,"BE2W=60","BE2W",60,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2042.5,5,100,3,NA,"(E2)",NA,NA,NA,NA,2188.18,0,FALSE,"BE2W=0.6","BE2W",0.6,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2060.6,4,100,7,NA,"(E2)",NA,NA,NA,NA,2205.96,0,FALSE,"BE2W=2.0","BE2W",2,NA,NA,NA,NA,0,"E2","E2",141
"141PR",649,3,100,36,NA,"(E1)",NA,NA,NA,NA,2228.88,0,FALSE,"BE1W=0.0006","BE1W",6e-04,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1120.9,4,12.5,18,NA,"(E1)",NA,NA,NA,NA,2247.8,0,FALSE,"BE1W=0.00013","BE1W",0.00013,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2247.6,5,100,18,NA,"(E1)",NA,NA,NA,NA,2247.8,0,FALSE,"BE1W=0.000133","BE1W",0.000133,NA,NA,NA,NA,0,"E1","E1",141
"141PR",684.8,3,12,22,NA,"(E1)",NA,NA,NA,NA,2264.52,0,FALSE,"BE1W=0.00025","BE1W",0.00025,NA,NA,NA,NA,0,"E1","E1",141
"141PR",812.4,4,10,3,NA,"(E2)",NA,NA,NA,NA,2264.52,0,FALSE,"BE2W=10","BE2W",10,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2118.6,5,100,4,NA,"(E2)",NA,NA,NA,NA,2264.52,0,FALSE,"BE2W=0.8","BE2W",0.8,NA,NA,NA,NA,0,"E2","E2",141
"141PR",559,3,51,4,NA,"[E2]",NA,NA,NA,NA,2345.86,0,FALSE,"BE2W=140","BE2W",140,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1052.6,3,90,5,NA,"(E2)",NA,NA,NA,NA,2345.86,0,FALSE,"BE2W=11","BE2W",11,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1229.8,3,37,7,NA,"(E1)",NA,NA,NA,NA,2345.86,0,FALSE,"BE1W=6.E-5","BE1W",6e-05,NA,NA,NA,"FL=1117.66",1117.66,"E1","E1",141
"141PR",2345.1,6,100,6,NA,"(E2)",NA,NA,NA,NA,2345.86,0,FALSE,"BE2W=0.22","BE2W",0.22,NA,NA,NA,NA,0,"E2","E2",141
"141PR",754.64,24,16.4,14,NA,"(E1)",NA,NA,NA,NA,2362.97,0,FALSE,"BE1W=0.0013","BE1W",0.0013,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1064.4,4,15,3,NA,"[E1]",NA,NA,NA,NA,2362.97,0,FALSE,"BE1W=0.00043","BE1W",0.00043,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1235.7,3,100,3,NA,"(E1)",NA,NA,NA,NA,2362.97,0,FALSE,"BE1W=0.0019","BE1W",0.0019,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2217,6,12.4,14,NA,"(E1)",NA,NA,NA,NA,2362.97,0,FALSE,"BE1W=4.0E-5","BE1W",4e-05,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2362.5,6,39.6,19,NA,"(E1)",NA,NA,NA,NA,2362.97,0,FALSE,"BE1W=0.000105","BE1W",0.000105,NA,NA,NA,NA,0,"E1","E1",141
"141PR",861.3,3,100,17,NA,"(E1)",NA,NA,NA,NA,2382.2,0,FALSE,"BE1W=0.0012","BE1W",0.0012,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2403.2,5,100,24,NA,"(E2)",NA,NA,NA,NA,2403.17,0,FALSE,"BE2W=0.20","BE2W",0.2,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2419.9,6,69,13,NA,"(E2)",NA,NA,NA,NA,2419.9,0,FALSE,"BE2W=0.10","BE2W",0.1,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1326.4,3,9,8,NA,"(E1)",NA,NA,NA,NA,2453.3,0,FALSE,"BE1W=0.0005","BE1W",5e-04,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2452.7,6,100,8,NA,"(E1)",NA,NA,NA,NA,2453.3,0,FALSE,"BE1W=0.00083","BE1W",0.00083,NA,NA,NA,NA,0,"E1","E1",141
"141PR",810.5,3,23.1,22,NA,"(E2)",NA,NA,NA,NA,2461.85,0,FALSE,"BE2W=37","BE2W",37,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2374.6,7,100,10,NA,"(E2)",NA,NA,NA,NA,2520.2,0,FALSE,"BE2W=0.22","BE2W",0.22,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2418,9,49,7,NA,"(E1)",NA,NA,NA,NA,2563.9,0,FALSE,"BE1W=0.000105","BE1W",0.000105,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2564.1,7,100,7,NA,"(E1)",NA,NA,NA,NA,2563.9,0,FALSE,"BE1W=0.00018","BE1W",0.00018,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2437.2,8,50.4,6,NA,"(E1)",NA,NA,NA,NA,2583,0,FALSE,"BE1W=0.00024","BE1W",0.00024,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2583.3,7,100,6,NA,"(E1)",NA,NA,NA,NA,2583,0,FALSE,"BE1W=0.00040","BE1W",4e-04,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2455.7,7,41,7,NA,"(E1)",NA,NA,NA,NA,2601.2,0,FALSE,"BE1W=8.E-5","BE1W",8e-05,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2601.3,8,100,7,NA,"(E1)",NA,NA,NA,NA,2601.2,0,FALSE,"BE1W=0.00017","BE1W",0.00017,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2458.7,7,25,3,NA,"(E1)",NA,NA,NA,NA,2603.7,0,FALSE,"BE1W=0.00012","BE1W",0.00012,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2603.1,8,100,3,NA,"(E1)",NA,NA,NA,NA,2603.7,0,FALSE,"BE1W=0.00040","BE1W",4e-04,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2607.1,8,100,NA,NA,"(E2)",NA,NA,NA,NA,2607.1,0,FALSE,"BE2W=0.9","BE2W",0.9,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1318.6,5,14.3,17,NA,"(E2)",NA,NA,NA,NA,2611.7,0,FALSE,"BE2W=14","BE2W",14,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2612.4,7,100,17,NA,"(E2)",NA,NA,NA,NA,2611.7,0,FALSE,"BE2W=3.2","BE2W",3.2,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2646.9,8,100,6,NA,"E2",NA,NA,NA,NA,2646.4,0,FALSE,"BE2W=0.60","BE2W",0.6,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1175.2,3,20,3,NA,"(E1)",NA,NA,NA,NA,2669.07,0,FALSE,"BE1W=0.00048","BE1W",0.00048,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1590.2,4,100,NA,NA,"(E2)",NA,NA,NA,NA,2707.9,0,FALSE,"BE2W=32","BE2W",32,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1271.6,5,30,20,NA,"(E2)",NA,NA,NA,NA,2722.4,0,FALSE,"BE2W=13","BE2W",13,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2576,9,50,20,NA,"(E2)",NA,NA,NA,NA,2722.4,0,FALSE,"BE2W=0.7","BE2W",0.7,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2732.1,8,50,20,NA,"E2",NA,NA,NA,NA,2731.4,0,FALSE,"BE2W=0.39","BE2W",0.39,NA,NA,NA,NA,0,"E2","E2",141
"141PR",2801.8,3,78,8,NA,"(E2)",NA,NA,NA,NA,2801.77,0,FALSE,"BE2W=0.18","BE2W",0.18,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1233.1,4,85,13,NA,"(E2)",NA,NA,NA,NA,2814.16,0,FALSE,"BE2W=90","BE2W",90,NA,NA,NA,NA,0,"E2","E2",141
"141PR",1687.7,3,100,13,NA,"(E1)",NA,NA,NA,NA,2814.16,0,FALSE,"BE1W=0.0012","BE1W",0.0012,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2692,9,100,5,NA,"(E1)",NA,NA,NA,NA,2837.5,0,FALSE,"BE1W=0.00040","BE1W",4e-04,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2837.5,11,33,5,NA,"(E1)",NA,NA,NA,NA,2837.5,0,FALSE,"BE1W=0.00011","BE1W",0.00011,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2694.2,4,100,NA,NA,"(E1)",NA,NA,NA,NA,2839.7,0,FALSE,"BE1W=0.00023","BE1W",0.00023,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1186.8,5,50,30,NA,"(E1)",NA,NA,NA,NA,2844.7,0,FALSE,"BE1W=0.0008","BE1W",8e-04,NA,NA,NA,NA,0,"E1","E1",141
"141PR",1546.6,6,50,30,NA,"(E1)",NA,NA,NA,NA,2844.7,0,FALSE,"BE1W=0.0004","BE1W",4e-04,NA,NA,NA,NA,0,"E1","E1",141
"141PR",2846.2,11,100,40,NA,"(E1)",NA,NA,NA,NA,2844.7,0,FALSE,"BE1W=0.00012","BE1W",0.00012,NA,NA,NA,NA,0,"E1","E1",141
"141PR",91.7,1,100,NA,NA,"M1",NA,NA,1.66,NA,3019.25,0,FALSE,"BM1W=0.05","BM1W",0.05,NA,NA,NA,NA,0,"M1","M1",141
"141PR",568.6,3,100,NA,NA,"M1",NA,NA,0.01224,NA,3585.8,0,FALSE,"BM1W=0.0006","BM1W",6e-04,NA,NA,NA,"FL=3017.2",3017.2,"M1","M1",141
"141PR",7915,NA,100,NA,NA,"M1",NA,NA,NA,NA,7915.2,0,FALSE,"BM1W=0.0007","BM1W",7e-04,NA,NA,NA,NA,0,"M1","M1",141
"141ND",193.67,5,100,NA,NA,"M1+E2",0.39,2,0.221,NA,193.684,0,FALSE,"BM1W=0.00184","BM1W",0.00184,"BE2W=4.4","BE2W=",4.4,"FL=0.0",0,"M1+E2","M1+E2",141
"141ND",756.51,5,100,NA,NA,"M4",NA,NA,0.0916,NA,756.51,0,FALSE,"BM4W=1.94","BM4W",1.94,NA,NA,NA,NA,0,"M4","M4",141
"141PM",196.88,5,100,NA,NA,"(M1)",NA,NA,0.231,NA,196.87,0,FALSE,"BM1W=0.0102","BM1W",0.0102,NA,NA,NA,NA,0,"M1","M1",141
"141PM",431.6,1,100,5,NA,"M2",NA,NA,0.1001,NA,628.62,0,FALSE,"BM2W=0.104","BM2W",0.104,NA,NA,NA,NA,0,"M2","M2",141
"141PM",628.6,1,6.6,2,NA,"E3",NA,NA,0.01734,NA,628.62,0,FALSE,"BE3W=2.38","BE3W",2.38,NA,NA,NA,NA,0,"E3","E3",141
"141SM",174.2,3,100,NA,NA,"M4",NA,NA,68.2,2,175.9,0,FALSE,"BM4W=2.38","BM4W",2.38,NA,NA,NA,NA,0,"M4","M4",141
"141EU",96.4,1,100,NA,NA,"E3",NA,NA,46.3,NA,96.45,0,FALSE,"BE3W=0.091","BE3W",0.091,NA,NA,NA,NA,0,"E3","E3",141
"141GD",119.6,1,100,NA,NA,"E3",NA,NA,15.93,NA,377.76,0,FALSE,"BE3W=0.00078","BE3W",0.00078,NA,NA,NA,NA,0,"E3","E3",141
"142BA",359.598,14,100,NA,NA,"E2",NA,NA,0.0257,NA,359.596,0,FALSE,"BE2W=32.1","BE2W",32.1,NA,NA,NA,NA,0,"E2","E2",142
"142BA",475.17,9,100,NA,NA,"E2",NA,NA,0.01135,NA,834.81,0,FALSE,"BE2W=45","BE2W",45,NA,NA,NA,NA,0,"E2","E2",142
"142BA",631.1,3,100,NA,NA,"E2",NA,NA,NA,NA,1465.98,0,FALSE,"BE2W=18","BE2W",18,NA,NA,NA,NA,0,"E2","E2",142
"142BA",359.598,14,100,17,NA,"E2",NA,NA,0.0257,NA,359.596,0,FALSE,"BE2W=32.1","BE2W",32.1,NA,NA,NA,NA,0,"E2","E2",142
"142BA",475.17,9,1.1,4,NA,"E2",NA,NA,0.01135,NA,834.81,0,FALSE,"BE2W=45","BE2W",45,NA,NA,NA,NA,0,"E2","E2",142
"142LA",68.3,1,100,NA,NA,"E2",NA,NA,7.92,NA,145.82,0,FALSE,"BE2W=1.10","BE2W",1.1,NA,NA,NA,NA,0,"E2","E2",142
"142LA",68.3,1,4,9,37,"E2",NA,NA,7.92,NA,145.82,0,FALSE,"BE2W=1.10","BE2W",1.1,NA,NA,NA,NA,0,"E2","E2",142
"142CE",641.285,9,100,NA,NA,"E2",NA,NA,NA,NA,641.282,0,FALSE,"BE2W=21.2","BE2W",21.2,NA,NA,NA,NA,0,"E2","E2",142
"142CE",578.09,4,2.8,1,NA,"E2",NA,NA,NA,NA,1219.37,0,FALSE,"BE2W=26.4","BE2W",26.4,NA,NA,NA,NA,0,"E2","E2",142
"142CE",1363.6,1,100,NA,NA,"M1+E2",-0.26,NA,NA,NA,2004.89,0,FALSE,"BM1W=0.127","BM1W",0.127,"BE2W=3","BE2W=",3,NA,0,"M1+E2","M1+E2",142
"142CE",2004.9,2,40,NA,NA,"E2",NA,NA,NA,NA,2004.89,0,FALSE,"BE2W=2.5","BE2W",2.5,NA,NA,NA,NA,0,"E2","E2",142
"142CE",825.2,1,3.093,NA,NA,"M1(+E2)",-0.06,NA,NA,NA,2044.51,0,FALSE,"BM1W=0.0036","BM1W",0.0036,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",1403,1,100,NA,NA,"E2",NA,NA,NA,NA,2044.51,0,FALSE,"BE2W=7.0","BE2W",7,NA,NA,NA,NA,0,"E2","E2",142
"142CE",892.5,1,100,NA,NA,"M1+E2",-0.43,NA,NA,NA,2111.87,0,FALSE,"BM1W=0.07","BM1W",0.07,"BE2W=10","BE2W=",10,NA,0,"M1+E2","M1+E2",142
"142CE",645.6,1,26.09,NA,NA,"M1+E2",-0.4,NA,NA,NA,2181.95,0,FALSE,"BM1W=0.03","BM1W",0.03,"BE2W=7","BE2W=",7,NA,0,"M1+E2","M1+E2",142
"142CE",962.5,1,100,NA,NA,"M1(+E2)",-0.5,NA,NA,NA,2181.95,0,FALSE,"BM1W=0.03","BM1W",0.03,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",1540.9,1,84.78,NA,NA,"M1+E2",0.09,NA,NA,NA,2181.95,0,FALSE,"BM1W=0.009","BM1W",0.009,"BE2W=0.02","BE2W=",0.02,NA,0,"M1+E2","M1+E2",142
"142CE",1546.3,2,70.69,NA,NA,"E1",NA,NA,NA,NA,2187.54,0,FALSE,"BE1W=0.0025","BE1W",0.0025,NA,NA,NA,NA,0,"E1","E1",142
"142CE",2187.4,2,100,NA,NA,"E1",NA,NA,NA,NA,2187.54,0,FALSE,"BE1W=0.00126","BE1W",0.00126,NA,NA,NA,NA,0,"E1","E1",142
"142CE",1058.5,1,40.85,NA,NA,"M1+E2",2.1,NA,NA,NA,2278.14,0,FALSE,"BM1W=0.012","BM1W",0.012,"BE2W=28","BE2W=",28,NA,0,"M1+E2","M1+E2",142
"142CE",1636.8,2,100,NA,NA,"E2",NA,NA,NA,NA,2278.14,0,FALSE,"BE2W=9","BE2W",9,NA,NA,NA,NA,0,"E2","E2",142
"142CE",793.4,1,42.86,NA,NA,"M1+E2",0.37,NA,NA,NA,2329.88,0,FALSE,"BM1W=0.06","BM1W",0.06,"BE2W=7","BE2W=",7,NA,0,"M1+E2","M1+E2",142
"142CE",1689.2,2,100,NA,NA,"M1+E2",-0.16,13,NA,NA,2329.88,0,FALSE,"BM1W=0.015","BM1W",0.015,"BE2W=0.08","BE2W=",0.08,NA,0,"M1+E2","M1+E2",142
"142CE",1723.6,2,100,NA,NA,"M1(+E2)",-0.03,NA,NA,NA,2364.91,0,FALSE,"BM1W=0.20","BM1W",0.2,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",2364.8,2,31.58,NA,NA,"E2",NA,NA,NA,NA,2364.91,0,FALSE,"BE2W=2.6","BE2W",2.6,NA,NA,NA,NA,0,"E2","E2",142
"142CE",731.5,1,100,NA,NA,"M1+E2",-0.8,NA,NA,NA,2384.45,0,FALSE,"BM1W=0.5","BM1W",0.5,"BE2W=3.E+2","BE2W=",3,NA,0,"M1+E2","M1+E2",142
"142CE",862.1,1,10.26,NA,NA,"M1(+E2)",0.03,5,NA,NA,2398.42,0,FALSE,"BM1W=0.035","BM1W",0.035,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",1757.1,1,17.95,NA,NA,"M1+E2",-1.6,NA,NA,NA,2398.42,0,FALSE,"BM1W=0.0021","BM1W",0.0021,"BE2W=1.0","BE2W=",1,NA,0,"M1+E2","M1+E2",142
"142CE",2398.5,2,100,NA,NA,"M1",NA,NA,NA,NA,2398.42,0,FALSE,"BM1W=6","BM1W",6,NA,NA,NA,"FL=2181.95",2181.95,"M1","M1",142
"142CE",1320.3,1,26.87,NA,NA,"E2",NA,NA,NA,NA,2539.72,0,FALSE,"BE2W=14","BE2W",14,NA,NA,NA,"FL=1219.37",1219.37,"E2","E2",142
"142CE",1898.6,2,20.9,NA,NA,"E2",NA,NA,NA,NA,2539.72,0,FALSE,"BE2W=1.8","BE2W",1.8,NA,NA,NA,NA,0,"E2","E2",142
"142CE",1323.9,1,50,NA,NA,"E2",NA,NA,NA,NA,2543.21,0,FALSE,"BE2W=3","BE2W",3,NA,NA,NA,NA,0,"E2","E2",142
"142CE",1902.1,2,67.4,NA,NA,"M1+E2",0.65,5,NA,NA,2543.21,0,FALSE,"BM1W=0.003","BM1W",0.003,"BE2W=0.2","BE2W=",0.2,NA,0,"M1+E2","M1+E2",142
"142CE",1350.7,1,100,NA,NA,"M1+E2",-0.6,NA,NA,NA,2570.08,0,FALSE,"BM1W=0.05","BM1W",0.05,"BE2W=5","BE2W=",5,NA,0,"M1+E2","M1+E2",142
"142CE",1066.1,2,5.882,NA,NA,"(M1+E2)",1.2,NA,NA,NA,2602.55,0,FALSE,"BM1W=0.0006","BM1W",6e-04,"BE2W=0.5","BE2W=",0.5,NA,0,"M1+E2","M1+E2",142
"142CE",1383.3,1,22.06,NA,NA,"M1+E2",1.1,NA,NA,NA,2602.55,0,FALSE,"BM1W=0.002","BM1W",0.002,"BE2W=0.9","BE2W=",0.9,NA,0,"M1+E2","M1+E2",142
"142CE",1961.5,1,100,NA,NA,"M1(+E2)",0.03,3,NA,NA,2602.55,0,FALSE,"BM1W=0.008","BM1W",0.008,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",1387.1,1,100,NA,NA,"M1+E2",1.1,NA,NA,NA,2606.49,0,FALSE,"BM1W=0.07","BM1W",0.07,"BE2W=2.E+1","BE2W=",2,NA,0,"M1+E2","M1+E2",142
"142CE",1130.6,5,26,3,NA,"M1(+E2)",-6,NA,NA,NA,2667,0,FALSE,"BM1W=0.0011","BM1W",0.0011,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",2025.5,10,55,3,NA,"M1+(E2)",1.3,3,NA,NA,2667,0,FALSE,"BM1W=0.006","BM1W",0.006,"BE2W=1.3","BE2W=",1.3,NA,0,"M1+E2","M1+E2",142
"142CE",2666.8,9,100,6,NA,"M1",NA,NA,NA,NA,2667,0,FALSE,"BM1W=0.012","BM1W",0.012,NA,NA,NA,NA,0,"M1","M1",142
"142CE",2039.2,2,100,NA,NA,"M1(+E2)",0.06,NA,NA,NA,2680.5,0,FALSE,"BM1W=0.017","BM1W",0.017,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",1160.8,1,65.85,NA,NA,"M1+E2",-0.19,17,NA,NA,2697.03,0,FALSE,"BM1W=0.04","BM1W",0.04,"BE2W=0.7","BE2W=",0.7,NA,0,"M1+E2","M1+E2",142
"142CE",2055.8,2,78.05,NA,NA,"M1+E2",-1.2,NA,NA,NA,2697.03,0,FALSE,"BM1W=0.004","BM1W",0.004,"BE2W=0.8","BE2W=",0.8,NA,0,"M1+E2","M1+E2",142
"142CE",1479.2,1,100,NA,NA,"M1+E2",1.3,NA,NA,NA,2698.58,0,FALSE,"BM1W=0.03","BM1W",0.03,"BE2W=15","BE2W=",15,NA,0,"M1+E2","M1+E2",142
"142CE",1178.8,1,40,NA,NA,"M1+E2",-0.8,NA,NA,NA,2715.14,0,FALSE,"BM1W=0.014","BM1W",0.014,"BE2W=4","BE2W=",4,NA,0,"M1+E2","M1+E2",142
"142CE",1495.8,1,100,NA,NA,"M1+E2",0.37,7,NA,NA,2715.14,0,FALSE,"BM1W=0.02","BM1W",0.02,"BE2W=0.9","BE2W=",0.9,NA,0,"M1+E2","M1+E2",142
"142CE",2073.7,2,60,NA,NA,"M1(+E2)",-0.03,6,NA,NA,2715.14,0,FALSE,"BM1W=0.006","BM1W",0.006,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",982.7,1,47.06,NA,NA,"M1(+E2)",-0.13,NA,NA,NA,2725.78,0,FALSE,"BM1W=0.15","BM1W",0.15,NA,NA,NA,NA,0,"M1+E2","M1+E2",142
"142CE",1506.4,2,100,NA,NA,"M1+E2",0.09,NA,NA,NA,2725.78,0,FALSE,"BM1W=0.09","BM1W",0.09,"BE2W=0.18","BE2W=",0.18,NA,0,"M1+E2","M1+E2",142
"142CE",1074.9,1,23.4,NA,NA,"M1+E2",-2,NA,NA,NA,2727.89,0,FALSE,"BM1W=0.0014","BM1W",0.0014,"BE2W=3","BE2W=",3,NA,0,"M1+E2","M1+E2",142
