Z,Ebind,Occ,Element,subshell,CCp,Eic,Vi_q0,nmax,nh,shell_colours,multiplier
69,69.3873,1,Thulium,K,0.000792,1940.61,59.3900000000001,2,2,"rgb(123,104,238)",1.16833305270247
69,67.96526,2,Thulium,K,0.000792,1940.61,59.3900000000001,2,1,"rgb(123,104,238)",0.57219447718471
69,16.81434,3,Thulium,L1,0.0001016,1989.88,10.1199999999999,2,2,"rgb(25,25,112)",1.66149604743085
69,16.51,4,Thulium,L1,0.0001016,1989.88,10.1199999999999,2,1,"rgb(25,25,112)",0.815711462450602
69,16.036,5,Thulium,L2,6.14E-06,1990.38,9.61999999999989,2,2,"rgb(0,0,139)",1.66694386694389
69,15.663,6,Thulium,L2,6.14E-06,1990.38,9.61999999999989,2,1,"rgb(0,0,139)",0.814085239085248
69,14.3,7,Thulium,L3,2.67E-06,1991.35,8.65000000000009,4,4,"rgb(0,0,205)",1.65317919075143
69,13.988,8,Thulium,L3,2.67E-06,1991.35,8.65000000000009,4,3,"rgb(0,0,205)",1.21283236994218
69,13.651,9,Thulium,L3,2.67E-06,1991.35,8.65000000000009,4,2,"rgb(0,0,205)",0.789075144508662
69,13.347,10,Thulium,L3,2.67E-06,1991.35,8.65000000000009,4,1,"rgb(0,0,205)",0.385751445086701
69,6.023,11,Thulium,M1,2.22E-05,1997.69,2.30999999999995,2,2,"rgb(0,0,255)",2.60735930735937
69,5.901,12,Thulium,M1,2.22E-05,1997.69,2.30999999999995,2,1,"rgb(0,0,255)",1.27727272727276
69,5.656,13,Thulium,M2,1.504E-06,1997.91,2.08999999999992,2,2,"rgb(65,105,225)",2.70622009569389
69,5.527,14,Thulium,M2,1.504E-06,1997.91,2.08999999999992,2,1,"rgb(65,105,225)",1.3222488038278
69,5.157,15,Thulium,M3,6.68E-07,1998.12,1.88000000000011,4,4,"rgb(70,130,180)",2.74308510638282
69,5.044,16,Thulium,M3,6.68E-07,1998.12,1.88000000000011,4,3,"rgb(70,130,180)",2.01223404255307
69,4.922,17,Thulium,M3,6.68E-07,1998.12,1.88000000000011,4,2,"rgb(70,130,180)",1.30904255319141
69,4.812,18,Thulium,M3,6.68E-07,1998.12,1.88000000000011,4,1,"rgb(70,130,180)",0.639893617021239
69,4.461,19,Thulium,M4,1.778E-09,1998.49,1.50999999999999,4,4,"rgb(100,149,237)",2.95430463576161
69,4.335,20,Thulium,M4,1.778E-09,1998.49,1.50999999999999,4,3,"rgb(100,149,237)",2.15314569536425
69,4.199,21,Thulium,M4,1.778E-09,1998.49,1.50999999999999,4,2,"rgb(100,149,237)",1.39039735099339
69,4.075,22,Thulium,M4,1.778E-09,1998.49,1.50999999999999,4,1,"rgb(100,149,237)",0.67466887417219
69,3.895,23,Thulium,M5,3.17E-09,1998.53,1.47000000000003,6,6,"rgb(0,191,255)",2.64965986394553
69,3.775,24,Thulium,M5,3.17E-09,1998.53,1.47000000000003,6,5,"rgb(0,191,255)",2.14002267573692
69,3.653,25,Thulium,M5,3.17E-09,1998.53,1.47000000000003,6,4,"rgb(0,191,255)",1.6566893424036
69,3.528,26,Thulium,M5,3.17E-09,1998.53,1.47000000000003,6,3,"rgb(0,191,255)",1.19999999999998
69,3.409,27,Thulium,M5,3.17E-09,1998.53,1.47000000000003,6,2,"rgb(0,191,255)",0.773015873015859
69,3.298,28,Thulium,M5,3.17E-09,1998.53,1.47000000000003,6,1,"rgb(0,191,255)",0.373922902494324
69,1.9452,29,Thulium,N1,5.2E-06,1999.53,0.470000000000027,2,2,"rgb(0,128,128)",4.13872340425508
69,1.889,30,Thulium,N1,5.2E-06,1999.53,0.470000000000027,2,1,"rgb(0,128,128)",2.00957446808499
69,1.761,31,Thulium,N2,3.43E-07,1999.61,0.3900000000001,2,2,"rgb(95,158,160)",4.51538461538346
69,1.706,32,Thulium,N2,3.43E-07,1999.61,0.3900000000001,2,1,"rgb(95,158,160)",2.18717948717893
69,1.591,33,Thulium,N3,1.516E-07,1999.66,0.339999999999918,4,4,"rgb(32,178,170)",4.67941176470701
69,1.542,34,Thulium,N3,1.516E-07,1999.66,0.339999999999918,4,3,"rgb(32,178,170)",3.40147058823611
69,1.49,35,Thulium,N3,1.516E-07,1999.66,0.339999999999918,4,2,"rgb(32,178,170)",2.19117647058876
69,1.442,36,Thulium,N3,1.516E-07,1999.66,0.339999999999918,4,1,"rgb(32,178,170)",1.06029411764731
69,1.255,37,Thulium,N4,4.13E-10,1999.81,0.190000000000055,4,4,"rgb(0,206,209)",6.60526315789284
69,1.207,38,Thulium,N4,4.13E-10,1999.81,0.190000000000055,4,3,"rgb(0,206,209)",4.76447368420916
69,1.157,39,Thulium,N4,4.13E-10,1999.81,0.190000000000055,4,2,"rgb(0,206,209)",3.04473684210439
69,1.11,40,Thulium,N4,4.13E-10,1999.81,0.190000000000055,4,1,"rgb(0,206,209)",1.46052631578905
69,1.05,41,Thulium,N5,7.27E-10,1999.82,0.180000000000064,6,6,"rgb(64,224,208)",5.83333333333127
69,1.004,42,Thulium,N5,7.27E-10,1999.82,0.180000000000064,6,5,"rgb(64,224,208)",4.6481481481465
69,0.958,43,Thulium,N5,7.27E-10,1999.82,0.180000000000064,6,4,"rgb(64,224,208)",3.54814814814689
69,0.911,44,Thulium,N5,7.27E-10,1999.82,0.180000000000064,6,3,"rgb(64,224,208)",2.53055555555466
69,0.866,45,Thulium,N5,7.27E-10,1999.82,0.180000000000064,6,2,"rgb(64,224,208)",1.60370370370314
69,0.825,46,Thulium,N5,7.27E-10,1999.82,0.180000000000064,6,1,"rgb(64,224,208)",0.763888888888619
69,0.603,47,Thulium,N6,NA,1999.99,0.009999999999991,6,6,"rgb(102,205,170)",60.3000000000548
69,0.57,48,Thulium,N6,NA,1999.99,0.009999999999991,6,5,"rgb(102,205,170)",47.5000000000432
69,0.53,49,Thulium,N6,NA,1999.99,0.009999999999991,6,4,"rgb(102,205,170)",35.3333333333655
69,0.496,50,Thulium,N6,NA,1999.99,0.009999999999991,6,3,"rgb(102,205,170)",24.8000000000226
69,0.46,51,Thulium,N6,NA,1999.99,0.009999999999991,6,2,"rgb(102,205,170)",15.3333333333473
69,0.424,52,Thulium,N6,NA,1999.99,0.009999999999991,6,1,"rgb(102,205,170)",7.06666666667309
69,0.387,53,Thulium,N7,NA,2000,0.387,8,8,"rgb(127,255,212)",1
69,0.352,54,Thulium,N7,NA,2000,0.352,8,7,"rgb(127,255,212)",0.875
69,0.317,55,Thulium,N7,NA,2000,0.317,8,6,"rgb(127,255,212)",0.75
69,0.295,56,Thulium,N7,NA,2000,0.295,8,5,"rgb(127,255,212)",0.625
69,0.274,57,Thulium,N7,NA,2000,0.274,8,4,"rgb(127,255,212)",0.5
69,0.239,58,Thulium,N7,NA,2000,0.239,8,3,"rgb(127,255,212)",0.375
69,0.205,59,Thulium,N7,NA,2000,0.205,8,2,"rgb(127,255,212)",0.25
69,0.18,60,Thulium,N7,NA,2000,0.18,8,1,"rgb(127,255,212)",0.125
69,0.16,61,Thulium,O1,7.61E-07,1999.95,0.049999999999955,2,2,"rgb(0,255,255)",3.20000000000291
69,0.133,62,Thulium,O1,7.61E-07,1999.95,0.049999999999955,2,1,"rgb(0,255,255)",1.33000000000121
69,0.116,63,Thulium,O2,4.1E-08,1999.96,0.039999999999964,2,2,"rgb(0,250,154)",2.90000000000264
69,0.098,64,Thulium,O2,4.1E-08,1999.96,0.039999999999964,2,1,"rgb(0,250,154)",1.22500000000111
69,0.0654,65,Thulium,O3,1.684E-08,1999.97,0.029999999999973,4,4,"rgb(0,255,127)",2.18000000000198
69,0.04241,66,Thulium,O3,1.684E-08,1999.97,0.029999999999973,4,3,"rgb(0,255,127)",1.06025000000096
69,0.02366,67,Thulium,O3,1.684E-08,1999.97,0.029999999999973,4,2,"rgb(0,255,127)",0.394333333333692
69,0.012065,68,Thulium,O3,1.684E-08,1999.97,0.029999999999973,4,1,"rgb(0,255,127)",0.100541666666758
69,0.00618431,69,Thulium,P1,4.47E-08,1999.99,0.009999999999991,2,2,"rgb(189,183,107)",0.618431000000563
70,71.5748,1,Ytterbium,K,0.000833,1938.67,61.3299999999999,2,2,"rgb(123,104,238)",1.16704386107941
70,70.12304,2,Ytterbium,K,0.000833,1938.67,61.3299999999999,2,1,"rgb(123,104,238)",0.571686287298223
70,17.36544,3,Ytterbium,L1,0.0001076,1989.51,10.49,2,2,"rgb(25,25,112)",1.65542802669209
70,17.05,4,Ytterbium,L1,0.0001076,1989.51,10.49,2,1,"rgb(25,25,112)",0.812678741658722
70,16.57,5,Ytterbium,L2,6.82E-06,1990.02,9.98000000000002,2,2,"rgb(0,0,139)",1.66032064128256
70,16.191,6,Ytterbium,L2,6.82E-06,1990.02,9.98000000000002,2,1,"rgb(0,0,139)",0.811172344689377
70,14.752,7,Ytterbium,L3,2.85E-06,1991.06,8.94000000000005,4,4,"rgb(0,0,205)",1.65011185682326
70,14.435,8,Ytterbium,L3,2.85E-06,1991.06,8.94000000000005,4,3,"rgb(0,0,205)",1.2109899328859
70,14.093,9,Ytterbium,L3,2.85E-06,1991.06,8.94000000000005,4,2,"rgb(0,0,205)",0.788199105145409
70,13.784,10,Ytterbium,L3,2.85E-06,1991.06,8.94000000000005,4,1,"rgb(0,0,205)",0.385458612975389
70,6.236,11,Ytterbium,M1,2.36E-05,1997.6,2.40000000000009,2,2,"rgb(0,0,255)",2.59833333333323
70,6.111,12,Ytterbium,M1,2.36E-05,1997.6,2.40000000000009,2,1,"rgb(0,0,255)",1.27312499999995
70,5.86,13,Ytterbium,M2,1.679E-06,1997.83,2.17000000000007,2,2,"rgb(65,105,225)",2.700460829493
70,5.731,14,Ytterbium,M2,1.679E-06,1997.83,2.17000000000007,2,1,"rgb(65,105,225)",1.32050691244235
70,5.339,15,Ytterbium,M3,7.19E-07,1998.05,1.95000000000005,4,4,"rgb(70,130,180)",2.73794871794865
70,5.224,16,Ytterbium,M3,7.19E-07,1998.05,1.95000000000005,4,3,"rgb(70,130,180)",2.00923076923072
70,5.101,17,Ytterbium,M3,7.19E-07,1998.05,1.95000000000005,4,2,"rgb(70,130,180)",1.30794871794869
70,4.988,18,Ytterbium,M3,7.19E-07,1998.05,1.95000000000005,4,1,"rgb(70,130,180)",0.639487179487165
70,4.63,19,Ytterbium,M4,2E-09,1998.42,1.57999999999993,4,4,"rgb(100,149,237)",2.93037974683558
70,4.502,20,Ytterbium,M4,2E-09,1998.42,1.57999999999993,4,3,"rgb(100,149,237)",2.13702531645579
70,4.364,21,Ytterbium,M4,2E-09,1998.42,1.57999999999993,4,2,"rgb(100,149,237)",1.38101265822791
70,4.238,22,Ytterbium,M4,2E-09,1998.42,1.57999999999993,4,1,"rgb(100,149,237)",0.670569620253196
70,4.051,23,Ytterbium,M5,3.51E-09,1998.47,1.52999999999997,6,6,"rgb(0,191,255)",2.6477124183007
70,3.929,24,Ytterbium,M5,3.51E-09,1998.47,1.52999999999997,6,5,"rgb(0,191,255)",2.13997821350766
70,3.805,25,Ytterbium,M5,3.51E-09,1998.47,1.52999999999997,6,4,"rgb(0,191,255)",1.65795206971681
70,3.677,26,Ytterbium,M5,3.51E-09,1998.47,1.52999999999997,6,3,"rgb(0,191,255)",1.20163398692813
70,3.555,27,Ytterbium,M5,3.51E-09,1998.47,1.52999999999997,6,2,"rgb(0,191,255)",0.774509803921582
70,3.443,28,Ytterbium,M5,3.51E-09,1998.47,1.52999999999997,6,1,"rgb(0,191,255)",0.375054466230943
70,2.0364,29,Ytterbium,N1,5.55E-06,1999.51,0.490000000000009,2,2,"rgb(0,128,128)",4.15591836734686
70,1.978,30,Ytterbium,N1,5.55E-06,1999.51,0.490000000000009,2,1,"rgb(0,128,128)",2.01836734693874
70,1.845,31,Ytterbium,N2,3.84E-07,1999.6,0.400000000000091,2,2,"rgb(95,158,160)",4.61249999999895
70,1.789,32,Ytterbium,N2,3.84E-07,1999.6,0.400000000000091,2,1,"rgb(95,158,160)",2.23624999999949
70,1.668,33,Ytterbium,N3,1.636E-07,1999.66,0.339999999999918,4,4,"rgb(32,178,170)",4.90588235294236
70,1.618,34,Ytterbium,N3,1.636E-07,1999.66,0.339999999999918,4,3,"rgb(32,178,170)",3.56911764705968
70,1.564,35,Ytterbium,N3,1.636E-07,1999.66,0.339999999999918,4,2,"rgb(32,178,170)",2.30000000000055
70,1.516,36,Ytterbium,N3,1.636E-07,1999.66,0.339999999999918,4,1,"rgb(32,178,170)",1.11470588235321
70,1.324,37,Ytterbium,N4,4.67E-10,1999.8,0.200000000000045,4,4,"rgb(0,206,209)",6.6199999999985
70,1.275,38,Ytterbium,N4,4.67E-10,1999.8,0.200000000000045,4,3,"rgb(0,206,209)",4.78124999999891
70,1.224,39,Ytterbium,N4,4.67E-10,1999.8,0.200000000000045,4,2,"rgb(0,206,209)",3.0599999999993
70,1.175,40,Ytterbium,N4,4.67E-10,1999.8,0.200000000000045,4,1,"rgb(0,206,209)",1.46874999999967
70,1.114,41,Ytterbium,N5,8.1E-10,1999.82,0.180000000000064,6,6,"rgb(64,224,208)",6.1888888888867
70,1.065,42,Ytterbium,N5,8.1E-10,1999.82,0.180000000000064,6,5,"rgb(64,224,208)",4.93055555555381
70,1.019,43,Ytterbium,N5,8.1E-10,1999.82,0.180000000000064,6,4,"rgb(64,224,208)",3.77407407407274
70,0.971,44,Ytterbium,N5,8.1E-10,1999.82,0.180000000000064,6,3,"rgb(64,224,208)",2.69722222222127
70,0.924,45,Ytterbium,N5,8.1E-10,1999.82,0.180000000000064,6,2,"rgb(64,224,208)",1.71111111111051
70,0.882,46,Ytterbium,N5,8.1E-10,1999.82,0.180000000000064,6,1,"rgb(64,224,208)",0.816666666666378
70,0.651,47,Ytterbium,N6,NA,1999.99,0.009999999999991,6,6,"rgb(102,205,170)",65.1000000000592
70,0.61,48,Ytterbium,N6,NA,1999.99,0.009999999999991,6,5,"rgb(102,205,170)",50.8333333333796
70,0.58,49,Ytterbium,N6,NA,1999.99,0.009999999999991,6,4,"rgb(102,205,170)",38.6666666667018
70,0.54,50,Ytterbium,N6,NA,1999.99,0.009999999999991,6,3,"rgb(102,205,170)",27.0000000000246
70,0.505,51,Ytterbium,N6,NA,1999.99,0.009999999999991,6,2,"rgb(102,205,170)",16.8333333333486
70,0.469,52,Ytterbium,N6,NA,1999.99,0.009999999999991,6,1,"rgb(102,205,170)",7.81666666667378
70,0.431,53,Ytterbium,N7,NA,1999.99,0.009999999999991,8,8,"rgb(127,255,212)",43.1000000000392
70,0.396,54,Ytterbium,N7,NA,1999.99,0.009999999999991,8,7,"rgb(127,255,212)",34.6500000000315
70,0.36,55,Ytterbium,N7,NA,1999.99,0.009999999999991,8,6,"rgb(127,255,212)",27.0000000000246
70,0.324,56,Ytterbium,N7,NA,1999.99,0.009999999999991,8,5,"rgb(127,255,212)",20.2500000000184
70,0.301,57,Ytterbium,N7,NA,1999.99,0.009999999999991,8,4,"rgb(127,255,212)",15.0500000000137
70,0.279,58,Ytterbium,N7,NA,1999.99,0.009999999999991,8,3,"rgb(127,255,212)",10.4625000000095
70,0.244,59,Ytterbium,N7,NA,1999.99,0.009999999999991,8,2,"rgb(127,255,212)",6.10000000000555
70,0.209,60,Ytterbium,N7,NA,1999.99,0.009999999999991,8,1,"rgb(127,255,212)",2.61250000000238
70,0.182,61,Ytterbium,O1,8.08E-07,1999.95,0.049999999999955,2,2,"rgb(0,255,255)",3.64000000000331
70,0.163,62,Ytterbium,O1,8.08E-07,1999.95,0.049999999999955,2,1,"rgb(0,255,255)",1.63000000000148
70,0.135,63,Ytterbium,O2,4.55E-08,1999.97,0.029999999999973,2,2,"rgb(0,250,154)",4.50000000000409
70,0.117,64,Ytterbium,O2,4.55E-08,1999.97,0.029999999999973,2,1,"rgb(0,250,154)",1.95000000000177
70,0.099,65,Ytterbium,O3,1.8E-08,1999.98,0.019999999999982,4,4,"rgb(0,255,127)",4.9500000000045
70,0.0656,66,Ytterbium,O3,1.8E-08,1999.98,0.019999999999982,4,3,"rgb(0,255,127)",2.46000000000224
70,0.04361,67,Ytterbium,O3,1.8E-08,1999.98,0.019999999999982,4,2,"rgb(0,255,127)",1.09025000000099
70,0.025053,68,Ytterbium,O3,1.8E-08,1999.98,0.019999999999982,4,1,"rgb(0,255,127)",0.313162500000285
70,0.012179185,69,Ytterbium,P1,4.68E-08,1999.99,0.009999999999991,2,2,"rgb(189,183,107)",1.21791850000111
70,0.00625416,70,Ytterbium,P1,4.68E-08,1999.99,0.009999999999991,2,2,"rgb(189,183,107)",0.625416000000569
71,73.8048,1,Lutetium,K,0.000876,1936.69,63.3099999999999,2,2,"rgb(123,104,238)",1.16576844100458
71,72.32291,2,Lutetium,K,0.000876,1936.69,63.3099999999999,2,1,"rgb(123,104,238)",0.571180777128416
71,17.92805,3,Lutetium,L1,0.000114,1989.13,10.8699999999999,2,2,"rgb(25,25,112)",1.64931462741492
71,17.61,4,Lutetium,L1,0.000114,1989.13,10.8699999999999,2,1,"rgb(25,25,112)",0.810027598896052
71,17.12,5,Lutetium,L2,7.57E-06,1989.65,10.3499999999999,2,2,"rgb(0,0,139)",1.65410628019325
71,16.73,6,Lutetium,L2,7.57E-06,1989.65,10.3499999999999,2,1,"rgb(0,0,139)",0.808212560386481
71,15.211,7,Lutetium,L3,3.04E-06,1990.76,9.24000000000001,4,4,"rgb(0,0,205)",1.64621212121212
71,14.89,8,Lutetium,L3,3.04E-06,1990.76,9.24000000000001,4,3,"rgb(0,0,205)",1.20860389610389
71,14.542,9,Lutetium,L3,3.04E-06,1990.76,9.24000000000001,4,2,"rgb(0,0,205)",0.786904761904761
71,14.228,10,Lutetium,L3,3.04E-06,1990.76,9.24000000000001,4,1,"rgb(0,0,205)",0.38495670995671
71,6.452,11,Lutetium,M1,2.51E-05,1997.51,2.49000000000001,2,2,"rgb(0,0,255)",2.59116465863453
71,6.326,12,Lutetium,M1,2.51E-05,1997.51,2.49000000000001,2,1,"rgb(0,0,255)",1.27028112449799
71,6.07,13,Lutetium,M2,1.87E-06,1997.74,2.25999999999999,2,2,"rgb(65,105,225)",2.68584070796461
71,5.937,14,Lutetium,M2,1.87E-06,1997.74,2.25999999999999,2,1,"rgb(65,105,225)",1.31349557522124
71,5.525,15,Lutetium,M3,7.72E-07,1997.98,2.01999999999998,4,4,"rgb(70,130,180)",2.73514851485151
71,5.408,16,Lutetium,M3,7.72E-07,1997.98,2.01999999999998,4,3,"rgb(70,130,180)",2.00792079207923
71,5.282,17,Lutetium,M3,7.72E-07,1997.98,2.01999999999998,4,2,"rgb(70,130,180)",1.30742574257427
71,5.168,18,Lutetium,M3,7.72E-07,1997.98,2.01999999999998,4,1,"rgb(70,130,180)",0.639603960396045
71,4.803,19,Lutetium,M4,2.24E-09,1998.36,1.6400000000001,4,4,"rgb(100,149,237)",2.92865853658519
71,4.673,20,Lutetium,M4,2.24E-09,1998.36,1.6400000000001,4,3,"rgb(100,149,237)",2.1370426829267
71,4.532,21,Lutetium,M4,2.24E-09,1998.36,1.6400000000001,4,2,"rgb(100,149,237)",1.38170731707309
71,4.403,22,Lutetium,M4,2.24E-09,1998.36,1.6400000000001,4,1,"rgb(100,149,237)",0.671189024390203
71,4.211,23,Lutetium,M5,3.87E-09,1998.41,1.58999999999992,6,6,"rgb(0,191,255)",2.64842767295611
71,4.086,24,Lutetium,M5,3.87E-09,1998.41,1.58999999999992,6,5,"rgb(0,191,255)",2.14150943396237
71,3.96,25,Lutetium,M5,3.87E-09,1998.41,1.58999999999992,6,4,"rgb(0,191,255)",1.66037735849065
71,3.828,26,Lutetium,M5,3.87E-09,1998.41,1.58999999999992,6,3,"rgb(0,191,255)",1.20377358490572
71,3.706,27,Lutetium,M5,3.87E-09,1998.41,1.58999999999992,6,2,"rgb(0,191,255)",0.776939203354338
71,3.59,28,Lutetium,M5,3.87E-09,1998.41,1.58999999999992,6,1,"rgb(0,191,255)",0.376310272536707
71,2.1255,29,Lutetium,N1,5.93E-06,1999.49,0.509999999999991,2,2,"rgb(0,128,128)",4.1676470588236
71,2.067,30,Lutetium,N1,5.93E-06,1999.49,0.509999999999991,2,1,"rgb(0,128,128)",2.02647058823533
71,1.933,31,Lutetium,N2,4.32E-07,1999.59,0.410000000000082,2,2,"rgb(95,158,160)",4.71463414634052
71,1.875,32,Lutetium,N2,4.32E-07,1999.59,0.410000000000082,2,1,"rgb(95,158,160)",2.2865853658532
71,1.747,33,Lutetium,N3,1.77E-07,1999.64,0.3599999999999,4,4,"rgb(32,178,170)",4.85277777777913
71,1.696,34,Lutetium,N3,1.77E-07,1999.64,0.3599999999999,4,3,"rgb(32,178,170)",3.53333333333432
71,1.641,35,Lutetium,N3,1.77E-07,1999.64,0.3599999999999,4,2,"rgb(32,178,170)",2.2791666666673
71,1.591,36,Lutetium,N3,1.77E-07,1999.64,0.3599999999999,4,1,"rgb(32,178,170)",1.10486111111142
71,1.395,37,Lutetium,N4,5.3E-10,1999.8,0.200000000000045,4,4,"rgb(0,206,209)",6.97499999999841
71,1.345,38,Lutetium,N4,5.3E-10,1999.8,0.200000000000045,4,3,"rgb(0,206,209)",5.04374999999885
71,1.292,39,Lutetium,N4,5.3E-10,1999.8,0.200000000000045,4,2,"rgb(0,206,209)",3.22999999999927
71,1.242,40,Lutetium,N4,5.3E-10,1999.8,0.200000000000045,4,1,"rgb(0,206,209)",1.55249999999965
71,1.178,41,Lutetium,N5,9.06E-10,1999.81,0.190000000000055,6,6,"rgb(64,224,208)",6.19999999999822
71,1.13,42,Lutetium,N5,9.06E-10,1999.81,0.190000000000055,6,5,"rgb(64,224,208)",4.95614035087577
71,1.081,43,Lutetium,N5,9.06E-10,1999.81,0.190000000000055,6,4,"rgb(64,224,208)",3.79298245613926
71,1.032,44,Lutetium,N5,9.06E-10,1999.81,0.190000000000055,6,3,"rgb(64,224,208)",2.71578947368343
71,0.985,45,Lutetium,N5,9.06E-10,1999.81,0.190000000000055,6,2,"rgb(64,224,208)",1.7280701754381
71,0.941,46,Lutetium,N5,9.06E-10,1999.81,0.190000000000055,6,1,"rgb(64,224,208)",0.825438596490991
71,0.713,47,Lutetium,N6,NA,1999.99,0.009999999999991,6,6,"rgb(102,205,170)",71.3000000000648
71,0.67,48,Lutetium,N6,NA,1999.99,0.009999999999991,6,5,"rgb(102,205,170)",55.8333333333841
71,0.63,49,Lutetium,N6,NA,1999.99,0.009999999999991,6,4,"rgb(102,205,170)",42.0000000000382
71,0.6,50,Lutetium,N6,NA,1999.99,0.009999999999991,6,3,"rgb(102,205,170)",30.0000000000273
71,0.56,51,Lutetium,N6,NA,1999.99,0.009999999999991,6,2,"rgb(102,205,170)",18.6666666666836
71,0.52,52,Lutetium,N6,NA,1999.99,0.009999999999991,6,1,"rgb(102,205,170)",8.66666666667455
71,0.476,53,Lutetium,N7,NA,1999.99,0.009999999999991,8,8,"rgb(127,255,212)",47.6000000000433
71,0.438,54,Lutetium,N7,NA,1999.99,0.009999999999991,8,7,"rgb(127,255,212)",38.3250000000349
71,0.399,55,Lutetium,N7,NA,1999.99,0.009999999999991,8,6,"rgb(127,255,212)",29.9250000000272
71,0.361,56,Lutetium,N7,NA,1999.99,0.009999999999991,8,5,"rgb(127,255,212)",22.5625000000205
71,0.328,57,Lutetium,N7,NA,1999.99,0.009999999999991,8,4,"rgb(127,255,212)",16.4000000000149
71,0.305,58,Lutetium,N7,NA,1999.99,0.009999999999991,8,3,"rgb(127,255,212)",11.4375000000104
71,0.276,59,Lutetium,N7,NA,1999.99,0.009999999999991,8,2,"rgb(127,255,212)",6.90000000000628
71,0.238,60,Lutetium,N7,NA,1999.99,0.009999999999991,8,1,"rgb(127,255,212)",2.97500000000271
71,0.205,61,Lutetium,O1,8.96E-07,1999.94,0.059999999999945,2,2,"rgb(0,255,255)",3.41666666666977
71,0.185,62,Lutetium,O1,8.96E-07,1999.94,0.059999999999945,2,1,"rgb(0,255,255)",1.54166666666807
71,0.159,63,Lutetium,O2,5.35E-08,1999.97,0.029999999999973,2,2,"rgb(0,250,154)",5.30000000000482
71,0.136,64,Lutetium,O2,5.35E-08,1999.97,0.029999999999973,2,1,"rgb(0,250,154)",2.26666666666873
71,0.117,65,Lutetium,O3,2.07E-08,1999.97,0.029999999999973,4,4,"rgb(0,255,127)",3.90000000000355
71,0.098,66,Lutetium,O3,2.07E-08,1999.97,0.029999999999973,4,3,"rgb(0,255,127)",2.45000000000223
71,0.0668,67,Lutetium,O3,2.07E-08,1999.97,0.029999999999973,4,2,"rgb(0,255,127)",1.11333333333435
71,0.045249,68,Lutetium,O3,2.07E-08,1999.97,0.029999999999973,4,1,"rgb(0,255,127)",0.377075000000343
71,0.0209594,69,Lutetium,O4,1.82E-11,2000,0.0209594,4,2,"rgb(173,255,47)",0.5
71,0.01413,70,Lutetium,O4,1.82E-11,2000,0.01413,4,2,"rgb(173,255,47)",0.5
71,0.005425871,71,Lutetium,O4,1.82E-11,2000,0.005425871,4,2,"rgb(173,255,47)",0.5
72,76.0778,1,Hafnium,K,0.00092,1934.65,65.3499999999999,2,2,"rgb(123,104,238)",1.16415914307575
72,74.56593,2,Hafnium,K,0.00092,1934.65,65.3499999999999,2,1,"rgb(123,104,238)",0.57051208875287
72,18.50232,3,Hafnium,L1,0.0001207,1988.73,11.27,2,2,"rgb(25,25,112)",1.64173203194321
72,18.18,4,Hafnium,L1,0.0001207,1988.73,11.27,2,1,"rgb(25,25,112)",0.806566104702752
72,17.68,5,Hafnium,L2,8.4E-06,1989.26,10.74,2,2,"rgb(0,0,139)",1.64618249534451
72,17.28,6,Hafnium,L2,8.4E-06,1989.26,10.74,2,1,"rgb(0,0,139)",0.804469273743016
72,15.68,7,Hafnium,L3,3.24E-06,1990.44,9.55999999999995,4,4,"rgb(0,0,205)",1.64016736401675
72,15.351,8,Hafnium,L3,3.24E-06,1990.44,9.55999999999995,4,3,"rgb(0,0,205)",1.20431485355649
72,14.999,9,Hafnium,L3,3.24E-06,1990.44,9.55999999999995,4,2,"rgb(0,0,205)",0.784466527196657
72,14.678,10,Hafnium,L3,3.24E-06,1990.44,9.55999999999995,4,1,"rgb(0,0,205)",0.383838912133893
72,6.674,11,Hafnium,M1,2.67E-05,1997.4,2.59999999999991,2,2,"rgb(0,0,255)",2.56692307692317
72,6.545,12,Hafnium,M1,2.67E-05,1997.4,2.59999999999991,2,1,"rgb(0,0,255)",1.25865384615389
72,6.284,13,Hafnium,M2,2.09E-06,1997.63,2.36999999999989,2,2,"rgb(65,105,225)",2.65147679324907
72,6.149,14,Hafnium,M2,2.09E-06,1997.63,2.36999999999989,2,1,"rgb(65,105,225)",1.2972573839663
72,5.713,15,Hafnium,M3,8.28E-07,1997.89,2.1099999999999,4,4,"rgb(70,130,180)",2.70758293838875
72,5.595,16,Hafnium,M3,8.28E-07,1997.89,2.1099999999999,4,3,"rgb(70,130,180)",1.98874407582948
72,5.468,17,Hafnium,M3,8.28E-07,1997.89,2.1099999999999,4,2,"rgb(70,130,180)",1.29573459715646
72,5.35,18,Hafnium,M3,8.28E-07,1997.89,2.1099999999999,4,1,"rgb(70,130,180)",0.633886255924201
72,4.98,19,Hafnium,M4,2.51E-09,1998.28,1.72000000000003,4,4,"rgb(100,149,237)",2.89534883720926
72,4.846,20,Hafnium,M4,2.51E-09,1998.28,1.72000000000003,4,3,"rgb(100,149,237)",2.1130813953488
72,4.703,21,Hafnium,M4,2.51E-09,1998.28,1.72000000000003,4,2,"rgb(100,149,237)",1.36715116279068
72,4.573,22,Hafnium,M4,2.51E-09,1998.28,1.72000000000003,4,1,"rgb(100,149,237)",0.664680232558129
72,4.372,23,Hafnium,M5,4.26E-09,1998.34,1.66000000000008,6,6,"rgb(0,191,255)",2.63373493975891
