"Z","Species","CS","Occ","Element","Iso_elec","Ground_Shells","Ground_Config","Ground_Level","Ionized_Level","IE","IE_uncertainty","References"
84,"Po X",9,75,"Polonium","Re","Xe4f145d7","5d7","4F9/2","5d6 5D4",0.166,0.0022,"L8672c99"
84,"Po XI",10,74,"Polonium","W","Xe4f145d6","5d6","5D4","5d5 6S5/2",0.186,0.0024,"L8672c99"
84,"Po XII",11,73,"Polonium","Ta","Xe4f145d5","5d5","6S5/2","5d4 5D0",0.209,0.0025,"L8672c99"
84,"Po XIII",12,72,"Polonium","Hf","Xe4f145d4","5d4","5D0","5d3 4F3/2",0.235,0.003,"L8672c99"
84,"Po XIV",13,71,"Polonium","Lu","Xe4f145d3","5d3","4F3/2","5d2 3F2",0.257,0.003,"L8672c99"
84,"Po XV",14,70,"Polonium","Yb","Xe4f145d2","5d2","3F2","5d 2D3/2",0.281,0.003,"L8672c99"
84,"Po XVI",15,69,"Polonium","Tm","Xe4f145d","5d","2D3/2","4f14 1S0",0.304,0.003,"L8672c99"
84,"Po XVII",16,68,"Polonium","Er","Xe4f14","4f14","1S0","4f145p5 2P°3/2",0.416,0.021,"L582"
84,"Po XVIII",17,67,"Polonium","Ho","Cd4f145p5","4f145p5","2P°3/2","4f145p4 3P2",0.444,0.022,"L582"
84,"Po XIX",18,66,"Polonium","Dy","Cd4f145p4","4f145p4","3P2","4f145p3 2P°3/2",0.473,0.024,"L582"
84,"Po XX",19,65,"Polonium","Tb","Cd4f145p3","4f145p3","2P°3/2","4f145p2 3P0",0.502,0.025,"L582"
84,"Po XXI",20,64,"Polonium","Gd","Cd4f145p2","4f145p2","3P0","4f145p 2P°1/2",0.56,0.03,"L582"
84,"Po XXII",21,63,"Polonium","Eu","Cd4f145p","4f145p","2P°1/2","4f14 1S0",0.59,0.03,"L582"
84,"Po XXIII",22,62,"Polonium","Sm","Cd4f14","4f14","1S0","4f145s 2S1/2",0.67,0.03,"L582"
84,"Po XXIV",23,61,"Polonium","Pm","Kr4d104f145s","4f145s","2S1/2","4f14 1S0",0.7,0.03,"L582"
84,"Po XXV",24,60,"Polonium","Nd","Kr4d104f14","4f14","1S0","4f13 2F°7/2",0.74,0.04,"L582"
84,"Po XXVI",25,59,"Polonium","Pr","Kr4d104f13","4f13","2F°7/2","4f12",0.8,0.04,"L582"
84,"Po XXVII",26,58,"Polonium","Ce","Kr4d104f12","4f12",NA,"4f11 4I°15/2",0.87,0.04,"L582"
84,"Po XXVIII",27,57,"Polonium","La","Kr4d104f11","4f11","4I°15/2","4f10 5I8",0.93,0.05,"L582"
84,"Po XXIX",28,56,"Polonium","Ba","Kr4d104f10","4f10","5I8","4f9 6H°15/2",0.99,0.05,"L582"
84,"Po XXX",29,55,"Polonium","Cs","Kr4d104f9","4f9","6H°15/2","4f8 7F6",1.06,0.05,"L582"
84,"Po XXXI",30,54,"Polonium","Xe","Kr4d104f8","4f8","7F6","4f7 8S°7/2",1.12,0.06,"L582"
84,"Po XXXII",31,53,"Polonium","I","Kr4d104f7","4f7","8S°7/2","4f6 7F0",1.18,0.06,"L582"
84,"Po XXXIII",32,52,"Polonium","Te","Kr4d104f6","4f6","7F0","4f5 6H°5/2",1.25,0.06,"L582"
84,"Po XXXIV",33,51,"Polonium","Sb","Kr4d104f5","4f5","6H°5/2","4f4 5I4",1.32,0.07,"L582"
84,"Po XXXV",34,50,"Polonium","Sn","Kr4d104f4","4f4","5I4","4f3 4I°9/2",1.38,0.07,"L582"
84,"Po XXXVI",35,49,"Polonium","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",1.44,0.07,"L582"
84,"Po XXXVII",36,48,"Polonium","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",1.51,0.07,"L582"
84,"Po XXXVIII",37,47,"Polonium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",1.57,0.07,"L582"
84,"Po XXXIX",38,46,"Polonium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",1.865,0.004,"L8672c99"
84,"Po XL",39,45,"Polonium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",1.923,0.004,"L8672c99"
84,"Po XLI",40,44,"Polonium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",1.986,0.004,"L8672c99"
84,"Po XLII",41,43,"Polonium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",2.052,0.004,"L8672c99"
84,"Po XLIII",42,42,"Polonium","Mo","Kr4d6","4d6","5D4","4d5 5/2",2.115,0.004,"L8672c99"
84,"Po XLIV",43,41,"Polonium","Nb","Kr4d5","4d5","5/2","4d4 5D0",2.177,0.004,"L8672c99"
84,"Po XLV",44,40,"Polonium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",2.281,0.004,"L8672c99"
84,"Po XLVI",45,39,"Polonium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",2.345,0.004,"L8672c99"
84,"Po XLVII",46,38,"Polonium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",2.414,0.004,"L8672c99"
84,"Po XLVIII",47,37,"Polonium","Rb","Kr4d","4d","2D3/2","4p6 1S0",2.48,0.004,"L8672c99"
84,"Po XLIX",48,36,"Polonium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",2.74,0.004,"L8672c99"
84,"Po L",49,35,"Polonium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",2.803,0.004,"L8672c99"
84,"Po LI",50,34,"Polonium","Se","Ar3d104s24p4","4p4","3P2","4p3°3/2",2.873,0.004,"L8672c99"
84,"Po LII",51,33,"Polonium","As","Ar3d104s24p3","4p3","°3/2","4p2 3P0",2.938,0.004,"L8672c99"
84,"Po LIII",52,32,"Polonium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",3.194,0.004,"L8672c99"
84,"Po LIV",53,31,"Polonium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",3.268,0.005,"L8672c99"
84,"Po LV",54,30,"Polonium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",3.45,0.005,"L8672c99"
84,"Po LVI",55,29,"Polonium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",3.5242,0.0025,"L10278"
84,"Po LVII",56,28,"Polonium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",5.785,0.005,"L8672c99"
84,"Po LVIII",57,27,"Polonium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",5.93,0.006,"L8672c99"
84,"Po LIX",58,26,"Polonium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",6.084,0.006,"L8672c99"
84,"Po LX",59,25,"Polonium","Mn","Ar3d7","3d7","4F9/2","3d6 4",6.248,0.007,"L8672c99"
84,"Po LXI",60,24,"Polonium","Cr","Ar3d6","3d6","4","3d5 5/2",6.405,0.01,"L8672c99"
84,"Po LXII",61,23,"Polonium","V","Ar3d5","3d5","5/2","3d4 5D0",6.557,0.012,"L8672c99"
84,"Po LXIII",62,22,"Polonium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",6.856,0.015,"L8672c99"
84,"Po LXIV",63,21,"Polonium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",7.015,0.019,"L8672c99"
84,"Po LXV",64,20,"Polonium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",7.191,0.024,"L8672c99"
84,"Po LXVI",65,19,"Polonium","K","Ar3d","3d","2D3/2","3p6 1S0",7.35,0.03,"L8672c99"
84,"Po LXVII",66,18,"Polonium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",7.81,0.04,"L8672c99"
84,"Po LXVIII",67,17,"Polonium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",7.95,0.04,"L8672c99"
84,"Po LXIX",68,16,"Polonium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",8.1,0.05,"L8672c99"
84,"Po LXX",69,15,"Polonium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",8.24,0.05,"L8672c99"
84,"Po LXXI",70,14,"Polonium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",9.05,0.06,"L8672c99"
84,"Po LXXII",71,13,"Polonium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",9.22,0.06,"L8672c99"
84,"Po LXXIII",72,12,"Polonium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",9.55,0.07,"L8672c99"
84,"Po LXXIV",73,11,"Polonium","Na","Ne3s","3s","2S1/2","2p6 1S0",9.71,0.09,"L8672c99"
84,"Po LXXV",74,10,"Polonium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",20.67,0.09,"L8672c99"
84,"Po LXXVI",75,9,"Polonium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",21.05,0.1,"L8672c99"
84,"Po LXXVII",76,8,"Polonium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",21.47,0.11,"L8672c99"
84,"Po LXXVIII",77,7,"Polonium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",21.86,0.12,"L8672c99"
84,"Po LXXIX",78,6,"Polonium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",24.86,0.12,"L8672c99"
84,"Po LXXX",79,5,"Polonium","B","1s22s22p","2p","2P°1/2","2s2 1S0",25.36,0.14,"L8672c99"
84,"Po LXXXI",80,4,"Polonium","Be","1s22s2","2s2","1S0","2s 2S1/2",25.99,0.15,"L8672c99"
84,"Po LXXXII",81,3,"Polonium","Li","1s22s","2s","2S1/2","1s2 1S0",26.3904,4e-04,"L16264c99"
84,"Po LXXXIII",82,2,"Polonium","He","1s2","1s2","1S0","1s 2S1/2",105.0643,4e-04,"L12128"
84,"Po LXXXIV",83,1,"Polonium","H","1s","1s","2S1/2",NA,106.9827,0.0012,"L7188"
85,"At I",0,85,"Astatine","At","Hg6p5","6p5","2P°3/2","6p4 3P2",0.00931751,8e-08,"L18394"
85,"At II",1,84,"Astatine","Po","Hg6p4","6p4","3P2","6p3 4S°3/2",0.01788,2e-05,"L15918"
85,"At III",2,83,"Astatine","Bi","Hg6p3","6p3","4S°3/2","6p2 3P0",0.02658,5e-05,"L15918"
85,"At IV",3,82,"Astatine","Pb","Hg6p2","6p2","3P0","6p 2P°1/2",0.03965,NA,"L15918"
85,"At V",4,81,"Astatine","Tl","Hg6p","6p","2P°1/2","6s2 1S0",0.05039,NA,"L15918"
85,"At VI",5,80,"Astatine","Hg","Xe4f145d106s2","6s2","1S0","6s 2S1/2",0.072,0.002,"L8672c99"
85,"At VII",6,79,"Astatine","Au","Xe4f145d106s","6s","2S1/2","5d10 1S0",0.0851,0.002,"L8672c99"
85,"At VIII",7,78,"Astatine","Pt","Xe4f145d10","5d10","1S0","5d9 2D5/2",0.1301,0.0021,"L8672c99"
85,"At IX",8,77,"Astatine","Ir","Xe4f145d9","5d9","2D5/2","5d8 3F4",0.149,0.0022,"L8672c99"
85,"At X",9,76,"Astatine","Os","Xe4f145d8","5d8","3F4","5d7 4F9/2",0.169,0.0022,"L8672c99"
85,"At XI",10,75,"Astatine","Re","Xe4f145d7","5d7","4F9/2","5d6 5D4",0.1921,0.0024,"L8672c99"
85,"At XII",11,74,"Astatine","W","Xe4f145d6","5d6","5D4","5d5 6S5/2",0.212,0.0025,"L8672c99"
85,"At XIII",12,73,"Astatine","Ta","Xe4f145d5","5d5","6S5/2","5d4 5D0",0.236,0.003,"L8672c99"
85,"At XIV",13,72,"Astatine","Hf","Xe4f145d4","5d4","5D0","5d3 4F3/2",0.263,0.003,"L8672c99"
85,"At XV",14,71,"Astatine","Lu","Xe4f145d3","5d3","4F3/2","5d2 3F2",0.287,0.003,"L8672c99"
85,"At XVI",15,70,"Astatine","Yb","Xe4f145d2","5d2","3F2","5d 2D3/2",0.311,0.003,"L8672c99"
85,"At XVII",16,69,"Astatine","Tm","Xe4f145d","5d","2D3/2","4f14 1S0",0.335,0.003,"L8672c99"
85,"At XVIII",17,68,"Astatine","Er","Xe4f14","4f14","1S0","4f145p5 2P°3/2",0.452,0.022,"L582"
85,"At XIX",18,67,"Astatine","Ho","Cd4f145p5","4f145p5","2P°3/2","4f145p4 3P2",0.481,0.024,"L582"
85,"At XX",19,66,"Astatine","Dy","Cd4f145p4","4f145p4","3P2","4f145p3 2P°3/2",0.51,0.03,"L582"
85,"At XXI",20,65,"Astatine","Tb","Cd4f145p3","4f145p3","2P°3/2","4f145p2 3P0",0.54,0.03,"L582"
85,"At XXII",21,64,"Astatine","Gd","Cd4f145p2","4f145p2","3P0","4f145p 2P°1/2",0.6,0.03,"L582"
85,"At XXIII",22,63,"Astatine","Eu","Cd4f145p","4f145p","2P°1/2","4f14 1S0",0.63,0.03,"L582"
85,"At XXIV",23,62,"Astatine","Sm","Cd4f14","4f14","1S0","4f145s 2S1/2",0.72,0.04,"L582"
85,"At XXV",24,61,"Astatine","Pm","Kr4d104f145s","4f145s","2S1/2","4f14 1S0",0.75,0.04,"L582"
85,"At XXVI",25,60,"Astatine","Nd","Kr4d104f14","4f14","1S0","4f13 2F°7/2",0.79,0.04,"L582"
85,"At XXVII",26,59,"Astatine","Pr","Kr4d104f13","4f13","2F°7/2","4f12",0.86,0.04,"L582"
85,"At XXVIII",27,58,"Astatine","Ce","Kr4d104f12","4f12",NA,"4f11 4I°15/2",0.92,0.05,"L582"
85,"At XXIX",28,57,"Astatine","La","Kr4d104f11","4f11","4I°15/2","4f10 5I8",0.99,0.05,"L582"
85,"At XXX",29,56,"Astatine","Ba","Kr4d104f10","4f10","5I8","4f9 6H°15/2",1.05,0.05,"L582"
85,"At XXXI",30,55,"Astatine","Cs","Kr4d104f9","4f9","6H°15/2","4f8 7F6",1.12,0.06,"L582"
85,"At XXXII",31,54,"Astatine","Xe","Kr4d104f8","4f8","7F6","4f7 8S°7/2",1.18,0.06,"L582"
85,"At XXXIII",32,53,"Astatine","I","Kr4d104f7","4f7","8S°7/2","4f6 7F0",1.25,0.06,"L582"
85,"At XXXIV",33,52,"Astatine","Te","Kr4d104f6","4f6","7F0","4f5 6H°5/2",1.32,0.07,"L582"
85,"At XXXV",34,51,"Astatine","Sb","Kr4d104f5","4f5","6H°5/2","4f4 5I4",1.38,0.07,"L582"
85,"At XXXVI",35,50,"Astatine","Sn","Kr4d104f4","4f4","5I4","4f3 4I°9/2",1.45,0.07,"L582"
85,"At XXXVII",36,49,"Astatine","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",1.51,0.07,"L582"
85,"At XXXVIII",37,48,"Astatine","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",1.59,0.07,"L582"
85,"At XXXIX",38,47,"Astatine","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",1.65,0.09,"L582"
85,"At XL",39,46,"Astatine","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",1.948,0.004,"L8672c99"
85,"At XLI",40,45,"Astatine","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",2.007,0.004,"L8672c99"
85,"At XLII",41,44,"Astatine","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",2.071,0.004,"L8672c99"
85,"At XLIII",42,43,"Astatine","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",2.139,0.004,"L8672c99"
85,"At XLIV",43,42,"Astatine","Mo","Kr4d6","4d6","5D4","4d5 5/2",2.203,0.004,"L8672c99"
85,"At XLV",44,41,"Astatine","Nb","Kr4d5","4d5","5/2","4d4 5D0",2.266,0.004,"L8672c99"
85,"At XLVI",45,40,"Astatine","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",2.373,0.004,"L8672c99"
85,"At XLVII",46,39,"Astatine","Y","Kr4d3","4d3","4F3/2","4d2 3F2",2.439,0.004,"L8672c99"
85,"At XLVIII",47,38,"Astatine","Sr","Kr4d2","4d2","3F2","4d 2D3/2",2.51,0.004,"L8672c99"
85,"At XLIX",48,37,"Astatine","Rb","Kr4d","4d","2D3/2","4p6 1S0",2.576,0.004,"L8672c99"
85,"At L",49,36,"Astatine","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",2.841,0.004,"L8672c99"
85,"At LI",50,35,"Astatine","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",2.905,0.004,"L8672c99"
85,"At LII",51,34,"Astatine","Se","Ar3d104s24p4","4p4","3P2","4p3°3/2",2.977,0.004,"L8672c99"
85,"At LIII",52,33,"Astatine","As","Ar3d104s24p3","4p3","°3/2","4p2 3P0",3.042,0.004,"L8672c99"
85,"At LIV",53,32,"Astatine","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",3.312,0.005,"L8672c99"
85,"At LV",54,31,"Astatine","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",3.388,0.005,"L8672c99"
85,"At LVI",55,30,"Astatine","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",3.573,0.005,"L8672c99"
85,"At LVII",56,29,"Astatine","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",3.649,0.003,"L10278"
85,"At LVIII",57,28,"Astatine","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",5.976,0.006,"L8672c99"
85,"At LIX",58,27,"Astatine","Co","Ar3d9","3d9","2D5/2","3d8 3F4",6.122,0.006,"L8672c99"
85,"At LX",59,26,"Astatine","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",6.279,0.007,"L8672c99"
85,"At LXI",60,25,"Astatine","Mn","Ar3d7","3d7","4F9/2","3d6 4",6.445,0.01,"L8672c99"
85,"At LXII",61,24,"Astatine","Cr","Ar3d6","3d6","4","3d5 5/2",6.604,0.012,"L8672c99"
85,"At LXIII",62,23,"Astatine","V","Ar3d5","3d5","5/2","3d4 5D0",6.759,0.015,"L8672c99"
85,"At LXIV",63,22,"Astatine","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",7.068,0.019,"L8672c99"
85,"At LXV",64,21,"Astatine","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",7.23,0.024,"L8672c99"
85,"At LXVI",65,20,"Astatine","Ca","Ar3d2","3d2","3F2","3d 2D3/2",7.41,0.03,"L8672c99"
85,"At LXVII",66,19,"Astatine","K","Ar3d","3d","2D3/2","3p6 1S0",7.57,0.04,"L8672c99"
85,"At LXVIII",67,18,"Astatine","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",8.03,0.04,"L8672c99"
85,"At LXIX",68,17,"Astatine","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",8.18,0.05,"L8672c99"
85,"At LXX",69,16,"Astatine","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",8.33,0.05,"L8672c99"
85,"At LXXI",70,15,"Astatine","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",8.48,0.06,"L8672c99"
85,"At LXXII",71,14,"Astatine","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",9.33,0.06,"L8672c99"
85,"At LXXIII",72,13,"Astatine","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",9.5,0.07,"L8672c99"
85,"At LXXIV",73,12,"Astatine","Mg","Ne3s2","3s2","1S0","3s 2S1/2",9.83,0.09,"L8672c99"
85,"At LXXV",74,11,"Astatine","Na","Ne3s","3s","2S1/2","2p6 1S0",9.99,0.09,"L8672c99"
85,"At LXXVI",75,10,"Astatine","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",21.21,0.1,"L8672c99"
85,"At LXXVII",76,9,"Astatine","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",21.6,0.11,"L8672c99"
85,"At LXXVIII",77,8,"Astatine","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",22.03,0.12,"L8672c99"
85,"At LXXIX",78,7,"Astatine","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",22.42,0.12,"L8672c99"
85,"At LXXX",79,6,"Astatine","C","1s22s22p2","2p2","3P0","2p 2P°1/2",25.58,0.14,"L8672c99"
85,"At LXXXI",80,5,"Astatine","B","1s22s22p","2p","2P°1/2","2s2 1S0",26.09,0.15,"L8672c99"
85,"At LXXXII",81,4,"Astatine","Be","1s22s2","2s2","1S0","2s 2S1/2",26.73,0.16,"L8672c99"
85,"At LXXXIII",82,3,"Astatine","Li","1s22s","2s","2S1/2","1s2 1S0",27.139,4e-04,"L16264c99"
85,"At LXXXIV",83,2,"Astatine","He","1s2","1s2","1S0","1s 2S1/2",107.9234,7e-04,"L10054"
85,"At LXXXV",84,1,"Astatine","H","1s","1s","2S1/2",NA,109.886,0.0014,"L7188"
86,"Rn I",0,86,"Radon","Rn","Hg6p6","6p6","1S0","6p5 2P°3/2",0.0107485,NA,"L272,L7432"
86,"Rn II",1,85,"Radon","At","Hg6p5","6p5","2P°3/2","6p4 3P2",0.0214,0.0019,"L16139"
86,"Rn III",2,84,"Radon","Po","Hg6p4","6p4","3P2","6p3 4S°3/2",0.0294,0.001,"L16139"
86,"Rn IV",3,83,"Radon","Bi","Hg6p3","6p3","4S°3/2","6p2 3P0",0.0369,0.0017,"L8672c99"
86,"Rn V",4,82,"Radon","Pb","Hg6p2","6p2","3P0","6p 2P°1/2",0.0529,0.0019,"L8672c99"
86,"Rn VI",5,81,"Radon","Tl","Hg6p","6p","2P°1/2","6s2 1S0",0.064,0.002,"L8672c99"
86,"Rn VII",6,80,"Radon","Hg","Xe4f145d106s2","6s2","1S0","6s 2S1/2",0.088,0.002,"L8672c99"
86,"Rn VIII",7,79,"Radon","Au","Xe4f145d106s","6s","2S1/2","5d10 1S0",0.102,0.0021,"L8672c99"
86,"Rn IX",8,78,"Radon","Pt","Xe4f145d10","5d10","1S0","5d9 2D5/2",0.154,0.0022,"L8672c99"
86,"Rn X",9,77,"Radon","Ir","Xe4f145d9","5d9","2D5/2","5d8 3F4",0.1739,0.0022,"L8672c99"
86,"Rn XI",10,76,"Radon","Os","Xe4f145d8","5d8","3F4","5d7 4F9/2",0.195,0.0024,"L8672c99"
86,"Rn XII",11,75,"Radon","Re","Xe4f145d7","5d7","4F9/2","5d6 5D4",0.218,0.0025,"L8672c99"
86,"Rn XIII",12,74,"Radon","W","Xe4f145d6","5d6","5D4","5d5 6S5/2",0.24,0.003,"L8672c99"
86,"Rn XIV",13,73,"Radon","Ta","Xe4f145d5","5d5","6S5/2","5d4 5D0",0.264,0.003,"L8672c99"
86,"Rn XV",14,72,"Radon","Hf","Xe4f145d4","5d4","5D0","5d3 4F3/2",0.293,0.003,"L8672c99"
86,"Rn XVI",15,71,"Radon","Lu","Xe4f145d3","5d3","4F3/2","5d2 3F2",0.317,0.003,"L8672c99"
86,"Rn XVII",16,70,"Radon","Yb","Xe4f145d2","5d2","3F2","5d 2D3/2",0.342,0.003,"L8672c99"
86,"Rn XVIII",17,69,"Radon","Tm","Xe4f145d","5d","2D3/2","4f14 1S0",0.367,0.003,"L8672c99"
86,"Rn XIX",18,68,"Radon","Er","Xe4f14","4f14","1S0","4f145p5 2P°3/2",0.488,0.025,"L582"
86,"Rn XX",19,67,"Radon","Ho","Cd4f145p5","4f145p5","2P°3/2","4f145p4 3P2",0.52,0.03,"L582"
86,"Rn XXI",20,66,"Radon","Dy","Cd4f145p4","4f145p4","3P2","4f145p3 2P°3/2",0.55,0.03,"L582"
86,"Rn XXII",21,65,"Radon","Tb","Cd4f145p3","4f145p3","2P°3/2","4f145p2 3P0",0.58,0.03,"L582"
86,"Rn XXIII",22,64,"Radon","Gd","Cd4f145p2","4f145p2","3P0","4f145p 2P°1/2",0.64,0.03,"L582"
86,"Rn XXIV",23,63,"Radon","Eu","Cd4f145p","4f145p","2P°1/2","4f14 1S0",0.68,0.03,"L582"
86,"Rn XXV",24,62,"Radon","Sm","Cd4f14","4f14","1S0","4f145s 2S1/2",0.76,0.04,"L582"
86,"Rn XXVI",25,61,"Radon","Pm","Kr4d104f145s","4f145s","2S1/2","4f14 1S0",0.8,0.04,"L582"
86,"Rn XXVII",26,60,"Radon","Nd","Kr4d104f14","4f14","1S0","4f13 2F°7/2",0.85,0.04,"L582"
86,"Rn XXVIII",27,59,"Radon","Pr","Kr4d104f13","4f13","2F°7/2","4f12",0.92,0.05,"L582"
86,"Rn XXIX",28,58,"Radon","Ce","Kr4d104f12","4f12",NA,"4f11 4I°15/2",0.98,0.05,"L582"
86,"Rn XXX",29,57,"Radon","La","Kr4d104f11","4f11","4I°15/2","4f10 5I8",1.05,0.05,"L582"
86,"Rn XXXI",30,56,"Radon","Ba","Kr4d104f10","4f10","5I8","4f9 6H°15/2",1.11,0.06,"L582"
86,"Rn XXXII",31,55,"Radon","Cs","Kr4d104f9","4f9","6H°15/2","4f8 7F6",1.18,0.06,"L582"
86,"Rn XXXIII",32,54,"Radon","Xe","Kr4d104f8","4f8","7F6","4f7 8S°7/2",1.25,0.06,"L582"
86,"Rn XXXIV",33,53,"Radon","I","Kr4d104f7","4f7","8S°7/2","4f6 7F0",1.31,0.07,"L582"
86,"Rn XXXV",34,52,"Radon","Te","Kr4d104f6","4f6","7F0","4f5 6H°5/2",1.39,0.07,"L582"
86,"Rn XXXVI",35,51,"Radon","Sb","Kr4d104f5","4f5","6H°5/2","4f4 5I4",1.46,0.07,"L582"
86,"Rn XXXVII",36,50,"Radon","Sn","Kr4d104f4","4f4","5I4","4f3 4I°9/2",1.52,0.08,"L582"
86,"Rn XXXVIII",37,49,"Radon","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",1.59,0.07,"L582"
86,"Rn XXXIX",38,48,"Radon","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",1.66,0.09,"L582"
86,"Rn XL",39,47,"Radon","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",1.72,0.09,"L582"
86,"Rn XLI",40,46,"Radon","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",2.033,0.004,"L8672c99"
86,"Rn XLII",41,45,"Radon","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",2.094,0.004,"L8672c99"
86,"Rn XLIII",42,44,"Radon","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",2.158,0.004,"L8672c99"
86,"Rn XLIV",43,43,"Radon","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",2.227,0.004,"L8672c99"
86,"Rn XLV",44,42,"Radon","Mo","Kr4d6","4d6","5D4","4d5 5/2",2.293,0.004,"L8672c99"
86,"Rn XLVI",45,41,"Radon","Nb","Kr4d5","4d5","5/2","4d4 5D0",2.357,0.004,"L8672c99"
86,"Rn XLVII",46,40,"Radon","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",2.467,0.004,"L8672c99"
86,"Rn XLVIII",47,39,"Radon","Y","Kr4d3","4d3","4F3/2","4d2 3F2",2.535,0.004,"L8672c99"
86,"Rn XLIX",48,38,"Radon","Sr","Kr4d2","4d2","3F2","4d 2D3/2",2.606,0.004,"L8672c99"
86,"Rn L",49,37,"Radon","Rb","Kr4d","4d","2D3/2","4p6 1S0",2.674,0.004,"L8672c99"
86,"Rn LI",50,36,"Radon","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",2.944,0.004,"L8672c99"
86,"Rn LII",51,35,"Radon","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",3.01,0.004,"L8672c99"
86,"Rn LIII",52,34,"Radon","Se","Ar3d104s24p4","4p4","3P2","4p3°3/2",3.082,0.004,"L8672c99"
86,"Rn LIV",53,33,"Radon","As","Ar3d104s24p3","4p3","°3/2","4p2 3P0",3.149,0.005,"L8672c99"
86,"Rn LV",54,32,"Radon","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",3.433,0.005,"L8672c99"
86,"Rn LVI",55,31,"Radon","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",3.51,0.005,"L8672c99"
