"Z","Species","CS","Occ","Element","Iso_elec","Ground_Shells","Ground_Config","Ground_Level","Ionized_Level","IE","IE_uncertainty","References"
86,"Rn LVII",56,30,"Radon","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",3.699,0.005,"L8672c99"
86,"Rn LVIII",57,29,"Radon","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",3.777,0.003,"L10278"
86,"Rn LIX",58,28,"Radon","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",6.169,0.006,"L8672c99"
86,"Rn LX",59,27,"Radon","Co","Ar3d9","3d9","2D5/2","3d8 3F4",6.318,0.007,"L8672c99"
86,"Rn LXI",60,26,"Radon","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",6.476,0.01,"L8672c99"
86,"Rn LXII",61,25,"Radon","Mn","Ar3d7","3d7","4F9/2","3d6 4",6.646,0.012,"L8672c99"
86,"Rn LXIII",62,24,"Radon","Cr","Ar3d6","3d6","4","3d5 5/2",6.807,0.015,"L8672c99"
86,"Rn LXIV",63,23,"Radon","V","Ar3d5","3d5","5/2","3d4 5D0",6.964,0.019,"L8672c99"
86,"Rn LXV",64,22,"Radon","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",7.283,0.024,"L8672c99"
86,"Rn LXVI",65,21,"Radon","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",7.45,0.03,"L8672c99"
86,"Rn LXVII",66,20,"Radon","Ca","Ar3d2","3d2","3F2","3d 2D3/2",7.63,0.04,"L8672c99"
86,"Rn LXVIII",67,19,"Radon","K","Ar3d","3d","2D3/2","3p6 1S0",7.8,0.04,"L8672c99"
86,"Rn LXIX",68,18,"Radon","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",8.26,0.05,"L8672c99"
86,"Rn LXX",69,17,"Radon","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",8.41,0.05,"L8672c99"
86,"Rn LXXI",70,16,"Radon","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",8.57,0.06,"L8672c99"
86,"Rn LXXII",71,15,"Radon","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",8.71,0.06,"L8672c99"
86,"Rn LXXIII",72,14,"Radon","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",9.61,0.07,"L8672c99"
86,"Rn LXXIV",73,13,"Radon","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",9.78,0.09,"L8672c99"
86,"Rn LXXV",74,12,"Radon","Mg","Ne3s2","3s2","1S0","3s 2S1/2",10.12,0.09,"L8672c99"
86,"Rn LXXVI",75,11,"Radon","Na","Ne3s","3s","2S1/2","2p6 1S0",10.29,0.1,"L8672c99"
86,"Rn LXXVII",76,10,"Radon","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",21.77,0.11,"L8672c99"
86,"Rn LXXVIII",77,9,"Radon","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",22.16,0.12,"L8672c99"
86,"Rn LXXIX",78,8,"Radon","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",22.6,0.12,"L8672c99"
86,"Rn LXXX",79,7,"Radon","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",22.99,0.14,"L8672c99"
86,"Rn LXXXI",80,6,"Radon","C","1s22s22p2","2p2","3P0","2p 2P°1/2",26.31,0.15,"L8672c99"
86,"Rn LXXXII",81,5,"Radon","B","1s22s22p","2p","2P°1/2","2s2 1S0",26.83,0.16,"L8672c99"
86,"Rn LXXXIII",82,4,"Radon","Be","1s22s2","2s2","1S0","2s 2S1/2",27.49,0.17,"L8672c99"
86,"Rn LXXXIV",83,3,"Radon","Li","1s22s","2s","2S1/2","1s2 1S0",27.9031,5e-04,"L16264c99"
86,"Rn LXXXV",84,2,"Radon","He","1s2","1s2","1S0","1s 2S1/2",110.842,5e-04,"L12128"
86,"Rn LXXXVI",85,1,"Radon","H","1s","1s","2S1/2",NA,112.8437,0.0016,"L7188"
87,"Fr I",0,87,"Francium","Fr","Rn7s","7s","2S1/2","6p6 1S0",0.0040727411,1.1e-09,"L10714"
87,"Fr II",1,86,"Francium","Rn","Hg6p6","6p6","1S0","6p5 2P°3/2",0.0224,0.0019,"L16139"
87,"Fr III",2,85,"Francium","At","Hg6p5","6p5","2P°3/2","6p4 3P2",0.0335,0.0015,"L16139"
87,"Fr IV",3,84,"Francium","Po","Hg6p4","6p4","3P2","6p3 4S°3/2",0.0391,0.0017,"L8672c99"
87,"Fr V",4,83,"Francium","Bi","Hg6p3","6p3","4S°3/2","6p2 3P0",0.05,0.0019,"L8672c99"
87,"Fr VI",5,82,"Francium","Pb","Hg6p2","6p2","3P0","6p 2P°1/2",0.067,0.002,"L8672c99"
87,"Fr VII",6,81,"Francium","Tl","Hg6p","6p","2P°1/2","6s2 1S0",0.08,0.002,"L8672c99"
87,"Fr VIII",7,80,"Francium","Hg","Xe4f145d106s2","6s2","1S0","6s 2S1/2",0.106,0.0021,"L8672c99"
87,"Fr IX",8,79,"Francium","Au","Xe4f145d106s","6s","2S1/2","5d10 1S0",0.12,0.0022,"L8672c99"
87,"Fr X",9,78,"Francium","Pt","Xe4f145d10","5d10","1S0","5d9 2D5/2",0.179,0.0022,"L8672c99"
87,"Fr XI",10,77,"Francium","Ir","Xe4f145d9","5d9","2D5/2","5d8 3F4",0.2,0.0024,"L8672c99"
87,"Fr XII",11,76,"Francium","Os","Xe4f145d8","5d8","3F4","5d7 4F9/2",0.2221,0.0025,"L8672c99"
87,"Fr XIII",12,75,"Francium","Re","Xe4f145d7","5d7","4F9/2","5d6 5D4",0.245,0.003,"L8672c99"
87,"Fr XIV",13,74,"Francium","W","Xe4f145d6","5d6","5D4","5d5 6S5/2",0.269,0.003,"L8672c99"
87,"Fr XV",14,73,"Francium","Ta","Xe4f145d5","5d5","6S5/2","5d4 5D0",0.293,0.003,"L8672c99"
87,"Fr XVI",15,72,"Francium","Hf","Xe4f145d4","5d4","5D0","5d3 4F3/2",0.324,0.003,"L8672c99"
87,"Fr XVII",16,71,"Francium","Lu","Xe4f145d3","5d3","4F3/2","5d2 3F2",0.349,0.003,"L8672c99"
87,"Fr XVIII",17,70,"Francium","Yb","Xe4f145d2","5d2","3F2","5d 2D3/2",0.375,0.003,"L8672c99"
87,"Fr XIX",18,69,"Francium","Tm","Xe4f145d","5d","2D3/2","4f14 1S0",0.4,0.003,"L8672c99"
87,"Fr XX",19,68,"Francium","Er","Xe4f14","4f14","1S0","4f145p5 2P°3/2",0.53,0.03,"L582"
87,"Fr XXI",20,67,"Francium","Ho","Cd4f145p5","4f145p5","2P°3/2","4f145p4 3P2",0.56,0.03,"L582"
87,"Fr XXII",21,66,"Francium","Dy","Cd4f145p4","4f145p4","3P2","4f145p3 2P°3/2",0.59,0.03,"L582"
87,"Fr XXIII",22,65,"Francium","Tb","Cd4f145p3","4f145p3","2P°3/2","4f145p2 3P0",0.62,0.03,"L582"
87,"Fr XXIV",23,64,"Francium","Gd","Cd4f145p2","4f145p2","3P0","4f145p 2P°1/2",0.69,0.03,"L582"
87,"Fr XXV",24,63,"Francium","Eu","Cd4f145p","4f145p","2P°1/2","4f14 1S0",0.72,0.04,"L582"
87,"Fr XXVI",25,62,"Francium","Sm","Cd4f14","4f14","1S0","4f145s 2S1/2",0.81,0.04,"L582"
87,"Fr XXVII",26,61,"Francium","Pm","Kr4d104f145s","4f145s","2S1/2","4f14 1S0",0.85,0.04,"L582"
87,"Fr XXVIII",27,60,"Francium","Nd","Kr4d104f14","4f14","1S0","4f13 2F°7/2",0.91,0.05,"L582"
87,"Fr XXIX",28,59,"Francium","Pr","Kr4d104f13","4f13","2F°7/2","4f12",0.98,0.05,"L582"
87,"Fr XXX",29,58,"Francium","Ce","Kr4d104f12","4f12",NA,"4f11 4I°15/2",1.04,0.05,"L582"
87,"Fr XXXI",30,57,"Francium","La","Kr4d104f11","4f11","4I°15/2","4f10 5I8",1.11,0.05,"L582"
87,"Fr XXXII",31,56,"Francium","Ba","Kr4d104f10","4f10","5I8","4f9 6H°15/2",1.18,0.06,"L582"
87,"Fr XXXIII",32,55,"Francium","Cs","Kr4d104f9","4f9","6H°15/2","4f8 7F6",1.25,0.06,"L582"
87,"Fr XXXIV",33,54,"Francium","Xe","Kr4d104f8","4f8","7F6","4f7 8S°7/2",1.32,0.07,"L582"
87,"Fr XXXV",34,53,"Francium","I","Kr4d104f7","4f7","8S°7/2","4f6 7F0",1.38,0.07,"L582"
87,"Fr XXXVI",35,52,"Francium","Te","Kr4d104f6","4f6","7F0","4f5 6H°5/2",1.46,0.07,"L582"
87,"Fr XXXVII",36,51,"Francium","Sb","Kr4d104f5","4f5","6H°5/2","4f4 5I4",1.53,0.08,"L582"
87,"Fr XXXVIII",37,50,"Francium","Sn","Kr4d104f4","4f4","5I4","4f3 4I°9/2",1.6,0.08,"L582"
87,"Fr XXXIX",38,49,"Francium","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",1.67,0.09,"L582"
87,"Fr XL",39,48,"Francium","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",1.74,0.09,"L582"
87,"Fr XLI",40,47,"Francium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",1.81,0.09,"L582"
87,"Fr XLII",41,46,"Francium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",2.119,0.004,"L8672c99"
87,"Fr XLIII",42,45,"Francium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",2.182,0.004,"L8672c99"
87,"Fr XLIV",43,44,"Francium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",2.247,0.004,"L8672c99"
87,"Fr XLV",44,43,"Francium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",2.317,0.004,"L8672c99"
87,"Fr XLVI",45,42,"Francium","Mo","Kr4d6","4d6","5D4","4d5 5/2",2.384,0.004,"L8672c99"
87,"Fr XLVII",46,41,"Francium","Nb","Kr4d5","4d5","5/2","4d4 5D0",2.45,0.004,"L8672c99"
87,"Fr XLVIII",47,40,"Francium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",2.564,0.004,"L8672c99"
87,"Fr XLIX",48,39,"Francium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",2.631,0.004,"L8672c99"
87,"Fr L",49,38,"Francium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",2.706,0.004,"L8672c99"
87,"Fr LI",50,37,"Francium","Rb","Kr4d","4d","2D3/2","4p6 1S0",2.774,0.004,"L8672c99"
87,"Fr LII",51,36,"Francium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",3.049,0.004,"L8672c99"
87,"Fr LIII",52,35,"Francium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",3.115,0.004,"L8672c99"
87,"Fr LIV",53,34,"Francium","Se","Ar3d104s24p4","4p4","3P2","4p3°3/2",3.19,0.005,"L8672c99"
87,"Fr LV",54,33,"Francium","As","Ar3d104s24p3","4p3","°3/2","4p2 3P0",3.257,0.005,"L8672c99"
87,"Fr LVI",55,32,"Francium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",3.556,0.005,"L8672c99"
87,"Fr LVII",56,31,"Francium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",3.635,0.005,"L8672c99"
87,"Fr LVIII",57,30,"Francium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",3.828,0.006,"L8672c99"
87,"Fr LIX",58,29,"Francium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",3.907,0.004,"L10278"
87,"Fr LX",59,28,"Francium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",6.365,0.007,"L8672c99"
87,"Fr LXI",60,27,"Francium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",6.516,0.01,"L8672c99"
87,"Fr LXII",61,26,"Francium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",6.678,0.012,"L8672c99"
87,"Fr LXIII",62,25,"Francium","Mn","Ar3d7","3d7","4F9/2","3d6 4",6.849,0.015,"L8672c99"
87,"Fr LXIV",63,24,"Francium","Cr","Ar3d6","3d6","4","3d5 5/2",7.013,0.019,"L8672c99"
87,"Fr LXV",64,23,"Francium","V","Ar3d5","3d5","5/2","3d4 5D0",7.172,0.024,"L8672c99"
87,"Fr LXVI",65,22,"Francium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",7.5,0.03,"L8672c99"
87,"Fr LXVII",66,21,"Francium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",7.67,0.04,"L8672c99"
87,"Fr LXVIII",67,20,"Francium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",7.85,0.04,"L8672c99"
87,"Fr LXIX",68,19,"Francium","K","Ar3d","3d","2D3/2","3p6 1S0",8.02,0.05,"L8672c99"
87,"Fr LXX",69,18,"Francium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",8.5,0.05,"L8672c99"
87,"Fr LXXI",70,17,"Francium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",8.64,0.06,"L8672c99"
87,"Fr LXXII",71,16,"Francium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",8.8,0.06,"L8672c99"
87,"Fr LXXIII",72,15,"Francium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",8.95,0.07,"L8672c99"
87,"Fr LXXIV",73,14,"Francium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",9.89,0.09,"L8672c99"
87,"Fr LXXV",74,13,"Francium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",10.07,0.09,"L8672c99"
87,"Fr LXXVI",75,12,"Francium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",10.42,0.1,"L8672c99"
87,"Fr LXXVII",76,11,"Francium","Na","Ne3s","3s","2S1/2","2p6 1S0",10.59,0.11,"L8672c99"
87,"Fr LXXVIII",77,10,"Francium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",22.33,0.12,"L8672c99"
87,"Fr LXXIX",78,9,"Francium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",22.73,0.12,"L8672c99"
87,"Fr LXXX",79,8,"Francium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",23.17,0.14,"L8672c99"
87,"Fr LXXXI",80,7,"Francium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",23.57,0.15,"L8672c99"
87,"Fr LXXXII",81,6,"Francium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",27.06,0.16,"L8672c99"
87,"Fr LXXXIII",82,5,"Francium","B","1s22s22p","2p","2P°1/2","2s2 1S0",27.59,0.17,"L8672c99"
87,"Fr LXXXIV",83,4,"Francium","Be","1s22s2","2s2","1S0","2s 2S1/2",28.26,0.19,"L8672c99"
87,"Fr LXXXV",84,3,"Francium","Li","1s22s","2s","2S1/2","1s2 1S0",28.6834,5e-04,"L16264c99"
87,"Fr LXXXVI",85,2,"Francium","He","1s2","1s2","1S0","1s 2S1/2",113.8172,5e-04,"L12128"
87,"Fr LXXXVII",86,1,"Francium","H","1s","1s","2S1/2",NA,115.859,0.0017,"L7188"
88,"Ra I",0,88,"Radium","Ra","Rn7s2","7s2","1S0","6p67s 2S1/2",0.0052784239,2.5e-09,"L4979"
88,"Ra II",1,87,"Radium","Fr","Rn7s","7s","2S1/2","6p6 1S0",0.01014718,6e-08,"L19486"
88,"Ra III",2,86,"Radium","Rn","Hg6p6","6p6","1S0","6p5 2P°3/2",0.031,0.0016,"L8672c99"
88,"Ra IV",3,85,"Radium","At","Hg6p5","6p5","2P°3/2","6p4 3P2",0.041,0.0017,"L8672c99"
88,"Ra V",4,84,"Radium","Po","Hg6p4","6p4","3P2","6p3 4S°3/2",0.0529,0.0019,"L8672c99"
88,"Ra VI",5,83,"Radium","Bi","Hg6p3","6p3","4S°3/2","6p2 3P0",0.064,0.002,"L8672c99"
88,"Ra VII",6,82,"Radium","Pb","Hg6p2","6p2","3P0","6p 2P°1/2",0.082,0.002,"L8672c99"
88,"Ra VIII",7,81,"Radium","Tl","Hg6p","6p","2P°1/2","6s2 1S0",0.097,0.0021,"L8672c99"
88,"Ra IX",8,80,"Radium","Hg","Xe4f145d106s2","6s2","1S0","6s 2S1/2",0.124,0.0022,"L8672c99"
88,"Ra X",9,79,"Radium","Au","Xe4f145d106s","6s","2S1/2","5d10 1S0",0.14,0.0022,"L8672c99"
88,"Ra XI",10,78,"Radium","Pt","Xe4f145d10","5d10","1S0","5d9 2D5/2",0.2049,0.0024,"L8672c99"
88,"Ra XII",11,77,"Radium","Ir","Xe4f145d9","5d9","2D5/2","5d8 3F4",0.227,0.0025,"L8672c99"
88,"Ra XIII",12,76,"Radium","Os","Xe4f145d8","5d8","3F4","5d7 4F9/2",0.25,0.003,"L8672c99"
88,"Ra XIV",13,75,"Radium","Re","Xe4f145d7","5d7","4F9/2","5d6 5D4",0.274,0.003,"L8672c99"
88,"Ra XV",14,74,"Radium","W","Xe4f145d6","5d6","5D4","5d5 6S5/2",0.299,0.003,"L8672c99"
88,"Ra XVI",15,73,"Radium","Ta","Xe4f145d5","5d5","6S5/2","5d4 5D0",0.324,0.003,"L8672c99"
88,"Ra XVII",16,72,"Radium","Hf","Xe4f145d4","5d4","5D0","5d3 4F3/2",0.356,0.003,"L8672c99"
88,"Ra XVIII",17,71,"Radium","Lu","Xe4f145d3","5d3","4F3/2","5d2 3F2",0.382,0.003,"L8672c99"
88,"Ra XIX",18,70,"Radium","Yb","Xe4f145d2","5d2","3F2","5d 2D3/2",0.409,0.003,"L8672c99"
88,"Ra XX",19,69,"Radium","Tm","Xe4f145d","5d","2D3/2","4f14 1S0",0.435,0.004,"L8672c99"
88,"Ra XXI",20,68,"Radium","Er","Xe4f14","4f14","1S0","4f145p5 2P°3/2",0.57,0.03,"L582"
88,"Ra XXII",21,67,"Radium","Ho","Cd4f145p5","4f145p5","2P°3/2","4f145p4 3P2",0.6,0.03,"L582"
88,"Ra XXIII",22,66,"Radium","Dy","Cd4f145p4","4f145p4","3P2","4f145p3 2P°3/2",0.63,0.03,"L582"
88,"Ra XXIV",23,65,"Radium","Tb","Cd4f145p3","4f145p3","2P°3/2","4f145p2 3P0",0.66,0.03,"L582"
88,"Ra XXV",24,64,"Radium","Gd","Cd4f145p2","4f145p2","3P0","4f145p 2P°1/2",0.74,0.04,"L582"
88,"Ra XXVI",25,63,"Radium","Eu","Cd4f145p","4f145p","2P°1/2","4f14 1S0",0.77,0.04,"L582"
88,"Ra XXVII",26,62,"Radium","Sm","Cd4f14","4f14","1S0","4f145s 2S1/2",0.86,0.04,"L582"
88,"Ra XXVIII",27,61,"Radium","Pm","Kr4d104f145s","4f145s","2S1/2","4f14 1S0",0.9,0.04,"L582"
88,"Ra XXIX",28,60,"Radium","Nd","Kr4d104f14","4f14","1S0","4f13 2F°7/2",0.97,0.05,"L582"
88,"Ra XXX",29,59,"Radium","Pr","Kr4d104f13","4f13","2F°7/2","4f12",1.04,0.05,"L582"
88,"Ra XXXI",30,58,"Radium","Ce","Kr4d104f12","4f12",NA,"4f11 4I°15/2",1.11,0.06,"L582"
88,"Ra XXXII",31,57,"Radium","La","Kr4d104f11","4f11","4I°15/2","4f10 5I8",1.18,0.06,"L582"
88,"Ra XXXIII",32,56,"Radium","Ba","Kr4d104f10","4f10","5I8","4f9 6H°15/2",1.25,0.06,"L582"
88,"Ra XXXIV",33,55,"Radium","Cs","Kr4d104f9","4f9","6H°15/2","4f8 7F6",1.32,0.07,"L582"
88,"Ra XXXV",34,54,"Radium","Xe","Kr4d104f8","4f8","7F6","4f7 8S°7/2",1.39,0.07,"L582"
88,"Ra XXXVI",35,53,"Radium","I","Kr4d104f7","4f7","8S°7/2","4f6 7F0",1.46,0.07,"L582"
88,"Ra XXXVII",36,52,"Radium","Te","Kr4d104f6","4f6","7F0","4f5 6H°5/2",1.53,0.08,"L582"
88,"Ra XXXVIII",37,51,"Radium","Sb","Kr4d104f5","4f5","6H°5/2","4f4 5I4",1.61,0.08,"L582"
88,"Ra XXXIX",38,50,"Radium","Sn","Kr4d104f4","4f4","5I4","4f3 4I°9/2",1.68,0.08,"L582"
88,"Ra XL",39,49,"Radium","In","Kr4d104f3","4f3","4I°9/2","4f2 3H4",1.75,0.09,"L582"
88,"Ra XLI",40,48,"Radium","Cd","Kr4d104f2","4f2","3H4","4f 2F°5/2",1.82,0.09,"L582"
88,"Ra XLII",41,47,"Radium","Ag","Kr4d104f","4f","2F°5/2","4d10 1S0",1.88,0.1,"L582"
88,"Ra XLIII",42,46,"Radium","Pd","Kr4d10","4d10","1S0","4d9 2D5/2",2.208,0.004,"L8672c99"
88,"Ra XLIV",43,45,"Radium","Rh","Kr4d9","4d9","2D5/2","4d8 3F4",2.271,0.004,"L8672c99"
88,"Ra XLV",44,44,"Radium","Ru","Kr4d8","4d8","3F4","4d7 4F9/2",2.338,0.004,"L8672c99"
88,"Ra XLVI",45,43,"Radium","Tc","Kr4d7","4d7","4F9/2","4d6 5D4",2.409,0.004,"L8672c99"
88,"Ra XLVII",46,42,"Radium","Mo","Kr4d6","4d6","5D4","4d5 5/2",2.477,0.004,"L8672c99"
88,"Ra XLVIII",47,41,"Radium","Nb","Kr4d5","4d5","5/2","4d4 5D0",2.544,0.004,"L8672c99"
88,"Ra XLIX",48,40,"Radium","Zr","Kr4d4","4d4","5D0","4d3 4F3/2",2.662,0.004,"L8672c99"
88,"Ra L",49,39,"Radium","Y","Kr4d3","4d3","4F3/2","4d2 3F2",2.731,0.004,"L8672c99"
88,"Ra LI",50,38,"Radium","Sr","Kr4d2","4d2","3F2","4d 2D3/2",2.806,0.004,"L8672c99"
88,"Ra LII",51,37,"Radium","Rb","Kr4d","4d","2D3/2","4p6 1S0",2.876,0.004,"L8672c99"
88,"Ra LIII",52,36,"Radium","Kr","Ar3d104s24p6","4p6","1S0","4p5 2P°3/2",3.155,0.004,"L8672c99"
88,"Ra LIV",53,35,"Radium","Br","Ar3d104s24p5","4p5","2P°3/2","4p4 3P2",3.224,0.005,"L8672c99"
88,"Ra LV",54,34,"Radium","Se","Ar3d104s24p4","4p4","3P2","4p3°3/2",3.298,0.005,"L8672c99"
88,"Ra LVI",55,33,"Radium","As","Ar3d104s24p3","4p3","°3/2","4p2 3P0",3.368,0.005,"L8672c99"
88,"Ra LVII",56,32,"Radium","Ge","Ar3d104s24p2","4p2","3P0","4p 2P°1/2",3.682,0.005,"L8672c99"
88,"Ra LVIII",57,31,"Radium","Ga","Ar3d104s24p","4p","2P°1/2","4s2 1S0",3.762,0.006,"L8672c99"
88,"Ra LIX",58,30,"Radium","Zn","Ar3d104s2","4s2","1S0","4s 2S1/2",3.959,0.006,"L8672c99"
88,"Ra LX",59,29,"Radium","Cu","Ar3d104s","4s","2S1/2","3d10 1S0",4.04,0.004,"L10278"
88,"Ra LXI",60,28,"Radium","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",6.565,0.01,"L8672c99"
88,"Ra LXII",61,27,"Radium","Co","Ar3d9","3d9","2D5/2","3d8 3F4",6.718,0.012,"L8672c99"
88,"Ra LXIII",62,26,"Radium","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",6.881,0.015,"L8672c99"
88,"Ra LXIV",63,25,"Radium","Mn","Ar3d7","3d7","4F9/2","3d6 4",7.056,0.019,"L8672c99"
88,"Ra LXV",64,24,"Radium","Cr","Ar3d6","3d6","4","3d5 5/2",7.222,0.024,"L8672c99"
88,"Ra LXVI",65,23,"Radium","V","Ar3d5","3d5","5/2","3d4 5D0",7.38,0.03,"L8672c99"
88,"Ra LXVII",66,22,"Radium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",7.72,0.04,"L8672c99"
88,"Ra LXVIII",67,21,"Radium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",7.89,0.04,"L8672c99"
88,"Ra LXIX",68,20,"Radium","Ca","Ar3d2","3d2","3F2","3d 2D3/2",8.08,0.05,"L8672c99"
88,"Ra LXX",69,19,"Radium","K","Ar3d","3d","2D3/2","3p6 1S0",8.25,0.05,"L8672c99"
88,"Ra LXXI",70,18,"Radium","Ar","Ne3s23p6","3p6","1S0","3p5 2P°3/2",8.73,0.06,"L8672c99"
88,"Ra LXXII",71,17,"Radium","Cl","Ne3s23p5","3p5","2P°3/2","3p4 3P2",8.88,0.06,"L8672c99"
88,"Ra LXXIII",72,16,"Radium","S","Ne3s23p4","3p4","3P2","3p3 2P°3/2",9.04,0.07,"L8672c99"
88,"Ra LXXIV",73,15,"Radium","P","Ne3s23p3","3p3","2P°3/2","3p2 3P0",9.2,0.09,"L8672c99"
88,"Ra LXXV",74,14,"Radium","Si","Ne3s23p2","3p2","3P0","3p 2P°1/2",10.19,0.09,"L8672c99"
88,"Ra LXXVI",75,13,"Radium","Al","Ne3s23p","3p","2P°1/2","3s2 1S0",10.36,0.1,"L8672c99"
88,"Ra LXXVII",76,12,"Radium","Mg","Ne3s2","3s2","1S0","3s 2S1/2",10.72,0.11,"L8672c99"
88,"Ra LXXVIII",77,11,"Radium","Na","Ne3s","3s","2S1/2","2p6 1S0",10.89,0.12,"L8672c99"
88,"Ra LXXIX",78,10,"Radium","Ne","1s22s22p6","2p6","1S0","2p5 2P°3/2",22.9,0.12,"L8672c99"
88,"Ra LXXX",79,9,"Radium","F","1s22s22p5","2p5","2P°3/2","2p4 3P2",23.3,0.14,"L8672c99"
88,"Ra LXXXI",80,8,"Radium","O","1s22s22p4","2p4","3P2","2p21/22p3/2 0,3/2°3/2",23.75,0.15,"L8672c99"
88,"Ra LXXXII",81,7,"Radium","N","1s22s22p3","2p21/22p3/2","0,3/2°3/2","2p2 3P0",24.16,0.16,"L8672c99"
88,"Ra LXXXIII",82,6,"Radium","C","1s22s22p2","2p2","3P0","2p 2P°1/2",27.83,0.17,"L8672c99"
88,"Ra LXXXIV",83,5,"Radium","B","1s22s22p","2p","2P°1/2","2s2 1S0",28.37,0.19,"L8672c99"
88,"Ra LXXXV",84,4,"Radium","Be","1s22s2","2s2","1S0","2s 2S1/2",29.05,0.2,"L8672c99"
88,"Ra LXXXVI",85,3,"Radium","Li","1s22s","2s","2S1/2","1s2 1S0",29.4798,5e-04,"L16264c99"
88,"Ra LXXXVII",86,2,"Radium","He","1s2","1s2","1S0","1s 2S1/2",116.8487,9e-04,"L10054"
88,"Ra LXXXVIII",87,1,"Radium","H","1s","1s","2S1/2",NA,118.9313,0.0019,"L7188"
89,"Ac I",0,89,"Actinium","Ac","Rn6d7s2","6d7s2","2D3/2","6p67s2 1S0",0.005380226,2.4e-08,"L17893"
89,"Ac II",1,88,"Actinium","Ra","Rn7s2","7s2","1S0","6p67s 2S1/2",0.01175,3e-05,"L15123"
89,"Ac III",2,87,"Actinium","Fr","Rn7s","6p67s","2S1/2","6p6 1S0",0.017431,2e-05,"L12354c99"
89,"Ac IV",3,86,"Actinium","Rn","Hg6p6","6p6","1S0","6p5 2P°3/2",0.0448,0.0014,"L13741"
89,"Ac V",4,85,"Actinium","At","Hg6p5","6p5","2P°3/2","6p4 3P2",0.055,0.0019,"L8672c99"
89,"Ac VI",5,84,"Actinium","Po","Hg6p4","6p4","3P2","6p3 4S°3/2",0.067,0.002,"L8672c99"
89,"Ac VII",6,83,"Actinium","Bi","Hg6p3","6p3","4S°3/2","6p2 3P0",0.079,0.002,"L8672c99"
89,"Ac VIII",7,82,"Actinium","Pb","Hg6p2","6p2","3P0","6p 2P°1/2",0.0989,0.0021,"L8672c99"
89,"Ac IX",8,81,"Actinium","Tl","Hg6p","6p","2P°1/2","6s2 1S0",0.1139,0.0022,"L8672c99"
