"At. Num. "," Sp.  Name. "," Ion  Charge "," El.  name "," Isoel.  Seq. "," Ground  Shells "," Ground  Config. "," Ground  Level "," Ionized  Level "," Ionization  Energy 
 (eV) ","Uncertainty
 (eV) "," References "
69,"Tm XLVI ",45,"Thulium ","Cr ","[Ar]3d6 ","3d6 ",4,"3d5 5/2 ","  (3 775)                          ",4," L8672c99 "
69,"Tm XLVII ",46,"Thulium ","V ","[Ar]3d5 ","3d5 "," 5/2 ","3d4 5D0 ","  (3 895)                          ",4," L8672c99 "
69,"Tm XLVIII ",47,"Thulium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  (4 075)                          ",4," L8672c99 "
69,"Tm XLIX ",48,"Thulium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  (4 199)                          ",4," L8672c99 "
69,"Tm L ",49,"Thulium ","Ca ","[Ar]3d2 ","3d2 "," 3F2 ","3d 2D3/2 ","  (4 335)                          ",4," L8672c99 "
69,"Tm LI ",50,"Thulium ","K ","[Ar]3d ","3d "," 2D3/2 ","3p6 1S0 ","  (4 461)                          ",4," L8672c99 "
69,"Tm LII ",51,"Thulium ","Ar ","[Ne]3s23p6 ","3p6 "," 1S0 ","3p5 2P°3/2 ","  (4 812)                          ",4," L8672c99 "
69,"Tm LIII ",52,"Thulium ","Cl ","[Ne]3s23p5 ","3p5 "," 2P°3/2 ","3p4 3P2 ","  (4 922)                          ",4," L8672c99 "
69,"Tm LIV ",53,"Thulium ","S ","[Ne]3s23p4 ","3p4 "," 3P2 ","3p3 2P°3/2 ","  (5 044)                          ",5," L8672c99 "
69,"Tm LV ",54,"Thulium ","P ","[Ne]3s23p3 ","3p3 "," 2P°3/2 ","3p2 3P0 ","  (5 157)                          ",5," L8672c99 "
69,"Tm LVI ",55,"Thulium ","Si ","[Ne]3s23p2 ","3p2 "," 3P0 ","3p 2P°1/2 ","  (5 527)                          ",5," L8672c99 "
69,"Tm LVII ",56,"Thulium ","Al ","[Ne]3s23p ","3p "," 2P°1/2 ","3s2 1S0 ","  (5 656)                          ",5," L8672c99 "
69,"Tm LVIII ",57,"Thulium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  (5 901)                          ",6," L8672c99 "
69,"Tm LIX ",58,"Thulium ","Na ","[Ne]3s ","3s "," 2S1/2 ","2p6 1S0 ","  (6 023)                          ",6," L8672c99 "
69,"Tm LX ",59,"Thulium ","Ne ","1s22s22p6 ","2p6 "," 1S0 ","2p5 2P°3/2 ","  (13 347)                          ",7," L8672c99 "
69,"Tm LXI ",60,"Thulium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (13 651)                          ",10," L8672c99 "
69,"Tm LXII ",61,"Thulium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (13 988)                          ",12," L8672c99 "
69,"Tm LXIII ",62,"Thulium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (14 300)                          ",15," L8672c99 "
69,"Tm LXIV ",63,"Thulium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (15 663)                          ",19," L8672c99 "
69,"Tm LXV ",64,"Thulium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (16 036)                          ",24," L8672c99 "
69,"Tm LXVI ",65,"Thulium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (16 510)                          ",30," L8672c99 "
69,"Tm LXVII ",66,"Thulium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  (16 814.34)                       ",0.14," L16264c99 "
69,"Tm LXVIII ",67,"Thulium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (67 965.26)                       ",0.06," L12128 "
69,"Tm LXIX ",68,"Thulium ","H ","1s ","1s "," 2S1/2 "," ","  (69 387.3)                        ",0.3," L7188 "
70,"Yb I ",0,"Ytterbium ","Yb ","[Xe]4f146s2 ","4f146s2 "," 1S0 ","6s 2S1/2 ",6.25416,1.2E-05," L4980 "
70,"Yb II ",1,"Ytterbium ","Tm ","[Xe]4f146s ","4f146s "," 2S1/2 ","4f14 1S0 ",12.179185,2.5E-05," L12907 "
70,"Yb III ",2,"Ytterbium ","Er ","[Xe]4f14 ","4f14 "," 1S0 ","4f135p6 2F°7/2 ","  [25.053]                      ",0.025," L3974,L3654 "
70,"Yb IV ",3,"Ytterbium ","Ho ","[Xe]4f13 ","4f13 "," 2F°7/2 ","4f125p6 3H6 ","  [43.61]                       ",0.04," L19883c180 "
70,"Yb V ",4,"Ytterbium ","Dy ","[Xe]4f12 ","4f125p6 "," 3H6 ","4f125p5° ","  [65.6]                        ",0.3," L4095 "
70,"Yb VI ",5,"Ytterbium ","Tb ","[Cd]4f125p5 ","4f125p5 "," ° ","4f125p4 ","  (99)                          ",5," L582 "
70,"Yb VII ",6,"Ytterbium ","Gd ","[Cd]4f125p4 ","4f125p4 ","  ","4f125p3° ","  (117)                          ",6," L582 "
70,"Yb VIII ",7,"Ytterbium ","Eu ","[Cd]4f125p3 ","4f125p3 "," ° ","4f125p2 ","  (135)                          ",7," L582 "
70,"Yb IX ",8,"Ytterbium ","Sm ","[Cd]4f125p2 ","4f125p2 ","  ","4f125s25p° ","  (163)                          ",8," L582 "
70,"Yb X ",9,"Ytterbium ","Pm ","[Cd]4f125p ","4f125s25p "," ° ","4f125s2 3H6 ","  (182)                          ",9," L582 "
70,"Yb XI ",10,"Ytterbium ","Nd ","[Cd]4f12 ","4f125s2 "," 3H6 ","4f115s2 4I°15/2 ","  (209)                          ",10," L582 "
70,"Yb XII ",11,"Ytterbium ","Pr ","[Cd]4f11 ","4f115s2 "," 4I°15/2 ","4f105s2 ","  (244)                          ",12," L582 "
70,"Yb XIII ",12,"Ytterbium ","Ce ","[Cd]4f10 ","4f105s2 ","  ","4f105s ","  (279)                          ",14," L582 "
70,"Yb XIV ",13,"Ytterbium ","La ","[Kr]4d104f105s ","4f105s ","  ","4f10 ","  (301)                          ",15," L582 "
70,"Yb XV ",14,"Ytterbium ","Ba ","[Kr]4d104f10 ","4f10 ","  ","4f9 6H°15/2 ","  (324)                          ",16," L582 "
70,"Yb XVI ",15,"Ytterbium ","Cs ","[Kr]4d104f9 ","4f9 "," 6H°15/2 ","4f8 7F6 ","  (360)                          ",19," L582 "
70,"Yb XVII ",16,"Ytterbium ","Xe ","[Kr]4d104f8 ","4f8 "," 7F6 ","4f7 8S°7/2 ","  (396)                          ",20," L582 "
70,"Yb XVIII ",17,"Ytterbium ","I ","[Kr]4d104f7 ","4f7 "," 8S°7/2 ","4f6 7F0 ","  (431)                          ",21," L582 "
70,"Yb XIX ",18,"Ytterbium ","Te ","[Kr]4d104f6 ","4f6 "," 7F0 ","4f5 6H°5/2 ","  (469)                          ",24," L582 "
70,"Yb XX ",19,"Ytterbium ","Sb ","[Kr]4d104f5 ","4f5 "," 6H°5/2 ","4f4 5I4 ","  (505)                          ",25," L582 "
70,"Yb XXI ",20,"Ytterbium ","Sn ","[Kr]4d104f4 ","4f4 "," 5I4 ","4f3 4I°9/2 ","  (540)                          ",30," L582 "
70,"Yb XXII ",21,"Ytterbium ","In ","[Kr]4d104f3 ","4f3 "," 4I°9/2 ","4f2 3H4 ","  (580)                          ",30," L582 "
70,"Yb XXIII ",22,"Ytterbium ","Cd ","[Kr]4d104f2 ","4f2 "," 3H4 ","4f 2F°5/2 ","  (610)                          ",30," L582 "
70,"Yb XXIV ",23,"Ytterbium ","Ag ","[Kr]4d104f ","4f "," 2F°5/2 ","4d10 1S0 ","  (651)                          ",6," L582c99 "
70,"Yb XXV ",24,"Ytterbium ","Pd ","[Kr]4d10 ","4d10 "," 1S0 ","4d9 2D5/2 ","  (882)                          ",4," L8672c99 "
70,"Yb XXVI ",25,"Ytterbium ","Rh ","[Kr]4d9 ","4d9 "," 2D5/2 ","4d8 3F4 ","  (924)                          ",4," L8672c99 "
70,"Yb XXVII ",26,"Ytterbium ","Ru ","[Kr]4d8 ","4d8 "," 3F4 ","4d7 4F9/2 ","  (971)                          ",4," L8672c99 "
70,"Yb XXVIII ",27,"Ytterbium ","Tc ","[Kr]4d7 ","4d7 "," 4F9/2 ","4d6 5D4 ","  (1 019)                          ",4," L8672c99 "
70,"Yb XXIX ",28,"Ytterbium ","Mo ","[Kr]4d6 ","4d6 "," 5D4 ","4d5 6S5/2 ","  (1 065)                          ",4," L8672c99 "
70,"Yb XXX ",29,"Ytterbium ","Nb ","[Kr]4d5 ","4d5 "," 6S5/2 ","4d4 5D0 ","  (1 114)                          ",4," L8672c99 "
70,"Yb XXXI ",30,"Ytterbium ","Zr ","[Kr]4d4 ","4d4 "," 5D0 ","4d3 4F3/2 ","  (1 175)                          ",4," L8672c99 "
70,"Yb XXXII ",31,"Ytterbium ","Y ","[Kr]4d3 ","4d3 "," 4F3/2 ","4d2 3F2 ","  (1 224)                          ",4," L8672c99 "
70,"Yb XXXIII ",32,"Ytterbium ","Sr ","[Kr]4d2 ","4d2 "," 3F2 ","4d 2D3/2 ","  (1 275)                          ",4," L8672c99 "
70,"Yb XXXIV ",33,"Ytterbium ","Rb ","[Kr]4d ","4d "," 2D3/2 ","4p6 1S0 ","  (1 324)                          ",5," L8672c99 "
70,"Yb XXXV ",34,"Ytterbium ","Kr ","[Ar]3d104s24p6 ","4p6 "," 1S0 ","4p5 2P°3/2 ","  (1 516)                          ",5," L8672c99 "
70,"Yb XXXVI ",35,"Ytterbium ","Br ","[Ar]3d104s24p5 ","4p5 "," 2P°3/2 ","4p4 3P2 ","  (1 564)                          ",5," L8672c99 "
70,"Yb XXXVII ",36,"Ytterbium ","Se ","[Ar]3d104s24p4 ","4p4 "," 3P2 ","4p3 4S°3/2 ","  (1 618)                          ",5," L8672c99 "
70,"Yb XXXVIII ",37,"Ytterbium ","As ","[Ar]3d104s24p3 ","4p3 "," 4S°3/2 ","4p2 3P0 ","  (1 668)                          ",4," L8672c98,c99 "
70,"Yb XXXIX ",38,"Ytterbium ","Ge ","[Ar]3d104s24p2 ","4p2 "," 3P0 ","4p 2P°1/2 ","  (1 789)                          ",4," L8672c98,c99 "
70,"Yb XL ",39,"Ytterbium ","Ga ","[Ar]3d104s24p ","4p "," 2P°1/2 ","4s2 1S0 ","  (1 845)                          ",4," L8672c99 "
70,"Yb XLI ",40,"Ytterbium ","Zn ","[Ar]3d104s2 ","4s2 "," 1S0 ","4s 2S1/2 ","  (1 978)                          ",4," L8672c99 "
70,"Yb XLII ",41,"Ytterbium ","Cu ","[Ar]3d104s ","4s "," 2S1/2 ","3d10 1S0 ","  [2 036.4]                        ",1," L10191 "
70,"Yb XLIII ",42,"Ytterbium ","Ni ","[Ar]3d10 ","3d10 "," 1S0 ","3d9 2D5/2 ","  (3 443)                          ",4," L8672c99 "
70,"Yb XLIV ",43,"Ytterbium ","Co ","[Ar]3d9 ","3d9 "," 2D5/2 ","3d8 3F4 ","  (3 555)                          ",4," L8672c99 "
70,"Yb XLV ",44,"Ytterbium ","Fe ","[Ar]3d8 ","3d8 "," 3F4 ","3d7 4F9/2 ","  (3 677)                          ",4," L8672c99 "
70,"Yb XLVI ",45,"Ytterbium ","Mn ","[Ar]3d7 ","3d7 "," 4F9/2 ","3d6 4 ","  (3 805)                          ",4," L8672c99 "
70,"Yb XLVII ",46,"Ytterbium ","Cr ","[Ar]3d6 ","3d6 ",4,"3d5 5/2 ","  (3 929)                          ",4," L8672c99 "
70,"Yb XLVIII ",47,"Ytterbium ","V ","[Ar]3d5 ","3d5 "," 5/2 ","3d4 5D0 ","  (4 051)                          ",4," L8672c99 "
70,"Yb XLIX ",48,"Ytterbium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  (4 238)                          ",4," L8672c99 "
70,"Yb L ",49,"Ytterbium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  (4 364)                          ",4," L8672c99 "
70,"Yb LI ",50,"Ytterbium ","Ca ","[Ar]3d2 ","3d2 "," 3F2 ","3d 2D3/2 ","  (4 502)                          ",4," L8672c99 "
70,"Yb LII ",51,"Ytterbium ","K ","[Ar]3d ","3d "," 2D3/2 ","3p6 1S0 ","  (4 630)                          ",4," L8672c99 "
70,"Yb LIII ",52,"Ytterbium ","Ar ","[Ne]3s23p6 ","3p6 "," 1S0 ","3p5 2P°3/2 ","  (4 988)                          ",4," L8672c99 "
70,"Yb LIV ",53,"Ytterbium ","Cl ","[Ne]3s23p5 ","3p5 "," 2P°3/2 ","3p4 3P2 ","  (5 101)                          ",5," L8672c99 "
70,"Yb LV ",54,"Ytterbium ","S ","[Ne]3s23p4 ","3p4 "," 3P2 ","3p3 2P°3/2 ","  (5 224)                          ",5," L8672c99 "
70,"Yb LVI ",55,"Ytterbium ","P ","[Ne]3s23p3 ","3p3 "," 2P°3/2 ","3p2 3P0 ","  (5 339)                          ",5," L8672c99 "
70,"Yb LVII ",56,"Ytterbium ","Si ","[Ne]3s23p2 ","3p2 "," 3P0 ","3p 2P°1/2 ","  (5 731)                          ",5," L8672c99 "
70,"Yb LVIII ",57,"Ytterbium ","Al ","[Ne]3s23p ","3p "," 2P°1/2 ","3s2 1S0 ","  (5 860)                          ",6," L8672c99 "
70,"Yb LIX ",58,"Ytterbium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  (6 111)                          ",6," L8672c99 "
70,"Yb LX ",59,"Ytterbium ","Na ","[Ne]3s ","3s "," 2S1/2 ","2p6 1S0 ","  (6 236)                          ",7," L8672c99 "
70,"Yb LXI ",60,"Ytterbium ","Ne ","1s22s22p6 ","2p6 "," 1S0 ","2p5 2P°3/2 ","  (13 784)                          ",10," L8672c99 "
70,"Yb LXII ",61,"Ytterbium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (14 093)                          ",12," L8672c99 "
70,"Yb LXIII ",62,"Ytterbium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (14 435)                          ",15," L8672c99 "
70,"Yb LXIV ",63,"Ytterbium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (14 752)                          ",19," L8672c99 "
70,"Yb LXV ",64,"Ytterbium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (16 191)                          ",24," L8672c99 "
70,"Yb LXVI ",65,"Ytterbium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (16 570)                          ",30," L8672c99 "
70,"Yb LXVII ",66,"Ytterbium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (17 050)                          ",40," L8672c99 "
70,"Yb LXVIII ",67,"Ytterbium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  (17 365.44)                       ",0.15," L16264c99 "
70,"Yb LXIX ",68,"Ytterbium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (70 123.04)                       ",0.07," L12128 "
70,"Yb LXX ",69,"Ytterbium ","H ","1s ","1s "," 2S1/2 "," ","  (71 574.8)                        ",0.3," L7188 "
71,"Lu I ",0,"Lutetium ","Lu ","[Xe]4f145d6s2 ","5d6s2 "," 2D3/2 ","6s2 1S0 ",5.425871,1.2E-05," L10494,L1638 "
71,"Lu II ",1,"Lutetium ","Yb ","[Xe]4f146s2 ","6s2 "," 1S0 ","6s 2S1/2 ","  [14.13]                       ",0.05," L19870c180 "
71,"Lu III ",2,"Lutetium ","Tm ","[Xe]4f146s ","4f146s "," 2S1/2 ","4f14 1S0 ",20.9594,0.0012," L1402 "
71,"Lu IV ",3,"Lutetium ","Er ","[Xe]4f14 ","4f14 "," 1S0 ","4f135p6 2F°7/2 ","  [45.249]                      ",0.025," L3974,L3654 "
71,"Lu V ",4,"Lutetium ","Ho ","[Xe]4f13 ","4f13 "," 2F°7/2 ","4f125p6 3H6 ","  [66.8]                        ",0.3," L4095 "
71,"Lu VI ",5,"Lutetium ","Dy ","[Xe]4f12 ","4f125p6 "," 3H6 ","4f135p4° ","  (98)                          ",5," L582 "
71,"Lu VII ",6,"Lutetium ","Tb ","[Cd]4f135p4 ","4f135p4 "," ° ","4f135p3 ","  (117)                          ",6," L582 "
71,"Lu VIII ",7,"Lutetium ","Gd ","[Cd]4f135p3 ","4f135p3 ","  ","4f135p2 4F°7/2 ","  (136)                          ",7," L582 "
71,"Lu IX ",8,"Lutetium ","Eu ","[Cd]4f135p2 ","4f135p2 "," 4F°7/2 ","4f125p2 ","  (159)                          ",8," L582 "
71,"Lu X ",9,"Lutetium ","Sm ","[Cd]4f125p2 ","4f125p2 ","  ","4f125s25p° ","  (185)                          ",9," L582 "
71,"Lu XI ",10,"Lutetium ","Pm ","[Cd]4f125p ","4f125s25p "," ° ","4f125s2 3H6 ","  (205)                          ",10," L582 "
71,"Lu XII ",11,"Lutetium ","Nd ","[Cd]4f12 ","4f125s2 "," 3H6 ","4f115s2 4I°15/2 ","  (238)                          ",12," L582 "
71,"Lu XIII ",12,"Lutetium ","Pr ","[Cd]4f11 ","4f115s2 "," 4I°15/2 ","4f105s2 ","  (276)                          ",14," L582 "
71,"Lu XIV ",13,"Lutetium ","Ce ","[Cd]4f10 ","4f105s2 ","  ","4f105s ","  (305)                          ",15," L582 "
71,"Lu XV ",14,"Lutetium ","La ","[Kr]4d104f105s ","4f105s ","  ","4f10 ","  (328)                          ",16," L582 "
71,"Lu XVI ",15,"Lutetium ","Ba ","[Kr]4d104f10 ","4f10 ","  ","4f9 6H°15/2 ","  (361)                          ",19," L582 "
71,"Lu XVII ",16,"Lutetium ","Cs ","[Kr]4d104f9 ","4f9 "," 6H°15/2 ","4f8 7F6 ","  (399)                          ",20," L582 "
71,"Lu XVIII ",17,"Lutetium ","Xe ","[Kr]4d104f8 ","4f8 "," 7F6 ","4f7 8S°7/2 ","  (438)                          ",22," L582 "
71,"Lu XIX ",18,"Lutetium ","I ","[Kr]4d104f7 ","4f7 "," 8S°7/2 ","4f6 7F0 ","  (476)                          ",24," L582 "
71,"Lu XX ",19,"Lutetium ","Te ","[Kr]4d104f6 ","4f6 "," 7F0 ","4f5 6H°5/2 ","  (520)                          ",30," L582 "
71,"Lu XXI ",20,"Lutetium ","Sb ","[Kr]4d104f5 ","4f5 "," 6H°5/2 ","4f4 5I4 ","  (560)                          ",30," L582 "
71,"Lu XXII ",21,"Lutetium ","Sn ","[Kr]4d104f4 ","4f4 "," 5I4 ","4f3 4I°9/2 ","  (600)                          ",30," L582 "
71,"Lu XXIII ",22,"Lutetium ","In ","[Kr]4d104f3 ","4f3 "," 4I°9/2 ","4f2 3H4 ","  (630)                          ",30," L582 "
71,"Lu XXIV ",23,"Lutetium ","Cd ","[Kr]4d104f2 ","4f2 "," 3H4 ","4f 2F°5/2 ","  (670)                          ",30," L582 "
71,"Lu XXV ",24,"Lutetium ","Ag ","[Kr]4d104f ","4f "," 2F°5/2 ","4d10 1S0 ","  (713)                          ",7," L582c99 "
71,"Lu XXVI ",25,"Lutetium ","Pd ","[Kr]4d10 ","4d10 "," 1S0 ","4d9 2D5/2 ","  (941)                          ",4," L8672c99 "
71,"Lu XXVII ",26,"Lutetium ","Rh ","[Kr]4d9 ","4d9 "," 2D5/2 ","4d8 3F4 ","  (985)                          ",4," L8672c99 "
71,"Lu XXVIII ",27,"Lutetium ","Ru ","[Kr]4d8 ","4d8 "," 3F4 ","4d7 4F9/2 ","  (1 032)                          ",4," L8672c99 "
71,"Lu XXIX ",28,"Lutetium ","Tc ","[Kr]4d7 ","4d7 "," 4F9/2 ","4d6 5D4 ","  (1 081)                          ",4," L8672c99 "
71,"Lu XXX ",29,"Lutetium ","Mo ","[Kr]4d6 ","4d6 "," 5D4 ","4d5 6S5/2 ","  (1 130)                          ",4," L8672c99 "
71,"Lu XXXI ",30,"Lutetium ","Nb ","[Kr]4d5 ","4d5 "," 6S5/2 ","4d4 5D0 ","  (1 178)                          ",4," L8672c99 "
71,"Lu XXXII ",31,"Lutetium ","Zr ","[Kr]4d4 ","4d4 "," 5D0 ","4d3 4F3/2 ","  (1 242)                          ",4," L8672c99 "
71,"Lu XXXIII ",32,"Lutetium ","Y ","[Kr]4d3 ","4d3 "," 4F3/2 ","4d2 3F2 ","  (1 292)                          ",4," L8672c99 "
71,"Lu XXXIV ",33,"Lutetium ","Sr ","[Kr]4d2 ","4d2 "," 3F2 ","4d 2D3/2 ","  (1 345)                          ",5," L8672c99 "
71,"Lu XXXV ",34,"Lutetium ","Rb ","[Kr]4d ","4d "," 2D3/2 ","4p6 1S0 ","  (1 395)                          ",5," L8672c99 "
71,"Lu XXXVI ",35,"Lutetium ","Kr ","[Ar]3d104s24p6 ","4p6 "," 1S0 ","4p5 2P°3/2 ","  (1 591)                          ",5," L8672c99 "
71,"Lu XXXVII ",36,"Lutetium ","Br ","[Ar]3d104s24p5 ","4p5 "," 2P°3/2 ","4p4 3P2 ","  (1 641)                          ",5," L8672c99 "
71,"Lu XXXVIII ",37,"Lutetium ","Se ","[Ar]3d104s24p4 ","4p4 "," 3P2 ","4p3 4S°3/2 ","  (1 696)                          ",4," L8672c99 "
71,"Lu XXXIX ",38,"Lutetium ","As ","[Ar]3d104s24p3 ","4p3 "," 4S°3/2 ","4p2 3P0 ","  (1 747)                          ",4," L8672c99 "
71,"Lu XL ",39,"Lutetium ","Ge ","[Ar]3d104s24p2 ","4p2 "," 3P0 ","4p 2P°1/2 ","  (1 875)                          ",4," L8672c99 "
71,"Lu XLI ",40,"Lutetium ","Ga ","[Ar]3d104s24p ","4p "," 2P°1/2 ","4s2 1S0 ","  (1 933)                          ",4," L8672c99 "
71,"Lu XLII ",41,"Lutetium ","Zn ","[Ar]3d104s2 ","4s2 "," 1S0 ","4s 2S1/2 ","  (2 067)                          ",4," L8672c99 "
71,"Lu XLIII ",42,"Lutetium ","Cu ","[Ar]3d104s ","4s "," 2S1/2 ","3d10 1S0 ","  [2 125.5]                        ",1.1," L10278 "
71,"Lu XLIV ",43,"Lutetium ","Ni ","[Ar]3d10 ","3d10 "," 1S0 ","3d9 2D5/2 ","  (3 590)                          ",4," L8672c99 "
71,"Lu XLV ",44,"Lutetium ","Co ","[Ar]3d9 ","3d9 "," 2D5/2 ","3d8 3F4 ","  (3 706)                          ",4," L8672c99 "
71,"Lu XLVI ",45,"Lutetium ","Fe ","[Ar]3d8 ","3d8 "," 3F4 ","3d7 4F9/2 ","  (3 828)                          ",4," L8672c99 "
71,"Lu XLVII ",46,"Lutetium ","Mn ","[Ar]3d7 ","3d7 "," 4F9/2 ","3d6 4 ","  (3 960)                          ",4," L8672c99 "
71,"Lu XLVIII ",47,"Lutetium ","Cr ","[Ar]3d6 ","3d6 ",4,"3d5 5/2 ","  (4 086)                          ",4," L8672c99 "
71,"Lu XLIX ",48,"Lutetium ","V ","[Ar]3d5 ","3d5 "," 5/2 ","3d4 5D0 ","  (4 211)                          ",4," L8672c99 "
71,"Lu L ",49,"Lutetium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  (4 403)                          ",4," L8672c99 "
71,"Lu LI ",50,"Lutetium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  (4 532)                          ",4," L8672c99 "
71,"Lu LII ",51,"Lutetium ","Ca ","[Ar]3d2 ","3d2 "," 3F2 ","3d 2D3/2 ","  (4 673)                          ",4," L8672c99 "
71,"Lu LIII ",52,"Lutetium ","K ","[Ar]3d ","3d "," 2D3/2 ","3p6 1S0 ","  (4 803)                          ",4," L8672c99 "
71,"Lu LIV ",53,"Lutetium ","Ar ","[Ne]3s23p6 ","3p6 "," 1S0 ","3p5 2P°3/2 ","  (5 168)                          ",5," L8672c99 "
71,"Lu LV ",54,"Lutetium ","Cl ","[Ne]3s23p5 ","3p5 "," 2P°3/2 ","3p4 3P2 ","  (5 282)                          ",5," L8672c99 "
71,"Lu LVI ",55,"Lutetium ","S ","[Ne]3s23p4 ","3p4 "," 3P2 ","3p3 2P°3/2 ","  (5 408)                          ",5," L8672c99 "
71,"Lu LVII ",56,"Lutetium ","P ","[Ne]3s23p3 ","3p3 "," 2P°3/2 ","3p2 3P0 ","  (5 525)                          ",5," L8672c99 "
71,"Lu LVIII ",57,"Lutetium ","Si ","[Ne]3s23p2 ","3p2 "," 3P0 ","3p 2P°1/2 ","  (5 937)                          ",6," L8672c99 "
71,"Lu LIX ",58,"Lutetium ","Al ","[Ne]3s23p ","3p "," 2P°1/2 ","3s2 1S0 ","  (6 070)                          ",6," L8672c99 "
71,"Lu LX ",59,"Lutetium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  (6 326)                          ",7," L8672c99 "
71,"Lu LXI ",60,"Lutetium ","Na ","[Ne]3s ","3s "," 2S1/2 ","2p6 1S0 ","  (6 452)                          ",10," L8672c99 "
71,"Lu LXII ",61,"Lutetium ","Ne ","1s22s22p6 ","2p6 "," 1S0 ","2p5 2P°3/2 ","  (14 228)                          ",12," L8672c99 "
71,"Lu LXIII ",62,"Lutetium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (14 542)                          ",15," L8672c99 "
71,"Lu LXIV ",63,"Lutetium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (14 890)                          ",19," L8672c99 "
71,"Lu LXV ",64,"Lutetium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (15 211)                          ",24," L8672c99 "
71,"Lu LXVI ",65,"Lutetium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (16 730)                          ",30," L8672c99 "
71,"Lu LXVII ",66,"Lutetium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (17 120)                          ",40," L8672c99 "
71,"Lu LXVIII ",67,"Lutetium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (17 610)                          ",40," L8672c99 "
71,"Lu LXIX ",68,"Lutetium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  (17 928.05)                       ",0.16," L16264c99 "
71,"Lu LXX ",69,"Lutetium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (72 322.91)                       ",0.22," L12128 "
71,"Lu LXXI ",70,"Lutetium ","H ","1s ","1s "," 2S1/2 "," ","  (73 804.8)                        ",0.4," L7188 "
72,"Hf I ",0,"Hafnium ","Hf ","[Xe]4f145d26s2 ","5d26s2 "," 3F2 ","5d6s2 2D3/2 ",6.82507,1.2E-05," L14027,L10033 "
72,"Hf II ",1,"Hafnium ","Lu ","[Xe]4f145d6s2 ","5d6s2 "," 2D3/2 ","5d2 3F2 ","  (14.61)                       ",0.04," L19691 "
72,"Hf III ",2,"Hafnium ","Yb ","[Xe]4f145d2 ","5d2 "," 3F2 ","5d 2D3/2 ","  (22.55)                       ",0.04," L19691 "
72,"Hf IV ",3,"Hafnium ","Tm ","[Xe]4f145d ","5d "," 2D3/2 ","4f14 1S0 ","  [33.370]                      ",0.025," L3654 "
72,"Hf V ",4,"Hafnium ","Er ","[Xe]4f14 ","4f14 "," 1S0 ","4f135p6 2F°7/2 ","  [68.37]                       ",0.04," L3654 "
72,"Hf VI ",5,"Hafnium ","Ho ","[Xe]4f13 ","4f135p6 "," 2F°7/2 ","4f135p5 ","  (98)                          ",5," L582 "
